name,age,position,school,draft_pick,season,games,rushATT,rushYDS,rushTDS,recs,recYDS,recTDS,rushingYDS,rushingTDS
Damien Harris,22,RB,Alabama,87,2018*,2,150,876,9,0,0,0,12.0,0.0
Alexander Mattison,21,RB,Boise St.,102,2016*,13,67,328,4,10,82,0,462.0,1.0
Alexander Mattison,21,RB,Boise St.,102,2017*,13,212,1086,12,10,82,0,462.0,1.0
Alexander Mattison,21,RB,Boise St.,102,2018,13,302,1415,17,10,82,0,462.0,1.0
Bryce Love,22,RB,Stanford,112,2015*,14,29,226,2,15,250,1,,
Bryce Love,22,RB,Stanford,112,2016*,12,111,783,3,8,83,1,,
Bryce Love,22,RB,Stanford,112,2017*,13,263,2118,19,6,33,0,,
Bryce Love,22,RB,Stanford,112,2018*,10,166,739,6,20,99,0,,
Justice Hill,21,RB,Oklahoma St.,113,2016*,16,206,1142,6,8,70,0,225.0,2.0
Justice Hill,21,RB,Oklahoma St.,113,2017*,16,268,1467,15,8,70,0,225.0,2.0
Justice Hill,21,RB,Oklahoma St.,113,2018*,16,158,930,9,8,70,0,225.0,2.0
Benny Snell Jr.,21,RB,Kentucky,122,2016*,13,186,1091,13,3,23,0,426.0,2.0
Benny Snell Jr.,21,RB,Kentucky,122,2017*,13,262,1333,19,3,23,0,426.0,2.0
Benny Snell Jr.,21,RB,Kentucky,122,2018*,13,289,1449,16,3,23,0,426.0,2.0
Tony Pollard,22,RB,Memphis,128,2016*,15,31,159,1,15,107,1,455.0,2.0
Tony Pollard,22,RB,Memphis,128,2017*,15,30,230,2,15,107,1,455.0,2.0
Tony Pollard,22,RB,Memphis,128,2018*,15,78,552,6,15,107,1,455.0,2.0
Ryquell Armstead,22,RB,Temple,140,2015*,16,51,191,2,14,144,2,108.0,0.0
Ryquell Armstead,22,RB,Temple,140,2016*,16,156,919,14,14,144,2,108.0,0.0
Ryquell Armstead,22,RB,Temple,140,2017*,16,156,604,5,14,144,2,108.0,0.0
Ryquell Armstead,22,RB,Temple,140,2018*,16,210,1098,13,14,144,2,108.0,0.0
Qadree Ollison,22,RB,Pittsburgh,152,2015*,8,212,1121,11,1,7,0,50.0,4.0
Qadree Ollison,22,RB,Pittsburgh,152,2016*,8,33,127,2,1,7,0,50.0,4.0
Qadree Ollison,22,RB,Pittsburgh,152,2017,8,90,398,5,1,7,0,50.0,4.0
Qadree Ollison,22,RB,Pittsburgh,152,2018*,8,194,1213,11,1,7,0,50.0,4.0
Jordan Scarlett,23,RB,Florida,154,2015*,9,34,181,1,0,0,0,9.0,0.0
Jordan Scarlett,23,RB,Florida,154,2016*,9,179,889,6,0,0,0,9.0,0.0
Jordan Scarlett,23,RB,Florida,154,2018*,9,131,776,5,0,0,0,9.0,0.0
Trayveon Williams,21,RB,Texas A&M,182,2016*,11,156,1057,8,0,0,0,0.0,0.0
Trayveon Williams,21,RB,Texas A&M,182,2017*,11,173,798,8,0,0,0,0.0,0.0
Trayveon Williams,21,RB,Texas A&M,182,2018*,11,271,1760,18,0,0,0,0.0,0.0
Ty Johnson,21,RB,Maryland,186,2015,16,35,250,3,24,109,0,273.0,0.0
Ty Johnson,21,RB,Maryland,186,2016*,16,110,1004,6,24,109,0,273.0,0.0
Ty Johnson,21,RB,Maryland,186,2017,16,137,875,5,24,109,0,273.0,0.0
Ty Johnson,21,RB,Maryland,186,2018,16,66,506,3,24,109,0,273.0,0.0
Dexter Williams,22,RB,Notre Dame,194,2015*,4,21,81,1,0,0,0,11.0,0.0
Dexter Williams,22,RB,Notre Dame,194,2016,4,39,200,3,0,0,0,11.0,0.0
Dexter Williams,22,RB,Notre Dame,194,2017*,4,39,360,4,0,0,0,11.0,0.0
Dexter Williams,22,RB,Notre Dame,194,2018*,4,158,995,12,0,0,0,11.0,0.0
Travis Homer,21,RB,Miami (FL),204,2016*,16,7,44,0,11,56,0,114.0,0.0
Travis Homer,21,RB,Miami (FL),204,2017*,16,163,966,8,11,56,0,114.0,0.0
Travis Homer,21,RB,Miami (FL),204,2018*,16,164,985,4,11,56,0,114.0,0.0
Rodney Anderson,22,RB,Oklahoma,211,2015*,2,1,5,0,0,0,0,,
Rodney Anderson,22,RB,Oklahoma,211,2017*,14,188,1161,13,17,281,5,,
Rodney Anderson,22,RB,Oklahoma,211,2018*,2,11,119,3,0,0,0,,
Darwin Thompson,22,RB,Utah St.,214,2018*,12,153,1044,14,9,43,0,128.0,1.0
Mike Weber,22,RB,Ohio St.,218,2016*,13,182,1096,9,23,91,0,,
Mike Weber,22,RB,Ohio St.,218,2017*,12,101,626,10,10,94,0,,
Mike Weber,22,RB,Ohio St.,218,2018*,13,172,954,5,21,112,1,,
Cullen Gillaspia,24,RB,Texas A&M,220,2015*,1,0,0,0,0,0,0,,
Cullen Gillaspia,24,RB,Texas A&M,220,2016*,13,0,0,0,0,0,0,,
Cullen Gillaspia,24,RB,Texas A&M,220,2017*,13,0,0,0,0,0,0,,
Cullen Gillaspia,24,RB,Texas A&M,220,2018*,13,5,33,1,5,52,0,,
Kerrith Whyte Jr,22,RB,Florida Atlantic,222,2016,6,43,145,1,1,9,0,122.0,0.0
Kerrith Whyte Jr,22,RB,Florida Atlantic,222,2017*,6,55,347,2,1,9,0,122.0,0.0
Kerrith Whyte Jr,22,RB,Florida Atlantic,222,2018,6,134,866,8,1,9,0,122.0,0.0
Chandler Cox,23,RB,Auburn,233,2015*,13,0,0,0,3,25,0,,
Chandler Cox,23,RB,Auburn,233,2016*,12,7,15,1,4,41,0,,
Chandler Cox,23,RB,Auburn,233,2017*,14,1,0,0,8,78,0,,
Chandler Cox,23,RB,Auburn,233,2018*,13,3,3,2,11,93,1,,
Myles Gaskin,22,RB,Washington,234,2015*,7,227,1302,14,7,51,0,133.0,1.0
Myles Gaskin,22,RB,Washington,234,2016*,7,237,1373,10,7,51,0,133.0,1.0
Myles Gaskin,22,RB,Washington,234,2017*,7,222,1380,21,7,51,0,133.0,1.0
Myles Gaskin,22,RB,Washington,234,2018*,7,259,1268,12,7,51,0,133.0,1.0
Clyde Edwards-Helaire,21,RB,LSU,32,2017*,13,9,31,0,36,297,1,803.0,4.0
Clyde Edwards-Helaire,21,RB,LSU,32,2018*,13,146,658,7,36,297,1,803.0,4.0
Clyde Edwards-Helaire,21,RB,LSU,32,2019*,13,215,1414,16,36,297,1,803.0,4.0
D'Andre Swift,21,RB,Georgia,35,2017*,13,81,618,3,46,357,2,521.0,8.0
D'Andre Swift,21,RB,Georgia,35,2018*,13,163,1049,10,46,357,2,521.0,8.0
D'Andre Swift,21,RB,Georgia,35,2019*,13,196,1218,7,46,357,2,521.0,8.0
Jonathan Taylor,21,RB,Wisconsin,41,2017*,15,299,1977,13,36,299,1,1169.0,11.0
Jonathan Taylor,21,RB,Wisconsin,41,2018*,15,307,2194,16,36,299,1,1169.0,11.0
Jonathan Taylor,21,RB,Wisconsin,41,2019*,15,320,2003,21,36,299,1,1169.0,11.0
Cam Akers,21,RB,Florida St.,52,2017*,13,194,1024,7,11,123,1,625.0,2.0
Cam Akers,21,RB,Florida St.,52,2018,13,161,706,6,11,123,1,625.0,2.0
Cam Akers,21,RB,Florida St.,52,2019*,13,231,1144,14,11,123,1,625.0,2.0
J.K. Dobbins,21,RB,Ohio St.,55,2017*,15,194,1403,7,18,120,0,805.0,9.0
J.K. Dobbins,21,RB,Ohio St.,55,2018*,15,230,1053,10,18,120,0,805.0,9.0
J.K. Dobbins,21,RB,Ohio St.,55,2019*,15,301,2003,21,18,120,0,805.0,9.0
AJ Dillon,22,RB,Boston Col.,62,2017*,11,300,1589,14,2,21,0,242.0,2.0
AJ Dillon,22,RB,Boston Col.,62,2018,11,227,1108,10,2,21,0,242.0,2.0
AJ Dillon,22,RB,Boston Col.,62,2019*,11,318,1685,14,2,21,0,242.0,2.0
Antonio Gibson,22,RB,Memphis,66,2018*,14,0,0,0,36,247,0,795.0,11.0
Antonio Gibson,22,RB,Memphis,66,2019*,14,33,369,4,36,247,0,795.0,11.0
Ke'Shawn Vaughn,23,RB,Illinois,76,2015,10,157,723,6,5,34,1,109.0,0.0
Ke'Shawn Vaughn,23,RB,Illinois,76,2016,10,60,301,3,5,34,1,109.0,0.0
Ke'Shawn Vaughn,23,RB,Illinois,76,2018*,10,157,1244,12,5,34,1,109.0,0.0
Ke'Shawn Vaughn,23,RB,Illinois,76,2019,10,198,1028,9,5,34,1,109.0,0.0
Zack Moss,22,RB,Utah,86,2016*,13,84,382,2,14,95,1,481.0,4.0
Zack Moss,22,RB,Utah,86,2017*,13,214,1173,10,14,95,1,481.0,4.0
Zack Moss,22,RB,Utah,86,2018*,13,179,1096,11,14,95,1,481.0,4.0
Zack Moss,22,RB,Utah,86,2019*,13,235,1416,15,14,95,1,481.0,4.0
Darrynton Evans,22,RB,Appalachian St.,93,2016*,5,48,217,0,2,27,1,54.0,0.0
Darrynton Evans,22,RB,Appalachian St.,93,2018*,5,179,1187,7,2,27,1,54.0,0.0
Darrynton Evans,22,RB,Appalachian St.,93,2019*,5,255,1480,18,2,27,1,54.0,0.0
Joshua Kelley,22,RB,UCLA,112,2018,14,225,1243,12,23,148,0,354.0,2.0
Joshua Kelley,22,RB,UCLA,112,2019,14,229,1060,12,23,148,0,354.0,2.0
La'Mical Perine,22,RB,Florida,120,2016*,10,91,421,1,11,63,0,232.0,2.0
La'Mical Perine,22,RB,Florida,120,2017,10,136,562,8,11,63,0,232.0,2.0
La'Mical Perine,22,RB,Florida,120,2018*,10,134,826,7,11,63,0,232.0,2.0
La'Mical Perine,22,RB,Florida,120,2019*,10,132,676,6,11,63,0,232.0,2.0
Anthony McFarland Jr.,22,RB,Maryland,124,2018,11,131,1034,4,6,54,0,113.0,0.0
Anthony McFarland Jr.,22,RB,Maryland,124,2019,11,114,614,8,6,54,0,113.0,0.0
DeeJay Dallas,21,RB,Miami (FL),144,2017*,12,41,217,3,17,111,1,108.0,2.0
DeeJay Dallas,21,RB,Miami (FL),144,2018*,12,109,617,6,17,111,1,108.0,2.0
DeeJay Dallas,21,RB,Miami (FL),144,2019*,12,115,693,8,17,111,1,108.0,2.0
Jason Huntley,22,RB,New Mexico St.,172,2016,5,40,167,1,1,0,0,19.0,0.0
Jason Huntley,22,RB,New Mexico St.,172,2017*,5,70,420,1,1,0,0,19.0,0.0
Jason Huntley,22,RB,New Mexico St.,172,2018,5,109,505,7,1,0,0,19.0,0.0
Jason Huntley,22,RB,New Mexico St.,172,2019,5,154,1090,9,1,0,0,19.0,0.0
Eno Benjamin,21,RB,Arizona St.,222,2017*,9,23,142,1,6,42,0,118.0,1.0
Eno Benjamin,21,RB,Arizona St.,222,2018*,9,300,1642,16,6,42,0,118.0,1.0
Eno Benjamin,21,RB,Arizona St.,222,2019*,9,253,1083,10,6,42,0,118.0,1.0
Raymond Calais,22,RB,Louisiana,245,2016*,9,23,117,1,0,0,0,,
Raymond Calais,22,RB,Louisiana,245,2017,12,15,88,1,1,9,0,,
Raymond Calais,22,RB,Louisiana,245,2018*,14,81,754,7,6,69,0,,
Raymond Calais,22,RB,Louisiana,245,2019*,14,117,886,6,10,67,1,,
Malcolm Perry,23,RB,Navy,246,2016*,3,9,73,1,0,0,0,,
Malcolm Perry,23,RB,Navy,246,2017*,12,138,1182,11,13,303,2,,
Malcolm Perry,23,RB,Navy,246,2018,13,172,1087,7,9,167,1,,
Malcolm Perry,23,RB,Navy,246,2019*,13,295,2017,21,0,0,0,,
Najee Harris,23,RB,Alabama,24,2017*,17,61,370,3,74,467,3,1200.0,7.0
Najee Harris,23,RB,Alabama,24,2018*,17,117,783,4,74,467,3,1200.0,7.0
Najee Harris,23,RB,Alabama,24,2019*,17,209,1224,13,74,467,3,1200.0,7.0
Najee Harris,23,RB,Alabama,24,2020*,17,251,1466,26,74,467,3,1200.0,7.0
Travis Etienne,22,RB,Clemson,25,2017*,17,107,766,13,35,316,0,1125.0,5.0
Travis Etienne,22,RB,Clemson,25,2018*,17,204,1658,24,35,316,0,1125.0,5.0
Travis Etienne,22,RB,Clemson,25,2019*,17,207,1614,19,35,316,0,1125.0,5.0
Travis Etienne,22,RB,Clemson,25,2020*,17,168,914,14,35,316,0,1125.0,5.0
Javonte Williams,21,RB,North Carolina,35,2018,17,43,224,5,43,316,3,903.0,4.0
Javonte Williams,21,RB,North Carolina,35,2019*,17,166,933,5,43,316,3,903.0,4.0
Javonte Williams,21,RB,North Carolina,35,2020*,17,157,1140,19,43,316,3,903.0,4.0
Trey Sermon,22,RB,Ohio St.,88,2017*,9,121,744,5,3,26,0,167.0,1.0
Trey Sermon,22,RB,Ohio St.,88,2018*,9,164,947,13,3,26,0,167.0,1.0
Trey Sermon,22,RB,Ohio St.,88,2019*,9,54,385,4,3,26,0,167.0,1.0
Trey Sermon,22,RB,Ohio St.,88,2020*,9,116,870,4,3,26,0,167.0,1.0
Michael Carter,22,RB,North Carolina,107,2017,14,97,558,8,36,325,0,639.0,4.0
Michael Carter,22,RB,North Carolina,107,2018,14,84,597,2,36,325,0,639.0,4.0
Michael Carter,22,RB,North Carolina,107,2019*,14,177,1003,3,36,325,0,639.0,4.0
Michael Carter,22,RB,North Carolina,107,2020*,14,156,1245,9,36,325,0,639.0,4.0
Kene Nwangwu,23,RB,Iowa St.,119,2016,11,27,133,0,4,9,0,61.0,0.0
Kene Nwangwu,23,RB,Iowa St.,119,2018*,11,39,157,0,4,9,0,61.0,0.0
Kene Nwangwu,23,RB,Iowa St.,119,2019*,11,16,115,0,4,9,0,61.0,0.0
Kene Nwangwu,23,RB,Iowa St.,119,2020*,11,61,339,4,4,9,0,61.0,0.0
Rhamondre Stevenson,23,RB,Oklahoma,120,2019*,12,64,515,6,14,123,0,606.0,5.0
Rhamondre Stevenson,23,RB,Oklahoma,120,2020*,12,101,665,7,14,123,0,606.0,5.0
Chuba Hubbard,22,RB,Oklahoma St.,126,2018*,17,124,740,7,25,174,1,612.0,5.0
Chuba Hubbard,22,RB,Oklahoma St.,126,2019*,17,328,2094,21,25,174,1,612.0,5.0
Chuba Hubbard,22,RB,Oklahoma St.,126,2020*,17,133,625,5,25,174,1,612.0,5.0
Kenneth Gainwell,22,RB,Memphis,150,2018*,16,4,91,1,33,253,1,291.0,5.0
Kenneth Gainwell,22,RB,Memphis,150,2019*,16,231,1459,13,33,253,1,291.0,5.0
Elijah Mitchell,23,RB,Louisiana,194,2017,11,42,257,4,19,137,1,963.0,5.0
Elijah Mitchell,23,RB,Louisiana,194,2018*,11,145,977,13,19,137,1,963.0,5.0
Elijah Mitchell,23,RB,Louisiana,194,2019*,11,198,1147,16,19,137,1,963.0,5.0
Elijah Mitchell,23,RB,Louisiana,194,2020*,11,141,878,8,19,137,1,963.0,5.0
Gary Brightwell,22,RB,Arizona,196,2017*,13,0,0,0,1,6,0,4.0,0.0
Gary Brightwell,22,RB,Arizona,196,2018,13,91,525,3,1,6,0,4.0,0.0
Gary Brightwell,22,RB,Arizona,196,2019,13,66,390,5,1,6,0,4.0,0.0
Gary Brightwell,22,RB,Arizona,196,2020,13,88,390,1,1,6,0,4.0,0.0
Larry Rountree,22,RB,Missouri,198,2017*,12,126,703,6,1,-1,0,87.0,1.0
Larry Rountree,22,RB,Missouri,198,2018*,12,225,1216,11,1,-1,0,87.0,1.0
Larry Rountree,22,RB,Missouri,198,2019,12,186,829,9,1,-1,0,87.0,1.0
Larry Rountree,22,RB,Missouri,198,2020,12,209,972,14,1,-1,0,87.0,1.0
Chris Evans,23,RB,Michigan,202,2016*,14,88,614,4,15,151,2,77.0,0.0
Chris Evans,23,RB,Michigan,202,2017*,14,135,685,6,15,151,2,77.0,0.0
Chris Evans,23,RB,Michigan,202,2018*,14,81,423,4,15,151,2,77.0,0.0
Chris Evans,23,RB,Michigan,202,2020,14,16,73,1,15,151,2,77.0,0.0
Demetric Felton,23,RB,UCLA,211,2017*,11,10,75,1,2,-2,0,,
Demetric Felton,23,RB,UCLA,211,2018,12,5,27,0,20,207,1,,
Demetric Felton,23,RB,UCLA,211,2019,12,86,331,1,55,594,4,,
Demetric Felton,23,RB,UCLA,211,2020,6,132,668,5,22,159,3,,
Khalil Herbert,23,RB,Virginia Tech,217,2016,17,44,189,3,14,96,0,433.0,2.0
Khalil Herbert,23,RB,Virginia Tech,217,2017,17,120,663,4,14,96,0,433.0,2.0
Khalil Herbert,23,RB,Virginia Tech,217,2018,17,113,499,5,14,96,0,433.0,2.0
Khalil Herbert,23,RB,Virginia Tech,217,2019,17,43,384,2,14,96,0,433.0,2.0
Khalil Herbert,23,RB,Virginia Tech,217,2020,17,154,1182,8,14,96,0,433.0,2.0
Jake Funk,23,RB,Maryland,233,2016*,10,29,136,1,0,0,0,5.0,0.0
Jake Funk,23,RB,Maryland,233,2017,10,27,145,4,0,0,0,5.0,0.0
Jake Funk,23,RB,Maryland,233,2018,10,2,-2,0,0,0,0,5.0,0.0
Jake Funk,23,RB,Maryland,233,2019,10,17,173,2,0,0,0,5.0,0.0
Jake Funk,23,RB,Maryland,233,2020,10,60,516,3,0,0,0,5.0,0.0
Gerrid Doaks,23,RB,Cincinnati,244,2017,9,87,513,2,14,135,1,,
Gerrid Doaks,23,RB,Cincinnati,244,2018*,1,0,0,0,0,0,0,,
Gerrid Doaks,23,RB,Cincinnati,244,2019*,12,100,526,5,8,70,1,,
Gerrid Doaks,23,RB,Cincinnati,244,2020*,9,144,673,7,14,202,2,,
Kylin Hill,23,RB,Mississippi St.,256,2017*,8,78,393,2,1,5,0,24.0,0.0
Kylin Hill,23,RB,Mississippi St.,256,2018*,8,117,734,4,1,5,0,24.0,0.0
Kylin Hill,23,RB,Mississippi St.,256,2019*,8,242,1350,10,1,5,0,24.0,0.0
Kylin Hill,23,RB,Mississippi St.,256,2020*,8,15,58,0,1,5,0,24.0,0.0
Jermar Jefferson,21,RB,Oregon St.,257,2018,7,239,1380,12,4,23,0,74.0,2.0
Jermar Jefferson,21,RB,Oregon St.,257,2019,7,142,685,8,4,23,0,74.0,2.0
Jermar Jefferson,21,RB,Oregon St.,257,2020,7,133,858,7,4,23,0,74.0,2.0
Breece Hall,21,RB,Iowa St.,36,2019*,7,186,897,9,19,218,1,463.0,4.0
Breece Hall,21,RB,Iowa St.,36,2020*,7,279,1572,21,19,218,1,463.0,4.0
Breece Hall,21,RB,Iowa St.,36,2021*,7,253,1464,20,19,218,1,463.0,4.0
Kenneth Walker III,21,RB,Michigan St.,41,2019*,15,98,579,4,27,165,0,1050.0,9.0
Kenneth Walker III,21,RB,Michigan St.,41,2020*,15,119,579,13,27,165,0,1050.0,9.0
Kenneth Walker III,21,RB,Michigan St.,41,2021*,15,263,1636,18,27,165,0,1050.0,9.0
James Cook,22,RB,Georgia,63,2018*,16,41,284,2,21,180,1,507.0,2.0
James Cook,22,RB,Georgia,63,2019*,16,31,188,2,21,180,1,507.0,2.0
James Cook,22,RB,Georgia,63,2020*,16,45,303,3,21,180,1,507.0,2.0
James Cook,22,RB,Georgia,63,2021*,16,113,728,7,21,180,1,507.0,2.0
Rachaad White,23,RB,Arizona St.,91,2020,17,42,420,5,50,290,2,481.0,1.0
Rachaad White,23,RB,Arizona St.,91,2021*,17,182,1006,15,50,290,2,481.0,1.0
Tyrion Davis-Price,21,RB,LSU,93,2019*,6,64,295,6,0,0,0,99.0,0.0
Tyrion Davis-Price,21,RB,LSU,93,2020,6,104,446,3,0,0,0,99.0,0.0
Tyrion Davis-Price,21,RB,LSU,93,2021*,6,211,1003,6,0,0,0,99.0,0.0
Brian Robinson Jr.,23,RB,Alabama,98,2017*,12,24,165,2,9,60,1,797.0,2.0
Brian Robinson Jr.,23,RB,Alabama,98,2018*,12,63,272,2,9,60,1,797.0,2.0
Brian Robinson Jr.,23,RB,Alabama,98,2019*,12,96,441,5,9,60,1,797.0,2.0
Brian Robinson Jr.,23,RB,Alabama,98,2020*,12,91,483,6,9,60,1,797.0,2.0
Brian Robinson Jr.,23,RB,Alabama,98,2021*,12,271,1343,14,9,60,1,797.0,2.0
Dameon Pierce,22,RB,Florida,107,2018*,13,69,424,2,30,165,1,939.0,4.0
Dameon Pierce,22,RB,Florida,107,2019*,13,54,305,4,30,165,1,939.0,4.0
Dameon Pierce,22,RB,Florida,107,2020*,13,106,503,4,30,165,1,939.0,4.0
Dameon Pierce,22,RB,Florida,107,2021*,13,100,574,13,30,165,1,939.0,4.0
Zamir White,22,RB,Georgia,122,2019*,14,78,408,3,0,0,0,70.0,0.0
Zamir White,22,RB,Georgia,122,2020*,14,144,779,11,0,0,0,70.0,0.0
Zamir White,22,RB,Georgia,122,2021*,14,160,856,11,0,0,0,70.0,0.0
Isaiah Spiller,21,RB,Texas A&M,123,2019*,6,174,946,10,3,13,0,41.0,0.0
Isaiah Spiller,21,RB,Texas A&M,123,2020*,6,188,1036,9,3,13,0,41.0,0.0
Isaiah Spiller,21,RB,Texas A&M,123,2021,6,179,1011,6,3,13,0,41.0,0.0
Hassan Haskins,22,RB,Michigan,131,2018*,15,0,0,0,11,57,0,93.0,0.0
Hassan Haskins,22,RB,Michigan,131,2019*,15,121,622,4,11,57,0,93.0,0.0
Hassan Haskins,22,RB,Michigan,131,2020,15,61,375,6,11,57,0,93.0,0.0
Hassan Haskins,22,RB,Michigan,131,2021*,15,270,1327,20,11,57,0,93.0,0.0
Tyler Allgeier,22,RB,BYU,151,2018*,16,9,49,0,16,139,1,1035.0,3.0
Tyler Allgeier,22,RB,BYU,151,2019*,16,17,119,0,16,139,1,1035.0,3.0
Tyler Allgeier,22,RB,BYU,151,2020*,16,150,1130,13,16,139,1,1035.0,3.0
Tyler Allgeier,22,RB,BYU,151,2021*,16,276,1606,23,16,139,1,1035.0,3.0
Snoop Conner,22,RB,Mississippi,154,2019,8,81,512,5,0,0,0,42.0,1.0
Snoop Conner,22,RB,Mississippi,154,2020*,8,93,421,8,0,0,0,42.0,1.0
Snoop Conner,22,RB,Mississippi,154,2021*,8,130,647,13,0,0,0,42.0,1.0
Jerome Ford,22,RB,Cincinnati,156,2018*,13,7,37,0,0,0,0,12.0,0.0
Jerome Ford,22,RB,Cincinnati,156,2019*,13,24,114,3,0,0,0,12.0,0.0
Jerome Ford,22,RB,Cincinnati,156,2020*,13,73,483,8,0,0,0,12.0,0.0
Jerome Ford,22,RB,Cincinnati,156,2021*,13,214,1319,19,0,0,0,12.0,0.0
Kyren Williams,22,RB,Notre Dame,164,2019*,10,4,26,0,9,76,0,139.0,0.0
Kyren Williams,22,RB,Notre Dame,164,2020*,10,211,1125,13,9,76,0,139.0,0.0
Kyren Williams,22,RB,Notre Dame,164,2021*,10,204,1002,14,9,76,0,139.0,0.0
Ty Chandler,24,RB,North Carolina,169,2017,3,71,305,2,0,0,0,20.0,0.0
Ty Chandler,24,RB,North Carolina,169,2018,3,115,630,4,0,0,0,20.0,0.0
Ty Chandler,24,RB,North Carolina,169,2019*,3,135,655,3,0,0,0,20.0,0.0
Ty Chandler,24,RB,North Carolina,169,2020,3,100,456,4,0,0,0,20.0,0.0
Ty Chandler,24,RB,North Carolina,169,2021*,3,182,1092,13,0,0,0,20.0,0.0
Kevin Harris,21,RB,South Carolina,183,2019,5,21,179,4,0,0,0,52.0,1.0
Kevin Harris,21,RB,South Carolina,183,2020,5,185,1138,15,0,0,0,52.0,1.0
Kevin Harris,21,RB,South Carolina,183,2021*,5,152,659,4,0,0,0,52.0,1.0
Tyler Badie,22,RB,Missouri,196,2018*,1,89,437,2,1,24,1,0.0,0.0
Tyler Badie,22,RB,Missouri,196,2019,1,108,457,3,1,24,1,0.0,0.0
Tyler Badie,22,RB,Missouri,196,2020,1,48,242,4,1,24,1,0.0,0.0
Tyler Badie,22,RB,Missouri,196,2021*,1,268,1604,14,1,24,1,0.0,0.0
Keaontay Ingram,22,RB,USC,201,2018*,12,142,708,3,4,21,0,60.0,1.0
Keaontay Ingram,22,RB,USC,201,2019*,12,144,853,7,4,21,0,60.0,1.0
Keaontay Ingram,22,RB,USC,201,2020*,12,53,250,1,4,21,0,60.0,1.0
Keaontay Ingram,22,RB,USC,201,2021,12,156,911,5,4,21,0,60.0,1.0
Trestan Ebner,23,RB,Baylor,203,2017,17,23,121,2,2,8,0,54.0,0.0
Trestan Ebner,23,RB,Baylor,203,2018*,17,69,413,1,2,8,0,54.0,0.0
Trestan Ebner,23,RB,Baylor,203,2019*,17,53,250,3,2,8,0,54.0,0.0
Trestan Ebner,23,RB,Baylor,203,2020,17,50,107,1,2,8,0,54.0,0.0
Trestan Ebner,23,RB,Baylor,203,2021*,17,148,799,2,2,8,0,54.0,0.0
Brittain Brown,24,RB,UCLA,250,2017*,13,130,701,7,14,161,0,,
Brittain Brown,24,RB,UCLA,250,2018*,9,80,369,3,1,44,1,,
Brittain Brown,24,RB,UCLA,250,2019,3,12,56,0,2,13,0,,
Brittain Brown,24,RB,UCLA,250,2020,7,82,543,4,6,84,1,,
Brittain Brown,24,RB,UCLA,250,2021,10,102,615,7,18,129,0,,
Isiah Pacheco,23,RB,Rutgers,251,2018,17,111,551,3,13,130,0,830.0,5.0
Isiah Pacheco,23,RB,Rutgers,251,2019,17,169,729,7,13,130,0,830.0,5.0
Isiah Pacheco,23,RB,Rutgers,251,2020,17,116,515,3,13,130,0,830.0,5.0
Isiah Pacheco,23,RB,Rutgers,251,2021*,17,167,647,5,13,130,0,830.0,5.0
Zander Horvath,23,RB,Purdue,260,2018*,13,9,42,1,4,38,0,,
Zander Horvath,23,RB,Purdue,260,2019,11,79,377,2,17,142,1,,
Zander Horvath,23,RB,Purdue,260,2020,6,89,442,2,30,304,0,,
Zander Horvath,23,RB,Purdue,260,2021*,8,91,320,3,17,108,0,,
Bijan Robinson,21,RB,Texas,8,2020*,17,86,703,4,58,487,4,976.0,4.0
Bijan Robinson,21,RB,Texas,8,2021,17,195,1127,11,58,487,4,976.0,4.0
Bijan Robinson,21,RB,Texas,8,2022*,17,258,1580,18,58,487,4,976.0,4.0
Jahmyr Gibbs,21,RB,Alabama,12,2020,15,89,460,4,52,316,1,945.0,10.0
Jahmyr Gibbs,21,RB,Alabama,12,2021,15,143,746,4,52,316,1,945.0,10.0
Jahmyr Gibbs,21,RB,Alabama,12,2022*,15,151,926,7,52,316,1,945.0,10.0
Zach Charbonnet,22,RB,UCLA,52,2019*,16,149,726,11,33,209,0,462.0,1.0
Zach Charbonnet,22,RB,UCLA,52,2020,16,19,124,1,33,209,0,462.0,1.0
Zach Charbonnet,22,RB,UCLA,52,2021,16,203,1137,13,33,209,0,462.0,1.0
Zach Charbonnet,22,RB,UCLA,52,2022*,16,195,1359,14,33,209,0,462.0,1.0
Kendre Miller,21,RB,TCU,71,2020,8,54,388,2,10,117,0,156.0,1.0
Kendre Miller,21,RB,TCU,71,2021,8,83,623,7,10,117,0,156.0,1.0
Kendre Miller,21,RB,TCU,71,2022*,8,224,1399,17,10,117,0,156.0,1.0
Tyjae Spears,22,RB,Tulane,81,2019*,17,32,192,1,52,385,1,453.0,2.0
Tyjae Spears,22,RB,Tulane,81,2020*,17,37,274,2,52,385,1,453.0,2.0
Tyjae Spears,22,RB,Tulane,81,2021,17,129,863,9,52,385,1,453.0,2.0
Tyjae Spears,22,RB,Tulane,81,2022*,17,229,1581,19,52,385,1,453.0,2.0
De'Von Achane,21,RB,Texas A&M,84,2020*,11,43,364,4,27,197,3,800.0,8.0
De'Von Achane,21,RB,Texas A&M,84,2021,11,130,910,9,27,197,3,800.0,8.0
De'Von Achane,21,RB,Texas A&M,84,2022,11,196,1102,8,27,197,3,800.0,8.0
Tank Bigsby,22,RB,Auburn,88,2020*,17,138,834,5,1,6,0,132.0,2.0
Tank Bigsby,22,RB,Auburn,88,2021*,17,224,1102,10,1,6,0,132.0,2.0
Tank Bigsby,22,RB,Auburn,88,2022,17,179,970,10,1,6,0,132.0,2.0
