name,age,position,school,draft_pick,season,games,recs,recYDS,recTDS,rushAttempts,rushYards,rushTDS,collegeURL
Jordan Payton,23,WR,UCLA,154.0,2013*,12.0,38.0,440.0,1.0,0.0,0.0,0.0,/cfb/schools/ucla/2013.html
Jordan Payton,23,WR,UCLA,154.0,2014*,13.0,67.0,954.0,7.0,0.0,0.0,0.0,/cfb/schools/ucla/2014.html
Jordan Payton,23,WR,UCLA,154.0,2015*,13.0,78.0,1106.0,5.0,0.0,0.0,0.0,/cfb/schools/ucla/2015.html
Jordan Payton,23,WR,,,,4.0,1.0,3.0,0.0,,,,
Trevor Davis,23,WR,California,163.0,2011,7.0,28.0,366.0,3.0,0.0,0.0,0.0,/cfb/schools/hawaii/2011.html
Trevor Davis,23,WR,California,163.0,2012,8.0,17.0,235.0,2.0,1.0,-1.0,0.0,/cfb/schools/hawaii/2012.html
Trevor Davis,23,WR,California,163.0,2014,10.0,24.0,399.0,5.0,0.0,0.0,0.0,/cfb/schools/california/2014.html
Trevor Davis,23,WR,California,163.0,2015*,13.0,40.0,672.0,2.0,3.0,4.0,0.0,/cfb/schools/california/2015.html
Trevor Davis,23,WR,,,,11.0,3.0,24.0,1.0,,,,
Tyreek Hill,22,WR,West Alabama,165.0,2011,7.0,28.0,366.0,3.0,0.0,0.0,0.0,/cfb/schools/hawaii/2011.html
Tyreek Hill,22,WR,West Alabama,165.0,2012,8.0,17.0,235.0,2.0,1.0,-1.0,0.0,/cfb/schools/hawaii/2012.html
Tyreek Hill,22,WR,West Alabama,165.0,2014,10.0,24.0,399.0,5.0,0.0,0.0,0.0,/cfb/schools/california/2014.html
Tyreek Hill,22,WR,West Alabama,165.0,2015*,13.0,40.0,672.0,2.0,3.0,4.0,0.0,/cfb/schools/california/2015.html
Tyreek Hill,22,WR,,,,16.0,61.0,593.0,6.0,,,,
Rashard Higgins,21,WR,Colorado St.,172.0,2013*,14.0,68.0,837.0,6.0,0.0,0.0,0.0,/cfb/schools/colorado-state/2013.html
Rashard Higgins,21,WR,Colorado St.,172.0,2014*,12.0,96.0,1750.0,17.0,0.0,0.0,0.0,/cfb/schools/colorado-state/2014.html
Rashard Higgins,21,WR,Colorado St.,172.0,2015*,12.0,75.0,1062.0,8.0,1.0,20.0,0.0,/cfb/schools/colorado-state/2015.html
Rashard Higgins,21,WR,,,,16.0,6.0,77.0,0.0,,,,
Moritz Boehringer,22,WR,,180.0,2013*,14.0,68.0,837.0,6.0,0.0,0.0,0.0,/cfb/schools/colorado-state/2013.html
Moritz Boehringer,22,WR,,180.0,2014*,12.0,96.0,1750.0,17.0,0.0,0.0,0.0,/cfb/schools/colorado-state/2014.html
Moritz Boehringer,22,WR,,180.0,2015*,12.0,75.0,1062.0,8.0,1.0,20.0,0.0,/cfb/schools/colorado-state/2015.html
Moritz Boehringer,22,WR,,,,,,,,,,,
Jakeem Grant,23,WR,Texas Tech,186.0,2012*,13.0,32.0,284.0,3.0,8.0,19.0,0.0,/cfb/schools/texas-tech/2012.html
Jakeem Grant,23,WR,Texas Tech,186.0,2013*,11.0,65.0,796.0,7.0,12.0,77.0,0.0,/cfb/schools/texas-tech/2013.html
Jakeem Grant,23,WR,Texas Tech,186.0,2014,12.0,67.0,938.0,7.0,5.0,35.0,0.0,/cfb/schools/texas-tech/2014.html
Jakeem Grant,23,WR,Texas Tech,186.0,2015*,13.0,90.0,1268.0,10.0,8.0,68.0,2.0,/cfb/schools/texas-tech/2015.html
Jakeem Grant,23,WR,,,,16.0,0.0,0.0,0.0,,,,
Kolby Listenbee,22,WR,TCU,192.0,2012*,9.0,1.0,59.0,0.0,0.0,0.0,0.0,/cfb/schools/texas-christian/2012.html
Kolby Listenbee,22,WR,TCU,192.0,2013,2.0,2.0,23.0,0.0,0.0,0.0,0.0,/cfb/schools/texas-christian/2013.html
Kolby Listenbee,22,WR,TCU,192.0,2014*,13.0,41.0,753.0,4.0,2.0,19.0,0.0,/cfb/schools/texas-christian/2014.html
Kolby Listenbee,22,WR,TCU,192.0,2015*,11.0,30.0,597.0,5.0,1.0,11.0,0.0,/cfb/schools/texas-christian/2015.html
Kolby Listenbee,22,WR,,,,,,,,,,,
Cody Core,22,WR,Mississippi,199.0,2012*,13.0,1.0,4.0,0.0,0.0,0.0,0.0,/cfb/schools/mississippi/2012.html
Cody Core,22,WR,Mississippi,199.0,2013*,6.0,4.0,91.0,0.0,0.0,0.0,0.0,/cfb/schools/mississippi/2013.html
Cody Core,22,WR,Mississippi,199.0,2014*,13.0,41.0,558.0,6.0,4.0,86.0,0.0,/cfb/schools/mississippi/2014.html
Cody Core,22,WR,Mississippi,199.0,2015*,13.0,37.0,644.0,4.0,1.0,1.0,0.0,/cfb/schools/mississippi/2015.html
Cody Core,22,WR,,,,8.0,17.0,200.0,0.0,,,,
Mike Thomas,22,WR,Southern Miss,206.0,2014,12.0,41.0,592.0,5.0,0.0,0.0,0.0,/cfb/schools/southern-mississippi/2014.html
Mike Thomas,22,WR,Southern Miss,206.0,2015*,13.0,71.0,1391.0,14.0,0.0,0.0,0.0,/cfb/schools/southern-mississippi/2015.html
Mike Thomas,22,WR,,,,15.0,3.0,37.0,0.0,,,,
Aaron Burbridge,22,WR,Michigan St.,213.0,2012*,10.0,29.0,364.0,2.0,1.0,4.0,0.0,/cfb/schools/michigan-state/2012.html
Aaron Burbridge,22,WR,Michigan St.,213.0,2013*,9.0,22.0,194.0,0.0,4.0,62.0,0.0,/cfb/schools/michigan-state/2013.html
Aaron Burbridge,22,WR,Michigan St.,213.0,2014*,13.0,29.0,358.0,1.0,8.0,39.0,0.0,/cfb/schools/michigan-state/2014.html
Aaron Burbridge,22,WR,Michigan St.,213.0,2015*,14.0,85.0,1258.0,7.0,9.0,44.0,0.0,/cfb/schools/michigan-state/2015.html
Aaron Burbridge,22,WR,,,,16.0,7.0,88.0,0.0,,,,
Devin Lucien,23,WR,Arizona St.,225.0,2012*,7.0,10.0,188.0,0.0,0.0,0.0,0.0,/cfb/schools/ucla/2012.html
Devin Lucien,23,WR,Arizona St.,225.0,2013*,11.0,19.0,339.0,2.0,1.0,3.0,0.0,/cfb/schools/ucla/2013.html
Devin Lucien,23,WR,Arizona St.,225.0,2014*,13.0,29.0,225.0,2.0,1.0,34.0,0.0,/cfb/schools/ucla/2014.html
Devin Lucien,23,WR,Arizona St.,225.0,2015*,13.0,66.0,1075.0,8.0,0.0,0.0,0.0,/cfb/schools/arizona-state/2015.html
Devin Lucien,23,WR,,,,,,,,,,,
Demarcus Ayers,22,WR,Houston,229.0,2013*,13.0,11.0,130.0,1.0,0.0,0.0,0.0,/cfb/schools/houston/2013.html
Demarcus Ayers,22,WR,Houston,229.0,2014*,13.0,33.0,335.0,2.0,2.0,4.0,0.0,/cfb/schools/houston/2014.html
Demarcus Ayers,22,WR,Houston,229.0,2015*,14.0,98.0,1222.0,6.0,25.0,147.0,1.0,/cfb/schools/houston/2015.html
Demarcus Ayers,22,WR,,,,2.0,6.0,53.0,1.0,,,,
Daniel Braverman,22,WR,Western Michigan,230.0,2012,11.0,18.0,135.0,0.0,4.0,5.0,1.0,/cfb/schools/western-michigan/2012.html
Daniel Braverman,22,WR,Western Michigan,230.0,2014*,13.0,86.0,997.0,6.0,6.0,58.0,1.0,/cfb/schools/western-michigan/2014.html
Daniel Braverman,22,WR,Western Michigan,230.0,2015*,13.0,109.0,1377.0,13.0,2.0,13.0,0.0,/cfb/schools/western-michigan/2015.html
Daniel Braverman,22,WR,,,,3.0,0.0,0.0,0.0,,,,
Devin Fuller,22,WR,UCLA,238.0,2012*,9.0,20.0,145.0,2.0,1.0,0.0,0.0,/cfb/schools/ucla/2012.html
Devin Fuller,22,WR,UCLA,238.0,2013*,12.0,43.0,471.0,4.0,4.0,8.0,1.0,/cfb/schools/ucla/2013.html
Devin Fuller,22,WR,UCLA,238.0,2014*,13.0,59.0,447.0,1.0,1.0,-2.0,0.0,/cfb/schools/ucla/2014.html
Devin Fuller,22,WR,UCLA,238.0,2015*,11.0,24.0,259.0,3.0,0.0,0.0,0.0,/cfb/schools/ucla/2015.html
Devin Fuller,22,WR,,,,,,,,,,,
Charone Peake,23,WR,Clemson,241.0,2011*,14.0,4.0,71.0,0.0,1.0,-13.0,0.0,/cfb/schools/clemson/2011.html
Charone Peake,23,WR,Clemson,241.0,2012*,13.0,25.0,172.0,2.0,1.0,4.0,0.0,/cfb/schools/clemson/2012.html
Charone Peake,23,WR,Clemson,241.0,2013*,2.0,8.0,84.0,1.0,0.0,0.0,0.0,/cfb/schools/clemson/2013.html
Charone Peake,23,WR,Clemson,241.0,2014*,7.0,12.0,129.0,2.0,0.0,0.0,0.0,/cfb/schools/clemson/2014.html
Charone Peake,23,WR,Clemson,241.0,2015*,15.0,50.0,716.0,5.0,0.0,0.0,0.0,/cfb/schools/clemson/2015.html
Charone Peake,23,WR,,,,15.0,19.0,186.0,0.0,,,,
Kenny Lawler,22,WR,California,243.0,2013,11.0,37.0,347.0,5.0,0.0,0.0,0.0,/cfb/schools/california/2013.html
Kenny Lawler,22,WR,California,243.0,2014,11.0,54.0,701.0,9.0,0.0,0.0,0.0,/cfb/schools/california/2014.html
Kenny Lawler,22,WR,California,243.0,2015*,13.0,52.0,658.0,13.0,1.0,5.0,0.0,/cfb/schools/california/2015.html
Kenny Lawler,22,WR,,,,,,,,,,,
Corey Davis,22,WR,Western Michigan,5.0,2013,11.0,67.0,941.0,6.0,1.0,2.0,0.0,/cfb/schools/western-michigan/2013.html
Corey Davis,22,WR,Western Michigan,5.0,2014*,12.0,78.0,1408.0,15.0,0.0,0.0,0.0,/cfb/schools/western-michigan/2014.html
Corey Davis,22,WR,Western Michigan,5.0,2015*,13.0,90.0,1436.0,12.0,1.0,11.0,0.0,/cfb/schools/western-michigan/2015.html
Corey Davis,22,WR,Western Michigan,5.0,2016*,14.0,97.0,1500.0,19.0,1.0,0.0,0.0,/cfb/schools/western-michigan/2016.html
Corey Davis,22,WR,,,,11.0,34.0,375.0,0.0,,,,
Mike Williams,22,WR,Clemson,7.0,2013*,10.0,20.0,316.0,3.0,0.0,0.0,0.0,/cfb/schools/clemson/2013.html
Mike Williams,22,WR,Clemson,7.0,2014*,13.0,57.0,1030.0,6.0,0.0,0.0,0.0,/cfb/schools/clemson/2014.html
Mike Williams,22,WR,Clemson,7.0,2015*,1.0,2.0,20.0,1.0,0.0,0.0,0.0,/cfb/schools/clemson/2015.html
Mike Williams,22,WR,Clemson,7.0,2016*,15.0,98.0,1361.0,11.0,0.0,0.0,0.0,/cfb/schools/clemson/2016.html
Mike Williams,22,WR,,,,10.0,11.0,95.0,0.0,,,,
John Ross,21,WR,Washington,9.0,2013*,13.0,16.0,208.0,1.0,6.0,39.0,0.0,/cfb/schools/washington/2013.html
John Ross,21,WR,Washington,9.0,2014*,13.0,17.0,371.0,4.0,6.0,54.0,1.0,/cfb/schools/washington/2014.html
John Ross,21,WR,Washington,9.0,2016*,14.0,81.0,1150.0,17.0,8.0,102.0,1.0,/cfb/schools/washington/2016.html
John Ross,21,WR,,,,3.0,0.0,0.0,0.0,,,,
Zay Jones,22,WR,East Carolina,37.0,2013*,12.0,62.0,604.0,5.0,0.0,0.0,0.0,/cfb/schools/east-carolina/2013.html
Zay Jones,22,WR,East Carolina,37.0,2014*,13.0,81.0,830.0,5.0,0.0,0.0,0.0,/cfb/schools/east-carolina/2014.html
Zay Jones,22,WR,East Carolina,37.0,2015,12.0,98.0,1099.0,5.0,1.0,-6.0,0.0,/cfb/schools/east-carolina/2015.html
Zay Jones,22,WR,East Carolina,37.0,2016,12.0,158.0,1746.0,8.0,4.0,24.0,0.0,/cfb/schools/east-carolina/2016.html
Zay Jones,22,WR,,,,15.0,27.0,316.0,2.0,,,,
Curtis Samuel,21,WR,,,,9.0,15.0,115.0,0.0,,,,
JuJu Smith-Schuster,20,WR,USC,62.0,2014*,13.0,54.0,724.0,5.0,2.0,3.0,0.0,/cfb/schools/southern-california/2014.html
JuJu Smith-Schuster,20,WR,USC,62.0,2015*,14.0,89.0,1454.0,10.0,1.0,4.0,0.0,/cfb/schools/southern-california/2015.html
JuJu Smith-Schuster,20,WR,USC,62.0,2016*,13.0,70.0,914.0,10.0,5.0,27.0,0.0,/cfb/schools/southern-california/2016.html
JuJu Smith-Schuster,20,WR,,,,14.0,58.0,917.0,7.0,,,,
Cooper Kupp,24,WR,,,,15.0,62.0,869.0,5.0,,,,
Taywan Taylor,22,WR,Western Kentucky,72.0,2013,10.0,24.0,270.0,0.0,0.0,0.0,0.0,/cfb/schools/western-kentucky/2013.html
Taywan Taylor,22,WR,Western Kentucky,72.0,2014*,13.0,45.0,767.0,7.0,1.0,11.0,0.0,/cfb/schools/western-kentucky/2014.html
Taywan Taylor,22,WR,Western Kentucky,72.0,2015*,14.0,86.0,1467.0,17.0,7.0,-9.0,0.0,/cfb/schools/western-kentucky/2015.html
Taywan Taylor,22,WR,Western Kentucky,72.0,2016*,14.0,98.0,1730.0,17.0,6.0,36.0,0.0,/cfb/schools/western-kentucky/2016.html
Taywan Taylor,22,WR,,,,16.0,16.0,231.0,1.0,,,,
ArDarius Stewart,23,WR,Alabama,79.0,2014*,13.0,12.0,149.0,0.0,0.0,0.0,0.0,/cfb/schools/alabama/2014.html
ArDarius Stewart,23,WR,Alabama,79.0,2015*,15.0,63.0,700.0,4.0,5.0,14.0,0.0,/cfb/schools/alabama/2015.html
ArDarius Stewart,23,WR,Alabama,79.0,2016*,12.0,54.0,864.0,8.0,8.0,68.0,0.0,/cfb/schools/alabama/2016.html
ArDarius Stewart,23,WR,,,,,,,,,,,
Carlos Henderson,22,WR,Louisiana Tech,82.0,2014*,12.0,29.0,569.0,4.0,13.0,72.0,1.0,/cfb/schools/louisiana-tech/2014.html
Carlos Henderson,22,WR,Louisiana Tech,82.0,2015*,11.0,36.0,774.0,5.0,5.0,54.0,0.0,/cfb/schools/louisiana-tech/2015.html
Carlos Henderson,22,WR,Louisiana Tech,82.0,2016*,13.0,82.0,1535.0,19.0,14.0,133.0,2.0,/cfb/schools/louisiana-tech/2016.html
Carlos Henderson,22,WR,,,,,,,,,,,
Chris Godwin,21,WR,Penn St.,84.0,2014*,13.0,26.0,338.0,2.0,2.0,1.0,0.0,/cfb/schools/penn-state/2014.html
Chris Godwin,21,WR,Penn St.,84.0,2015*,13.0,69.0,1101.0,5.0,0.0,0.0,0.0,/cfb/schools/penn-state/2015.html
Chris Godwin,21,WR,Penn St.,84.0,2016*,14.0,59.0,982.0,11.0,1.0,13.0,0.0,/cfb/schools/penn-state/2016.html
Chris Godwin,21,WR,,,,16.0,34.0,525.0,1.0,,,,
Kenny Golladay,23,WR,Northern Illinois,96.0,2015*,14.0,73.0,1129.0,10.0,9.0,14.0,1.0,/cfb/schools/northern-illinois/2015.html
Kenny Golladay,23,WR,Northern Illinois,96.0,2016,12.0,87.0,1156.0,8.0,20.0,192.0,2.0,/cfb/schools/northern-illinois/2016.html
Kenny Golladay,23,WR,,,,11.0,28.0,477.0,3.0,,,,
Chad Williams,22,WR,Grambling St.,98.0,2015*,14.0,73.0,1129.0,10.0,9.0,14.0,1.0,/cfb/schools/northern-illinois/2015.html
Chad Williams,22,WR,Grambling St.,98.0,2016,12.0,87.0,1156.0,8.0,20.0,192.0,2.0,/cfb/schools/northern-illinois/2016.html
Chad Williams,22,WR,,,,6.0,3.0,31.0,0.0,,,,
Amara Darboh,23,WR,Michigan,106.0,2012*,10.0,0.0,0.0,0.0,0.0,0.0,0.0,/cfb/schools/michigan/2012.html
Amara Darboh,23,WR,Michigan,106.0,2014,12.0,36.0,473.0,2.0,0.0,0.0,0.0,/cfb/schools/michigan/2014.html
Amara Darboh,23,WR,Michigan,106.0,2015*,13.0,58.0,727.0,5.0,2.0,2.0,0.0,/cfb/schools/michigan/2015.html
Amara Darboh,23,WR,Michigan,106.0,2016*,13.0,57.0,862.0,7.0,0.0,0.0,0.0,/cfb/schools/michigan/2016.html
Amara Darboh,23,WR,,,,16.0,8.0,71.0,0.0,,,,
Dede Westbrook,23,WR,Oklahoma,110.0,2015*,13.0,46.0,743.0,4.0,5.0,17.0,0.0,/cfb/schools/oklahoma/2015.html
Dede Westbrook,23,WR,Oklahoma,110.0,2016*,13.0,80.0,1524.0,17.0,10.0,101.0,0.0,/cfb/schools/oklahoma/2016.html
Dede Westbrook,23,WR,,,,7.0,27.0,339.0,1.0,,,,
Josh Reynolds,22,WR,Texas A&M,117.0,2014*,13.0,52.0,842.0,13.0,0.0,0.0,0.0,/cfb/schools/texas-am/2014.html
Josh Reynolds,22,WR,Texas A&M,117.0,2015*,12.0,51.0,907.0,5.0,0.0,0.0,0.0,/cfb/schools/texas-am/2015.html
Josh Reynolds,22,WR,Texas A&M,117.0,2016*,13.0,61.0,1039.0,12.0,0.0,0.0,0.0,/cfb/schools/texas-am/2016.html
Josh Reynolds,22,WR,,,,16.0,11.0,104.0,1.0,,,,
Mack Hollins,23,WR,North Carolina,118.0,2013*,8.0,0.0,0.0,0.0,0.0,0.0,0.0,/cfb/schools/north-carolina/2013.html
Mack Hollins,23,WR,North Carolina,118.0,2014*,13.0,35.0,613.0,8.0,0.0,0.0,0.0,/cfb/schools/north-carolina/2014.html
Mack Hollins,23,WR,North Carolina,118.0,2015*,14.0,30.0,745.0,8.0,0.0,0.0,0.0,/cfb/schools/north-carolina/2015.html
Mack Hollins,23,WR,North Carolina,118.0,2016*,7.0,16.0,309.0,4.0,0.0,0.0,0.0,/cfb/schools/north-carolina/2016.html
Mack Hollins,23,WR,,,,16.0,16.0,226.0,1.0,,,,
Josh Malone,21,WR,Tennessee,128.0,2014*,13.0,23.0,231.0,1.0,2.0,11.0,0.0,/cfb/schools/tennessee/2014.html
Josh Malone,21,WR,Tennessee,128.0,2015*,13.0,31.0,405.0,2.0,0.0,0.0,0.0,/cfb/schools/tennessee/2015.html
Josh Malone,21,WR,Tennessee,128.0,2016*,13.0,50.0,972.0,11.0,0.0,0.0,0.0,/cfb/schools/tennessee/2016.html
Josh Malone,21,WR,,,,11.0,6.0,63.0,1.0,,,,
Ryan Switzer,22,WR,North Carolina,133.0,2013*,13.0,32.0,341.0,3.0,10.0,29.0,0.0,/cfb/schools/north-carolina/2013.html
Ryan Switzer,22,WR,North Carolina,133.0,2014*,13.0,61.0,762.0,4.0,8.0,29.0,0.0,/cfb/schools/north-carolina/2014.html
Ryan Switzer,22,WR,North Carolina,133.0,2015*,14.0,55.0,697.0,6.0,3.0,6.0,0.0,/cfb/schools/north-carolina/2015.html
Ryan Switzer,22,WR,North Carolina,133.0,2016*,13.0,96.0,1112.0,6.0,3.0,14.0,0.0,/cfb/schools/north-carolina/2016.html
Ryan Switzer,22,WR,,,,16.0,6.0,41.0,0.0,,,,
Jehu Chesson,23,WR,Michigan,139.0,2013*,11.0,15.0,221.0,1.0,2.0,1.0,0.0,/cfb/schools/michigan/2013.html
Jehu Chesson,23,WR,Michigan,139.0,2014,11.0,14.0,154.0,0.0,0.0,0.0,0.0,/cfb/schools/michigan/2014.html
Jehu Chesson,23,WR,Michigan,139.0,2015*,13.0,50.0,764.0,9.0,8.0,155.0,2.0,/cfb/schools/michigan/2015.html
Jehu Chesson,23,WR,Michigan,139.0,2016*,13.0,35.0,500.0,2.0,12.0,63.0,1.0,/cfb/schools/michigan/2016.html
Jehu Chesson,23,WR,,,,12.0,2.0,18.0,0.0,,,,
Chad Hansen,22,WR,California,141.0,2015*,10.0,19.0,249.0,1.0,0.0,0.0,0.0,/cfb/schools/california/2015.html
Chad Hansen,22,WR,California,141.0,2016,10.0,92.0,1249.0,11.0,0.0,0.0,0.0,/cfb/schools/california/2016.html
Chad Hansen,22,WR,,,,15.0,9.0,94.0,0.0,,,,
Shelton Gibson,23,WR,West Virginia,166.0,2014*,12.0,4.0,60.0,0.0,0.0,0.0,0.0,/cfb/schools/west-virginia/2014.html
Shelton Gibson,23,WR,West Virginia,166.0,2015*,13.0,37.0,887.0,9.0,0.0,0.0,0.0,/cfb/schools/west-virginia/2015.html
Shelton Gibson,23,WR,West Virginia,166.0,2016*,13.0,43.0,951.0,8.0,2.0,29.0,0.0,/cfb/schools/west-virginia/2016.html
Shelton Gibson,23,WR,,,,5.0,2.0,11.0,0.0,,,,
Rodney Adams,22,WR,South Florida,170.0,2013,3.0,2.0,15.0,0.0,1.0,5.0,0.0,/cfb/schools/toledo/2013.html
Rodney Adams,22,WR,South Florida,170.0,2014,10.0,23.0,323.0,2.0,5.0,52.0,1.0,/cfb/schools/south-florida/2014.html
Rodney Adams,22,WR,South Florida,170.0,2015*,13.0,45.0,822.0,9.0,10.0,81.0,1.0,/cfb/schools/south-florida/2015.html
Rodney Adams,22,WR,South Florida,170.0,2016*,13.0,67.0,822.0,5.0,23.0,231.0,5.0,/cfb/schools/south-florida/2016.html
Rodney Adams,22,WR,,,,,,,,,,,
Isaiah McKenzie,22,WR,Georgia,172.0,2014*,12.0,6.0,67.0,0.0,7.0,78.0,0.0,/cfb/schools/georgia/2014.html
Isaiah McKenzie,22,WR,Georgia,172.0,2015*,10.0,10.0,123.0,0.0,11.0,117.0,2.0,/cfb/schools/georgia/2015.html
Isaiah McKenzie,22,WR,Georgia,172.0,2016*,13.0,44.0,633.0,7.0,19.0,134.0,2.0,/cfb/schools/georgia/2016.html
Isaiah McKenzie,22,WR,,,,11.0,4.0,29.0,0.0,,,,
DeAngelo Yancey,22,WR,Purdue,175.0,2013,8.0,32.0,546.0,2.0,0.0,0.0,0.0,/cfb/schools/purdue/2013.html
DeAngelo Yancey,22,WR,Purdue,175.0,2014,12.0,12.0,147.0,3.0,0.0,0.0,0.0,/cfb/schools/purdue/2014.html
DeAngelo Yancey,22,WR,Purdue,175.0,2015,12.0,48.0,700.0,5.0,0.0,0.0,0.0,/cfb/schools/purdue/2015.html
DeAngelo Yancey,22,WR,Purdue,175.0,2016,12.0,49.0,951.0,10.0,0.0,0.0,0.0,/cfb/schools/purdue/2016.html
DeAngelo Yancey,22,WR,,,,,,,,,,,
Trent Taylor,23,WR,Louisiana Tech,177.0,2013,10.0,28.0,260.0,2.0,0.0,0.0,0.0,/cfb/schools/louisiana-tech/2013.html
Trent Taylor,23,WR,Louisiana Tech,177.0,2014*,14.0,64.0,834.0,9.0,0.0,0.0,0.0,/cfb/schools/louisiana-tech/2014.html
Trent Taylor,23,WR,Louisiana Tech,177.0,2015*,13.0,99.0,1282.0,9.0,0.0,0.0,0.0,/cfb/schools/louisiana-tech/2015.html
Trent Taylor,23,WR,Louisiana Tech,177.0,2016*,14.0,136.0,1803.0,12.0,0.0,0.0,0.0,/cfb/schools/louisiana-tech/2016.html
Trent Taylor,23,WR,,,,15.0,43.0,430.0,2.0,,,,
Robert Davis,22,WR,Georgia St.,209.0,2013,12.0,44.0,711.0,4.0,0.0,0.0,0.0,/cfb/schools/georgia-state/2013.html
Robert Davis,22,WR,Georgia St.,209.0,2014,12.0,50.0,732.0,2.0,1.0,3.0,0.0,/cfb/schools/georgia-state/2014.html
Robert Davis,22,WR,Georgia St.,209.0,2015*,13.0,61.0,980.0,6.0,0.0,0.0,0.0,/cfb/schools/georgia-state/2015.html
Robert Davis,22,WR,Georgia St.,209.0,2016,12.0,67.0,968.0,5.0,0.0,0.0,0.0,/cfb/schools/georgia-state/2016.html
Robert Davis,22,WR,,,,1.0,0.0,0.0,0.0,,,,
Stacy Coley,23,WR,Miami (FL),219.0,2013*,12.0,33.0,591.0,7.0,2.0,80.0,1.0,/cfb/schools/miami-fl/2013.html
Stacy Coley,23,WR,Miami (FL),219.0,2014*,12.0,23.0,184.0,0.0,5.0,30.0,0.0,/cfb/schools/miami-fl/2014.html
Stacy Coley,23,WR,Miami (FL),219.0,2015*,11.0,48.0,693.0,4.0,1.0,15.0,0.0,/cfb/schools/miami-fl/2015.html
Stacy Coley,23,WR,Miami (FL),219.0,2016*,13.0,63.0,754.0,9.0,0.0,0.0,0.0,/cfb/schools/miami-fl/2016.html
Stacy Coley,23,WR,,,,3.0,0.0,0.0,0.0,,,,
David Moore,22,WR,East Central (OK),226.0,2013*,12.0,33.0,591.0,7.0,2.0,80.0,1.0,/cfb/schools/miami-fl/2013.html
David Moore,22,WR,East Central (OK),226.0,2014*,12.0,23.0,184.0,0.0,5.0,30.0,0.0,/cfb/schools/miami-fl/2014.html
David Moore,22,WR,East Central (OK),226.0,2015*,11.0,48.0,693.0,4.0,1.0,15.0,0.0,/cfb/schools/miami-fl/2015.html
David Moore,22,WR,East Central (OK),226.0,2016*,13.0,63.0,754.0,9.0,0.0,0.0,0.0,/cfb/schools/miami-fl/2016.html
David Moore,22,WR,,,,1.0,0.0,0.0,0.0,,,,
Isaiah Ford,21,WR,Virginia Tech,237.0,2014*,13.0,56.0,709.0,6.0,4.0,0.0,0.0,/cfb/schools/virginia-tech/2014.html
Isaiah Ford,21,WR,Virginia Tech,237.0,2015*,13.0,75.0,1164.0,11.0,7.0,51.0,0.0,/cfb/schools/virginia-tech/2015.html
Isaiah Ford,21,WR,Virginia Tech,237.0,2016*,14.0,79.0,1094.0,7.0,6.0,33.0,0.0,/cfb/schools/virginia-tech/2016.html
Isaiah Ford,21,WR,,,,1.0,0.0,0.0,0.0,,,,
Noah Brown,21,WR,Ohio St.,239.0,2014*,11.0,1.0,9.0,0.0,1.0,-4.0,0.0,/cfb/schools/ohio-state/2014.html
Noah Brown,21,WR,Ohio St.,239.0,2016*,13.0,32.0,402.0,7.0,0.0,0.0,0.0,/cfb/schools/ohio-state/2016.html
Noah Brown,21,WR,,,,13.0,4.0,33.0,0.0,,,,
Malachi Dupre,21,WR,LSU,247.0,2014*,12.0,14.0,318.0,5.0,0.0,0.0,0.0,/cfb/schools/louisiana-state/2014.html
Malachi Dupre,21,WR,LSU,247.0,2015*,12.0,43.0,698.0,6.0,0.0,0.0,0.0,/cfb/schools/louisiana-state/2015.html
Malachi Dupre,21,WR,LSU,247.0,2016*,12.0,41.0,593.0,3.0,0.0,0.0,0.0,/cfb/schools/louisiana-state/2016.html
Malachi Dupre,21,WR,,,,,,,,,,,
D.J. Moore,21,WR,Maryland,24.0,2015,12.0,25.0,357.0,3.0,1.0,9.0,0.0,/cfb/schools/maryland/2015.html
D.J. Moore,21,WR,Maryland,24.0,2016*,13.0,41.0,637.0,6.0,11.0,55.0,0.0,/cfb/schools/maryland/2016.html
D.J. Moore,21,WR,Maryland,24.0,2017,12.0,80.0,1033.0,8.0,5.0,61.0,1.0,/cfb/schools/maryland/2017.html
D.J. Moore,21,WR,,,,16.0,55.0,788.0,2.0,,,,
Calvin Ridley,23,WR,Alabama,26.0,2015*,15.0,89.0,1045.0,7.0,1.0,2.0,0.0,/cfb/schools/alabama/2015.html
Calvin Ridley,23,WR,Alabama,26.0,2016*,15.0,72.0,769.0,7.0,5.0,21.0,1.0,/cfb/schools/alabama/2016.html
Calvin Ridley,23,WR,Alabama,26.0,2017*,14.0,63.0,967.0,5.0,2.0,17.0,0.0,/cfb/schools/alabama/2017.html
Calvin Ridley,23,WR,,,,16.0,64.0,821.0,10.0,,,,
Courtland Sutton,22,WR,SMU,40.0,2014,3.0,2.0,27.0,0.0,0.0,0.0,0.0,/cfb/schools/southern-methodist/2014.html
Courtland Sutton,22,WR,SMU,40.0,2015,12.0,49.0,862.0,9.0,0.0,0.0,0.0,/cfb/schools/southern-methodist/2015.html
Courtland Sutton,22,WR,SMU,40.0,2016,12.0,76.0,1246.0,10.0,0.0,0.0,0.0,/cfb/schools/southern-methodist/2016.html
Courtland Sutton,22,WR,SMU,40.0,2017*,13.0,68.0,1085.0,12.0,1.0,2.0,1.0,/cfb/schools/southern-methodist/2017.html
Courtland Sutton,22,WR,,,,16.0,42.0,704.0,4.0,,,,
