name,position_x,school,draft_pick,season,games,recs,recYDS,recTDS,rushAttempts,rushYards,rushTDS,collegeURL,YPC,YPG,TDPG,RPG,Team_RPG,Team_YPG,Team_TDPG,YPG_diff,RPG_diff,TDPG_diff,second_last_TDPG,second_last_RPG,second_last_YPG,age,position_y,nfl_games, nfl_recs, nfl_recYDS, nfl_recTDS
LaVon Brazill,WR,Ohio,206.0,2011.0,14.0,72.0,1150.0,11.0,5.0,73.0,1.0,/cfb/schools/ohio/2011.html,15.97222222222222,82.14285714285714,0.7857142857142857,5.142857142857143,19.6,249.0,2.1,56.14285714285714,1.1428571428571432,0.7857142857142857,0.0,4.0,26.0,23,WR,15.0,11.0,186.0,1.0
Rishard Matthews,WR,Nevada,227.0,2011.0,12.0,91.0,1364.0,8.0,5.0,-1.0,0.0,/cfb/schools/nevada/2011.html,14.989010989010987,113.66666666666669,0.6666666666666666,7.583333333333333,20.8,259.2,1.5,50.88095238095239,3.583333333333333,0.3095238095238095,0.3571428571428571,4.0,62.785714285714285,22,WR,8.0,11.0,151.0,0.0
Toney Clemons,WR,Colorado,231.0,2011.0,13.0,43.0,680.0,8.0,0.0,0.0,0.0,/cfb/schools/colorado/2011.html,15.813953488372093,52.30769230769231,0.6153846153846154,3.3076923076923075,19.2,237.6,1.6,12.141025641025642,-0.275641025641026,0.3653846153846154,0.25,3.583333333333333,40.16666666666666,23,WR,4.0,3.0,41.0,0.0
Jeremy Ebert,WR,Northwestern,235.0,2011.0,13.0,75.0,1060.0,11.0,4.0,26.0,0.0,/cfb/schools/northwestern/2011.html,14.133333333333333,81.53846153846153,0.8461538461538461,5.769230769230769,22.2,254.2,2.0,8.230769230769226,1.0,0.2307692307692307,0.6153846153846154,4.769230769230769,73.3076923076923,23,WR,5.0,3.0,18.0,0.0
Junior Hemingway,WR,Michigan,238.0,2011.0,13.0,34.0,699.0,4.0,0.0,0.0,0.0,/cfb/schools/michigan/2011.html,20.558823529411764,53.76923076923077,0.3076923076923077,2.6153846153846154,11.9,182.8,1.7,-5.530769230769231,-0.5846153846153848,-0.0923076923076923,0.4,3.2,59.3,23,WR,1.0,0.0,0.0,0.0
Jordan White,WR,Western Michigan,244.0,2011.0,13.0,140.0,1911.0,17.0,1.0,27.0,0.0,/cfb/schools/western-michigan/2011.html,13.65,147.0,1.3076923076923077,10.76923076923077,28.4,337.3,3.1,32.16666666666667,2.935897435897437,0.4743589743589743,0.8333333333333334,7.833333333333333,114.83333333333331,24,WR,3.0,1.0,13.0,0.0
Tavon Austin,WR,West Virginia,8.0,2012.0,13.0,114.0,1289.0,12.0,72.0,643.0,3.0,/cfb/schools/west-virginia/2012.html,11.307017543859647,99.15384615384616,0.9230769230769232,8.76923076923077,29.1,330.2,3.4,7.923076923076934,1.0000000000000009,0.3076923076923077,0.6153846153846154,7.769230769230769,91.23076923076924,23,WR,13.0,40.0,418.0,4.0
DeAndre Hopkins,WR,Clemson,27.0,2012.0,13.0,82.0,1405.0,18.0,0.0,0.0,0.0,/cfb/schools/clemson/2012.html,17.134146341463413,108.07692307692308,1.3846153846153846,6.307692307692308,24.5,321.6,3.1,38.21978021978022,1.1648351648351642,1.0274725274725274,0.3571428571428571,5.142857142857143,69.85714285714286,21,WR,16.0,52.0,802.0,2.0
Justin Hunter,WR,Tennessee,34.0,2012.0,12.0,73.0,1083.0,9.0,0.0,0.0,0.0,/cfb/schools/tennessee/2012.html,14.835616438356164,90.25,0.75,6.083333333333333,23.8,315.6,2.9,-14.416666666666671,0.4166666666666661,0.0833333333333333,0.6666666666666666,5.666666666666667,104.66666666666669,22,WR,14.0,18.0,354.0,4.0
Robert Woods,WR,USC,41.0,2012.0,13.0,76.0,846.0,11.0,1.0,76.0,0.0,/cfb/schools/southern-california/2012.html,11.13157894736842,65.07692307692308,0.8461538461538461,5.846153846153846,21.8,282.3,3.0,-42.58974358974359,-3.403846153846154,-0.4038461538461538,1.25,9.25,107.66666666666669,21,WR,14.0,40.0,587.0,3.0
Aaron Dobson,WR,Marshall,59.0,2012.0,10.0,57.0,679.0,3.0,0.0,0.0,0.0,/cfb/schools/marshall/2012.html,11.912280701754383,67.9,0.3,5.7,35.3,365.1,3.3,16.51538461538462,1.930769230769231,-0.6230769230769231,0.9230769230769232,3.769230769230769,51.38461538461539,22,WR,12.0,37.0,519.0,4.0
Terrance Williams,WR,Baylor,74.0,2012.0,13.0,97.0,1832.0,12.0,2.0,14.0,0.0,/cfb/schools/baylor/2012.html,18.88659793814433,140.92307692307693,0.9230769230769232,7.461538461538462,22.6,340.5,2.6,67.30769230769232,2.923076923076924,0.0769230769230769,0.8461538461538461,4.538461538461538,73.61538461538461,23,WR,16.0,44.0,736.0,5.0
Keenan Allen,WR,California,76.0,2012.0,9.0,61.0,737.0,6.0,3.0,39.0,1.0,/cfb/schools/california/2012.html,12.081967213114757,81.88888888888889,0.6666666666666666,6.777777777777778,17.7,208.3,1.1,-21.41880341880342,-0.7606837606837606,0.205128205128205,0.4615384615384615,7.538461538461538,103.3076923076923,21,WR,15.0,71.0,1046.0,8.0
Marquise Goodwin,WR,Texas,78.0,2012.0,13.0,26.0,340.0,3.0,13.0,140.0,3.0,/cfb/schools/texas/2012.html,13.076923076923077,26.153846153846157,0.2307692307692307,2.0,20.6,263.2,1.9,-8.929487179487182,-0.75,0.0641025641025641,0.1666666666666666,2.75,35.083333333333336,22,WR,12.0,17.0,283.0,3.0
Markus Wheaton,WR,Oregon St.,79.0,2012.0,13.0,91.0,1244.0,11.0,20.0,142.0,2.0,/cfb/schools/oregon-state/2012.html,13.67032967032967,95.6923076923077,0.8461538461538461,7.0,24.2,307.1,2.1,13.525641025641022,0.916666666666667,0.7628205128205128,0.0833333333333333,6.083333333333333,82.16666666666667,22,WR,12.0,6.0,64.0,0.0
Stedman Bailey,WR,West Virginia,92.0,2012.0,13.0,114.0,1622.0,25.0,2.0,13.0,0.0,/cfb/schools/west-virginia/2012.html,14.228070175438596,124.76923076923076,1.9230769230769231,8.76923076923077,29.1,330.2,3.4,26.384615384615387,3.230769230769232,1.0,0.9230769230769232,5.538461538461538,98.3846153846154,22,WR,16.0,17.0,226.0,0.0
Ace Sanders,WR,South Carolina,101.0,2012.0,13.0,45.0,531.0,9.0,3.0,1.0,0.0,/cfb/schools/south-carolina/2012.html,11.8,40.84615384615385,0.6923076923076923,3.4615384615384617,17.3,238.1,2.2,11.384615384615389,1.2307692307692308,0.5384615384615384,0.1538461538461538,2.230769230769231,29.46153846153846,21,WR,15.0,51.0,484.0,1.0
Josh Boyce,WR,TCU,102.0,2012.0,13.0,66.0,891.0,7.0,3.0,6.0,1.0,/cfb/schools/texas-christian/2012.html,13.5,68.53846153846153,0.5384615384615384,5.076923076923077,18.2,236.5,2.0,-8.23076923076924,0.3846153846153841,-0.1538461538461538,0.6923076923076923,4.6923076923076925,76.76923076923077,22,WR,9.0,9.0,121.0,0.0
Quinton Patton,WR,Louisiana Tech,128.0,2012.0,12.0,104.0,1392.0,13.0,1.0,-5.0,0.0,/cfb/schools/louisiana-tech/2012.html,13.384615384615383,116.0,1.0833333333333333,8.666666666666666,30.4,350.8,2.8,23.538461538461533,2.589743589743589,0.2371794871794871,0.8461538461538461,6.076923076923077,92.46153846153848,23,WR,6.0,3.0,34.0,0.0
Kenny Stills,WR,Oklahoma,144.0,2012.0,13.0,82.0,959.0,11.0,2.0,22.0,0.0,/cfb/schools/oklahoma/2012.html,11.695121951219512,73.76923076923077,0.8461538461538461,6.307692307692308,28.9,336.5,2.3,-3.4125874125874134,0.7622377622377616,0.1188811188811188,0.7272727272727273,5.545454545454546,77.18181818181819,21,WR,16.0,32.0,641.0,5.0
Tavarres King,WR,Georgia,161.0,2012.0,14.0,42.0,950.0,9.0,1.0,0.0,0.0,/cfb/schools/georgia/2012.html,22.61904761904762,67.85714285714286,0.6428571428571429,3.0,18.1,285.1,2.6,17.500000000000007,-0.3571428571428572,0.0714285714285715,0.5714285714285714,3.357142857142857,50.35714285714285,23,WR,2.0,2.0,13.0,0.0
Corey Fuller,WR,Virginia Tech,171.0,2012.0,13.0,43.0,815.0,6.0,1.0,10.0,0.0,/cfb/schools/virginia-tech/2012.html,18.953488372093023,62.69230769230769,0.4615384615384615,3.3076923076923075,17.2,230.9,1.4,59.97802197802198,3.021978021978022,0.4615384615384615,0.0,0.2857142857142857,2.7142857142857144,23,WR,16.0,14.0,212.0,1.0
Justin Brown,WR,Oklahoma,186.0,2012.0,13.0,73.0,879.0,5.0,0.0,0.0,0.0,/cfb/schools/oklahoma/2012.html,12.04109589041096,67.61538461538461,0.3846153846153846,5.615384615384615,28.9,336.5,2.3,27.846153846153847,2.9230769230769225,0.2307692307692307,0.1538461538461538,2.6923076923076925,39.76923076923077,22,WR,8.0,12.0,94.0,0.0
Cobi Hamilton,WR,Arkansas,197.0,2012.0,12.0,90.0,1335.0,5.0,0.0,0.0,0.0,/cfb/schools/arkansas/2012.html,14.833333333333334,111.25,0.4166666666666667,7.5,22.7,301.5,1.9,69.5576923076923,4.884615384615385,0.1089743589743589,0.3076923076923077,2.6153846153846154,41.69230769230769,22,WR,0.0,0.0,0.0,0.0
Brice Butler,WR,San Diego St.,209.0,2012.0,13.0,24.0,347.0,4.0,0.0,0.0,0.0,/cfb/schools/san-diego-state/2012.html,14.458333333333334,26.692307692307693,0.3076923076923077,1.8461538461538465,14.0,175.9,1.6,13.055944055944057,0.7552447552447554,0.3076923076923077,0.0,1.0909090909090908,13.636363636363637,23,WR,10.0,9.0,103.0,0.0
Charles Johnson,WR,Grand Valley St.,216.0,2012.0,12.0,23.0,208.0,5.0,2.0,1.0,1.0,/cfb/schools/wake-forest/2012.html,9.043478260869565,17.333333333333332,0.4166666666666667,1.9166666666666667,19.9,200.8,1.1,13.025641025641026,1.2243589743589745,0.3397435897435897,0.0769230769230769,0.6923076923076923,4.307692307692308,24,WR,12.0,31.0,475.0,2.0
Kevin Dorsey,WR,Maryland,224.0,2012.0,12.0,18.0,311.0,4.0,0.0,0.0,0.0,/cfb/schools/maryland/2012.html,17.27777777777778,25.916666666666668,0.3333333333333333,1.5,13.8,181.8,1.4,-31.38333333333333,-3.0,0.0333333333333333,0.3,4.5,57.3,23,WR,3.0,1.0,4.0,0.0
Marquess Wilson,WR,Washington St.,236.0,2012.0,9.0,52.0,813.0,5.0,0.0,0.0,0.0,/cfb/schools/washington-state/2012.html,15.634615384615383,90.33333333333331,0.5555555555555556,5.777777777777778,30.3,330.4,1.9,-25.333333333333343,-1.0555555555555554,-0.4444444444444444,1.0,6.833333333333333,115.66666666666669,20,WR,10.0,2.0,13.0,0.0
Sammy Watkins,WR,Clemson,4.0,2013.0,13.0,101.0,1464.0,12.0,6.0,11.0,0.0,/cfb/schools/clemson/2013.html,14.495049504950495,112.6153846153846,0.9230769230769232,7.769230769230769,26.2,333.1,3.0,41.815384615384616,2.069230769230769,0.6230769230769231,0.3,5.7,70.8,21,WR,16.0,65.0,982.0,6.0
Mike Evans,WR,Texas A&M,7.0,2013.0,13.0,69.0,1394.0,12.0,0.0,0.0,0.0,/cfb/schools/texas-am/2013.html,20.20289855072464,107.23076923076924,0.9230769230769232,5.307692307692308,26.1,353.3,3.1,22.230769230769223,-1.0,0.5384615384615385,0.3846153846153846,6.307692307692308,85.0,21,WR,15.0,68.0,1051.0,12.0
Odell Beckham Jr.,WR,LSU,12.0,2013.0,13.0,59.0,1152.0,8.0,5.0,58.0,0.0,/cfb/schools/louisiana-state/2013.html,19.52542372881356,88.61538461538461,0.6153846153846154,4.538461538461538,15.8,251.0,1.8,33.76923076923077,1.2307692307692308,0.4615384615384615,0.1538461538461538,3.3076923076923075,54.84615384615385,21,WR,12.0,91.0,1305.0,12.0
Brandin Cooks,WR,Oregon St.,20.0,2013.0,13.0,128.0,1730.0,16.0,32.0,217.0,2.0,/cfb/schools/oregon-state/2013.html,13.515625,133.07692307692307,1.2307692307692308,9.846153846153848,31.8,372.6,2.9,44.53846153846153,4.6923076923076925,0.8461538461538463,0.3846153846153846,5.153846153846154,88.53846153846153,20,WR,10.0,53.0,550.0,3.0
Kelvin Benjamin,WR,Florida St.,28.0,2013.0,14.0,54.0,1011.0,15.0,0.0,0.0,0.0,/cfb/schools/florida-state/2013.html,18.72222222222222,72.21428571428571,1.0714285714285714,3.857142857142857,20.6,315.9,3.0,36.85714285714285,1.7142857142857144,0.7857142857142857,0.2857142857142857,2.142857142857143,35.357142857142854,23,WR,16.0,73.0,1008.0,9.0
Marqise Lee,WR,USC,39.0,2013.0,11.0,57.0,791.0,4.0,6.0,7.0,0.0,/cfb/schools/southern-california/2013.html,13.87719298245614,71.9090909090909,0.3636363636363636,5.181818181818182,17.9,227.1,1.4,-60.47552447552448,-3.895104895104895,-0.7132867132867132,1.0769230769230769,9.076923076923077,132.3846153846154,22,WR,13.0,37.0,422.0,1.0
Jordan Matthews,WR,Vanderbilt,42.0,2013.0,13.0,112.0,1477.0,7.0,6.0,54.0,0.0,/cfb/schools/vanderbilt/2013.html,13.1875,113.6153846153846,0.5384615384615384,8.615384615384615,18.7,227.5,1.2,11.84615384615384,1.384615384615384,-0.0769230769230769,0.6153846153846154,7.230769230769231,101.76923076923076,22,WR,16.0,67.0,872.0,8.0
Paul Richardson,WR,Colorado,45.0,2013.0,12.0,83.0,1343.0,10.0,1.0,7.0,0.0,/cfb/schools/colorado/2013.html,16.180722891566266,111.91666666666669,0.8333333333333334,6.916666666666667,20.0,253.7,1.8,50.25000000000001,2.583333333333334,0.2777777777777778,0.5555555555555556,4.333333333333333,61.66666666666666,22,WR,15.0,29.0,271.0,1.0
Davante Adams,WR,Fresno St.,53.0,2013.0,13.0,131.0,1719.0,24.0,0.0,0.0,0.0,/cfb/schools/fresno-state/2013.html,13.122137404580153,132.23076923076923,1.8461538461538465,10.076923076923077,35.5,394.9,3.8,31.307692307692307,2.230769230769231,0.7692307692307694,1.0769230769230769,7.846153846153846,100.92307692307692,21,WR,16.0,38.0,446.0,3.0
Cody Latimer,WR,Indiana,56.0,2013.0,12.0,72.0,1096.0,9.0,0.0,0.0,0.0,/cfb/schools/indiana/2013.html,15.22222222222222,91.33333333333331,0.75,6.0,23.3,306.7,3.0,24.25,1.75,0.25,0.5,4.25,67.08333333333333,21,WR,8.0,2.0,23.0,0.0
Allen Robinson,WR,Penn St.,61.0,2013.0,12.0,97.0,1432.0,6.0,6.0,36.0,0.0,/cfb/schools/penn-state/2013.html,14.762886597938143,119.33333333333331,0.5,8.083333333333334,20.1,259.2,1.8,34.5,1.666666666666667,-0.4166666666666666,0.9166666666666666,6.416666666666667,84.83333333333333,21,WR,10.0,48.0,548.0,2.0
Jarvis Landry,WR,LSU,63.0,2013.0,13.0,77.0,1193.0,10.0,0.0,0.0,0.0,/cfb/schools/louisiana-state/2013.html,15.493506493506494,91.76923076923076,0.7692307692307693,5.923076923076923,15.8,251.0,1.8,47.69230769230769,1.615384615384616,0.3846153846153846,0.3846153846153846,4.307692307692308,44.07692307692308,21,WR,16.0,84.0,758.0,5.0
Josh Huff,WR,Oregon,86.0,2013.0,13.0,62.0,1140.0,12.0,6.0,28.0,0.0,/cfb/schools/oregon/2013.html,18.387096774193548,87.6923076923077,0.9230769230769232,4.769230769230769,19.7,291.5,2.5,42.87412587412587,1.86013986013986,0.2867132867132868,0.6363636363636364,2.909090909090909,44.81818181818182,22,WR,12.0,8.0,98.0,0.0
Donte Moncrief,WR,Mississippi,90.0,2013.0,13.0,59.0,938.0,6.0,0.0,0.0,0.0,/cfb/schools/mississippi/2013.html,15.898305084745765,72.15384615384616,0.4615384615384615,4.538461538461538,23.8,283.3,1.8,-3.153846153846146,-0.5384615384615383,-0.3076923076923077,0.7692307692307693,5.076923076923077,75.3076923076923,21,WR,16.0,32.0,444.0,3.0
John Brown,WR,Pittsburg St.,91.0,2013.0,13.0,59.0,938.0,6.0,0.0,0.0,0.0,/cfb/schools/mississippi/2013.html,15.898305084745765,72.15384615384616,0.4615384615384615,4.538461538461538,23.8,283.3,1.8,-3.153846153846146,-0.5384615384615383,-0.3076923076923077,0.7692307692307693,5.076923076923077,75.3076923076923,24,WR,16.0,48.0,696.0,5.0
Jalen Saunders,WR,Oklahoma,104.0,2013.0,13.0,61.0,729.0,8.0,5.0,44.0,0.0,/cfb/schools/oklahoma/2013.html,11.950819672131148,56.07692307692308,0.6153846153846154,4.6923076923076925,17.3,199.1,1.8,-36.034188034188034,-2.1965811965811968,0.2820512820512821,0.3333333333333333,6.888888888888889,92.11111111111111,21,WR,15.0,1.0,7.0,0.0
Bruce Ellington,WR,South Carolina,106.0,2013.0,12.0,49.0,775.0,8.0,3.0,14.0,0.0,/cfb/schools/south-carolina/2013.html,15.816326530612244,64.58333333333333,0.6666666666666666,4.083333333333333,18.4,253.8,2.3,18.42948717948717,1.006410256410256,0.1282051282051282,0.5384615384615384,3.076923076923077,46.15384615384615,23,WR,13.0,6.0,62.0,2.0
Martavis Bryant,WR,Clemson,118.0,2013.0,13.0,42.0,828.0,7.0,0.0,0.0,0.0,/cfb/schools/clemson/2013.html,19.714285714285715,63.69230769230769,0.5384615384615384,3.230769230769231,26.2,333.1,3.0,33.19230769230769,2.230769230769231,0.1384615384615384,0.4,1.0,30.5,22,WR,10.0,26.0,549.0,8.0
Kevin Norwood,WR,Alabama,123.0,2013.0,12.0,38.0,568.0,7.0,0.0,0.0,0.0,/cfb/schools/alabama/2013.html,14.947368421052632,47.333333333333336,0.5833333333333334,3.1666666666666665,18.8,248.5,2.3,11.871794871794876,0.9358974358974356,0.2756410256410256,0.3076923076923077,2.230769230769231,35.46153846153846,24,WR,9.0,9.0,102.0,0.0
Ryan Grant,WR,Tulane,142.0,2013.0,13.0,77.0,1039.0,9.0,0.0,0.0,0.0,/cfb/schools/tulane/2013.html,13.493506493506494,79.92307692307692,0.6923076923076923,5.923076923076923,16.8,184.5,1.5,-15.82692307692308,-0.4102564102564097,0.1923076923076923,0.5,6.333333333333333,95.75,23,WR,16.0,7.0,68.0,0.0
Devin Street,WR,Pittsburgh,146.0,2013.0,10.0,51.0,854.0,7.0,3.0,6.0,0.0,/cfb/schools/pittsburgh/2013.html,16.745098039215687,85.4,0.7,5.1,19.4,247.5,1.7,10.400000000000006,-0.5153846153846153,0.3153846153846153,0.3846153846153846,5.615384615384615,75.0,23,WR,16.0,2.0,18.0,0.0
Jared Abbrederis,WR,Wisconsin,176.0,2013.0,13.0,78.0,1081.0,7.0,6.0,119.0,2.0,/cfb/schools/wisconsin/2013.html,13.85897435897436,83.15384615384616,0.5384615384615384,6.0,16.7,197.1,1.7,18.769230769230774,2.230769230769231,0.1538461538461538,0.3846153846153846,3.769230769230769,64.38461538461539,23,WR,10.0,9.0,111.0,0.0
Robert Herron,WR,Wyoming,185.0,2013.0,12.0,72.0,932.0,9.0,2.0,12.0,0.0,/cfb/schools/wyoming/2013.html,12.944444444444445,77.66666666666667,0.75,6.0,24.8,282.4,2.4,-4.458333333333329,2.125,-0.25,1.0,3.875,82.125,22,WR,8.0,6.0,58.0,1.0
T.J. Jones,WR,Notre Dame,189.0,2013.0,13.0,70.0,1108.0,9.0,9.0,67.0,2.0,/cfb/schools/notre-dame/2013.html,15.82857142857143,85.23076923076923,0.6923076923076923,5.384615384615385,17.4,254.8,2.1,35.30769230769231,1.5384615384615388,0.3846153846153846,0.3076923076923077,3.8461538461538463,49.92307692307692,22,WR,10.0,10.0,132.0,1.0
Matt Hazel,WR,Coastal Carolina,190.0,2013.0,13.0,70.0,1108.0,9.0,9.0,67.0,2.0,/cfb/schools/notre-dame/2013.html,15.82857142857143,85.23076923076923,0.6923076923076923,5.384615384615385,17.4,254.8,2.1,35.30769230769231,1.5384615384615388,0.3846153846153846,0.3076923076923077,3.8461538461538463,49.92307692307692,22,WR,5.0,0.0,0.0,0.0
Quincy Enunwa,WR,Nebraska,209.0,2013.0,12.0,51.0,753.0,12.0,3.0,-1.0,0.0,/cfb/schools/nebraska/2013.html,14.764705882352942,62.75,1.0,4.25,16.8,196.7,1.9,29.17857142857143,1.25,0.9285714285714286,0.0714285714285714,3.0,33.57142857142857,22,WR,1.0,0.0,0.0,0.0
Michael Campanaro,WR,Wake Forest,218.0,2013.0,8.0,67.0,803.0,6.0,4.0,10.0,0.0,/cfb/schools/wake-forest/2013.html,11.985074626865671,100.375,0.75,8.375,18.3,196.6,1.2,24.075000000000003,0.4749999999999996,0.15,0.6,7.9,76.3,23,WR,4.0,7.0,102.0,1.0
Jeff Janis,WR,Saginaw Valley St.,236.0,2013.0,5.0,27.0,313.0,3.0,1.0,3.0,0.0,/cfb/schools/massachusetts/2013.html,11.592592592592592,62.6,0.6,5.4,14.8,156.4,0.8,16.200000000000003,1.1000000000000003,0.3999999999999999,0.2,4.3,46.4,23,WR,3.0,2.0,16.0,0.0
