name,position,school,draft_pick,season,games,recs,recYDS,recTDS,rushAttempts,rushYards,rushTDS,collegeURL,YPC,YPG,TDPG,RPG,Team_RPG,Team_YPG,Team_TDPG,YPG_diff,RPG_diff,TDPG_diff,second_last_TDPG,second_last_RPG,second_last_YPG
DeMarco Sampson,WR,San Diego St.,249,2010,13,67,1220,8,4,11,0,/cfb/schools/san-diego-state/2010.html,18.208955223880597,93.84615384615384,0.6153846153846154,5.153846153846154,18.8,295.4,2.2,22.929487179487168,-0.012820512820512775,-0.05128205128205121,0.6666666666666666,5.166666666666667,70.91666666666667
DeVier Posey,WR,Ohio St.,68,2011,4,12,162,2,1,-6,0,/cfb/schools/ohio-state/2011.html,13.5,40.5,0.5,3.0,9.6,127.0,1.4,-24.730769230769226,-1.0769230769230766,-0.038461538461538436,0.5384615384615384,4.076923076923077,65.23076923076923
Demaryius Thomas,WR,Georgia Tech,22,2009,14,46,1154,8,1,3,0,/cfb/schools/georgia-tech/2009.html,25.08695652173913,82.42857142857143,0.5714285714285714,3.2857142857142856,5.6,126.7,0.8,30.17857142857143,0.03571428571428559,0.3214285714285714,0.25,3.25,52.25
Denarius Moore,WR,Tennessee,148,2010,13,47,981,9,7,82,1,/cfb/schools/tennessee/2010.html,20.872340425531913,75.46153846153847,0.6923076923076923,3.6153846153846154,18.3,254.5,2.0,33.92307692307693,0.5384615384615383,0.15384615384615385,0.5384615384615384,3.076923076923077,41.53846153846154
Devin Street,WR,Pittsburgh,146,2013,10,51,854,7,3,6,0,/cfb/schools/pittsburgh/2013.html,16.745098039215687,85.4,0.7,5.1,19.4,247.5,1.7,10.400000000000006,-0.5153846153846153,0.3153846153846153,0.38461538461538464,5.615384615384615,75.0
Devon Wylie,WR,Fresno St.,107,2011,13,56,716,1,8,48,0,/cfb/schools/fresno-state/2011.html,12.785714285714286,55.07692307692308,0.07692307692307693,4.3076923076923075,21.5,272.6,2.0,16.07692307692308,2.3076923076923075,-0.9230769230769231,1.0,2.0,39.0
Dez Bryant,WR,Oklahoma St.,24,2009,3,17,323,4,0,0,0,/cfb/schools/oklahoma-state/2009.html,19.0,107.66666666666667,1.3333333333333333,5.666666666666667,15.1,179.5,1.5,-6.179487179487168,-1.0256410256410255,-0.1282051282051282,1.4615384615384615,6.6923076923076925,113.84615384615384
Dezmon Briscoe,WR,Kansas,191,2009,11,84,1337,9,2,19,1,/cfb/schools/kansas/2009.html,15.916666666666666,121.54545454545455,0.8181818181818182,7.636363636363637,26.7,310.3,1.8,13.31468531468532,0.55944055944056,-0.3356643356643355,1.1538461538461537,7.076923076923077,108.23076923076923
Donte Moncrief,WR,Mississippi,90,2013,13,59,938,6,0,0,0,/cfb/schools/mississippi/2013.html,15.898305084745763,72.15384615384616,0.46153846153846156,4.538461538461538,23.8,283.3,1.8,-3.153846153846146,-0.5384615384615383,-0.3076923076923077,0.7692307692307693,5.076923076923077,75.3076923076923
Dorin Dickerson,WR,Pittsburgh,227,2009,13,49,529,10,0,0,0,/cfb/schools/pittsburgh/2009.html,10.795918367346939,40.69230769230769,0.7692307692307693,3.769230769230769,16.8,211.3,1.8,27.307692307692307,2.769230769230769,0.6153846153846154,0.15384615384615385,1.0,13.384615384615385
Dwayne Harris,WR,East Carolina,176,2010,13,101,1123,10,16,104,0,/cfb/schools/east-carolina/2010.html,11.118811881188119,86.38461538461539,0.7692307692307693,7.769230769230769,31.4,318.7,3.0,16.527472527472526,1.8406593406593403,0.2692307692307693,0.5,5.928571428571429,69.85714285714286
Emmanuel Sanders,WR,SMU,82,2009,13,98,1339,7,1,6,0,/cfb/schools/southern-methodist/2009.html,13.66326530612245,103.0,0.5384615384615384,7.538461538461538,22.0,282.0,1.7,7.200000000000003,0.8384615384615381,-0.3615384615384616,0.9,6.7,95.8
Eric Decker,WR,Minnesota,87,2009,8,50,758,5,0,0,0,/cfb/schools/minnesota/2009.html,15.16,94.75,0.625,6.25,15.3,207.0,1.2,5.25,-0.75,0.04166666666666663,0.5833333333333334,7.0,89.5
Golden Tate,WR,Notre Dame,60,2009,12,93,1496,15,25,186,2,/cfb/schools/notre-dame/2009.html,16.086021505376344,124.66666666666667,1.25,7.75,25.1,323.5,2.5,41.58974358974359,3.2884615384615383,0.4807692307692307,0.7692307692307693,4.461538461538462,83.07692307692308
Greg Childs,WR,Arkansas,134,2011,11,21,240,0,0,0,0,/cfb/schools/arkansas/2011.html,11.428571428571429,21.818181818181817,0.0,1.9090909090909092,23.0,300.7,2.0,-60.55681818181819,-3.840909090909091,-0.75,0.75,5.75,82.375
Greg Salas,WR,Hawaii,112,2010,14,119,1889,14,0,0,0,/cfb/schools/hawaii/2010.html,15.873949579831933,134.92857142857142,1.0,8.5,28.1,394.3,3.0,12.62087912087911,0.3461538461538467,0.3846153846153846,0.6153846153846154,8.153846153846153,122.3076923076923
Jacoby Ford,WR,Clemson,108,2009,14,56,779,6,18,122,2,/cfb/schools/clemson/2009.html,13.910714285714286,55.642857142857146,0.42857142857142855,4.0,15.7,192.0,1.6,1.0274725274725327,-0.23076923076923084,0.12087912087912084,0.3076923076923077,4.230769230769231,54.61538461538461
Jalen Saunders,WR,Oklahoma,104,2013,13,61,729,8,5,44,0,/cfb/schools/oklahoma/2013.html,11.950819672131148,56.07692307692308,0.6153846153846154,4.6923076923076925,17.3,199.1,1.8,-36.034188034188034,-2.1965811965811968,0.2820512820512821,0.3333333333333333,6.888888888888889,92.11111111111111
James Wright,WR,LSU,239,2013,9,0,0,0,0,0,0,/cfb/schools/louisiana-state/2013.html,,0.0,0.0,0.0,15.8,251.0,1.8,-20.166666666666668,-1.5,0.0,0.0,1.5,20.166666666666668
Jared Abbrederis,WR,Wisconsin,176,2013,13,78,1081,7,6,119,2,/cfb/schools/wisconsin/2013.html,13.85897435897436,83.15384615384616,0.5384615384615384,6.0,16.7,197.1,1.7,18.769230769230774,2.230769230769231,0.1538461538461538,0.38461538461538464,3.769230769230769,64.38461538461539
Jarius Wright,WR,Arkansas,118,2011,12,66,1117,12,0,0,0,/cfb/schools/arkansas/2011.html,16.924242424242426,93.08333333333333,1.0,5.5,23.0,300.7,2.0,32.467948717948715,2.269230769230769,0.6153846153846154,0.38461538461538464,3.230769230769231,60.61538461538461
Jarvis Landry,WR,LSU,63,2013,13,77,1193,10,0,0,0,/cfb/schools/louisiana-state/2013.html,15.493506493506494,91.76923076923077,0.7692307692307693,5.923076923076923,15.8,251.0,1.8,47.69230769230769,1.6153846153846159,0.38461538461538464,0.38461538461538464,4.3076923076923075,44.07692307692308
Jeff Janis,WR,Saginaw Valley St.,236,2013,5,27,313,3,1,3,0,/cfb/schools/massachusetts/2013.html,11.592592592592593,62.6,0.6,5.4,14.8,156.4,0.8,16.200000000000003,1.1000000000000005,0.39999999999999997,0.2,4.3,46.4
Jeremy Ebert,WR,Northwestern,235,2011,13,75,1060,11,4,26,0,/cfb/schools/northwestern/2011.html,14.133333333333333,81.53846153846153,0.8461538461538461,5.769230769230769,22.2,254.2,2.0,8.230769230769226,1.0,0.23076923076923073,0.6153846153846154,4.769230769230769,73.3076923076923
Jeremy Gallon,WR,Michigan,244,2013,13,89,1373,9,3,4,0,/cfb/schools/michigan/2013.html,15.426966292134832,105.61538461538461,0.6923076923076923,6.846153846153846,18.2,247.8,1.6,41.84615384615385,3.0769230769230766,0.3846153846153846,0.3076923076923077,3.769230769230769,63.76923076923077
Jeremy Kerley,WR,TCU,153,2010,13,56,575,10,18,97,2,/cfb/schools/texas-christian/2010.html,10.267857142857142,44.23076923076923,0.7692307692307693,4.3076923076923075,16.8,229.5,2.2,3.3076923076923137,0.9230769230769229,0.6153846153846154,0.15384615384615385,3.3846153846153846,40.92307692307692
Jerrel Jernigan,WR,Troy,83,2010,13,84,822,6,45,322,3,/cfb/schools/troy/2010.html,9.785714285714286,63.23076923076923,0.46153846153846156,6.461538461538462,26.2,296.8,2.5,-21.46153846153846,1.0,0.15384615384615385,0.3076923076923077,5.461538461538462,84.6923076923077
Joe Adams,WR,Arkansas,104,2011,13,54,652,3,10,139,1,/cfb/schools/arkansas/2011.html,12.074074074074074,50.15384615384615,0.23076923076923078,4.153846153846154,23.0,300.7,2.0,-17.596153846153847,-0.012820512820512775,-0.2692307692307692,0.5,4.166666666666667,67.75
John Brown,WR,Pittsburg St.,91,2013,13,59,938,6,0,0,0,/cfb/schools/mississippi/2013.html,15.898305084745763,72.15384615384616,0.46153846153846156,4.538461538461538,23.8,283.3,1.8,-3.153846153846146,-0.5384615384615383,-0.3076923076923077,0.7692307692307693,5.076923076923077,75.3076923076923
Jonathan Baldwin,WR,Pittsburgh,26,2010,13,53,822,5,3,3,0,/cfb/schools/pittsburgh/2010.html,15.50943396226415,63.23076923076923,0.38461538461538464,4.076923076923077,17.7,201.2,1.2,-22.230769230769234,-0.3076923076923084,-0.23076923076923078,0.6153846153846154,4.384615384615385,85.46153846153847
Jordan Matthews,WR,Vanderbilt,42,2013,13,112,1477,7,6,54,0,/cfb/schools/vanderbilt/2013.html,13.1875,113.61538461538461,0.5384615384615384,8.615384615384615,18.7,227.5,1.2,11.84615384615384,1.3846153846153841,-0.07692307692307698,0.6153846153846154,7.230769230769231,101.76923076923077
Jordan Shipley,WR,Texas,84,2009,14,116,1485,13,1,0,0,/cfb/schools/texas/2009.html,12.801724137931034,106.07142857142857,0.9285714285714286,8.285714285714286,25.9,273.6,2.1,24.532967032967036,1.4395604395604407,0.08241758241758246,0.8461538461538461,6.846153846153846,81.53846153846153
Jordan White,WR,Western Michigan,244,2011,13,140,1911,17,1,27,0,/cfb/schools/western-michigan/2011.html,13.65,147.0,1.3076923076923077,10.76923076923077,28.4,337.3,3.1,32.16666666666667,2.935897435897437,0.47435897435897434,0.8333333333333334,7.833333333333333,114.83333333333333
Josh Boyce,WR,TCU,102,2012,13,66,891,7,3,6,1,/cfb/schools/texas-christian/2012.html,13.5,68.53846153846153,0.5384615384615384,5.076923076923077,18.2,236.5,2.0,-8.23076923076924,0.38461538461538414,-0.15384615384615385,0.6923076923076923,4.6923076923076925,76.76923076923077
Josh Huff,WR,Oregon,86,2013,13,62,1140,12,6,28,0,/cfb/schools/oregon/2013.html,18.387096774193548,87.6923076923077,0.9230769230769231,4.769230769230769,19.7,291.5,2.5,42.87412587412587,1.86013986013986,0.2867132867132868,0.6363636363636364,2.909090909090909,44.81818181818182
Julio Jones,WR,Alabama,6,2010,13,78,1133,7,8,135,2,/cfb/schools/alabama/2010.html,14.525641025641026,87.15384615384616,0.5384615384615384,6.0,19.5,261.2,1.8,41.307692307692314,2.6923076923076925,0.23076923076923073,0.3076923076923077,3.3076923076923075,45.84615384615385
Junior Hemingway,WR,Michigan,238,2011,13,34,699,4,0,0,0,/cfb/schools/michigan/2011.html,20.558823529411764,53.76923076923077,0.3076923076923077,2.6153846153846154,11.9,182.8,1.7,-5.530769230769231,-0.5846153846153848,-0.09230769230769231,0.4,3.2,59.3
Juron Criner,WR,Arizona,168,2011,11,75,956,11,1,0,0,/cfb/schools/arizona/2011.html,12.746666666666666,86.9090909090909,1.0,6.818181818181818,33.2,370.8,2.4,-7.937062937062933,0.5104895104895109,0.15384615384615385,0.8461538461538461,6.3076923076923075,94.84615384615384
Justin Blackmon,WR,Oklahoma St.,5,2011,13,122,1522,18,4,7,0,/cfb/schools/oklahoma-state/2011.html,12.475409836065573,117.07692307692308,1.3846153846153846,9.384615384615385,32.9,387.2,3.1,-31.42307692307692,0.13461538461538503,-0.28205128205128216,1.6666666666666667,9.25,148.5
Justin Brown,WR,Oklahoma,186,2012,13,73,879,5,0,0,0,/cfb/schools/oklahoma/2012.html,12.04109589041096,67.61538461538461,0.38461538461538464,5.615384615384615,28.9,336.5,2.3,27.846153846153847,2.9230769230769225,0.23076923076923078,0.15384615384615385,2.6923076923076925,39.76923076923077
Justin Hunter,WR,Tennessee,34,2012,12,73,1083,9,0,0,0,/cfb/schools/tennessee/2012.html,14.835616438356164,90.25,0.75,6.083333333333333,23.8,315.6,2.9,-14.416666666666671,0.4166666666666661,0.08333333333333337,0.6666666666666666,5.666666666666667,104.66666666666667
Kealoha Pilares,WR,Hawaii,132,2010,13,88,1306,15,0,0,0,/cfb/schools/hawaii/2010.html,14.840909090909092,100.46153846153847,1.1538461538461537,6.769230769230769,28.1,394.3,3.0,47.38461538461539,1.6923076923076925,0.846153846153846,0.3076923076923077,5.076923076923077,53.07692307692308
Keenan Allen,WR,California,76,2012,9,61,737,6,3,39,1,/cfb/schools/california/2012.html,12.081967213114755,81.88888888888889,0.6666666666666666,6.777777777777778,17.7,208.3,1.1,-21.41880341880342,-0.7606837606837606,0.20512820512820507,0.46153846153846156,7.538461538461538,103.3076923076923
Kelvin Benjamin,WR,Florida St.,28,2013,14,54,1011,15,0,0,0,/cfb/schools/florida-state/2013.html,18.72222222222222,72.21428571428571,1.0714285714285714,3.857142857142857,20.6,315.9,3.0,36.857142857142854,1.7142857142857144,0.7857142857142857,0.2857142857142857,2.142857142857143,35.357142857142854
Kendall Wright,WR,Baylor,20,2011,13,108,1663,14,10,72,0,/cfb/schools/baylor/2011.html,15.398148148148149,127.92307692307692,1.0769230769230769,8.307692307692308,23.6,351.5,3.1,54.69230769230769,2.3076923076923084,0.5384615384615384,0.5384615384615384,6.0,73.23076923076923
Kenny Stills,WR,Oklahoma,144,2012,13,82,959,11,2,22,0,/cfb/schools/oklahoma/2012.html,11.695121951219512,73.76923076923077,0.8461538461538461,6.3076923076923075,28.9,336.5,2.3,-3.4125874125874134,0.7622377622377616,0.11888111888111885,0.7272727272727273,5.545454545454546,77.18181818181819
Kerry Meier,WR,Kansas,165,2009,12,102,985,8,2,-2,0,/cfb/schools/kansas/2009.html,9.656862745098039,82.08333333333333,0.6666666666666666,8.5,26.7,310.3,1.8,1.6987179487179418,1.0384615384615383,0.05128205128205121,0.6153846153846154,7.461538461538462,80.38461538461539
Keshawn Martin,WR,Michigan St.,121,2011,14,66,777,4,19,113,2,/cfb/schools/michigan-state/2011.html,11.772727272727273,55.5,0.2857142857142857,4.714285714285714,20.6,252.5,1.9,19.68181818181818,1.8051948051948052,0.1948051948051948,0.09090909090909091,2.909090909090909,35.81818181818182
Kevin Dorsey,WR,Maryland,224,2012,12,18,311,4,0,0,0,/cfb/schools/maryland/2012.html,17.27777777777778,25.916666666666668,0.3333333333333333,1.5,13.8,181.8,1.4,-31.38333333333333,-3.0,0.033333333333333326,0.3,4.5,57.3
Kevin Norwood,WR,Alabama,123,2013,12,38,568,7,0,0,0,/cfb/schools/alabama/2013.html,14.947368421052632,47.333333333333336,0.5833333333333334,3.1666666666666665,18.8,248.5,2.3,11.871794871794876,0.9358974358974357,0.27564102564102566,0.3076923076923077,2.230769230769231,35.46153846153846
Kris Durham,WR,Georgia,107,2010,11,32,659,3,0,0,0,/cfb/schools/georgia/2010.html,20.59375,59.90909090909091,0.2727272727272727,2.909090909090909,16.8,242.4,1.9,40.00909090909091,1.6090909090909091,0.1727272727272727,0.1,1.3,19.9
Kyle Williams,WR,Arizona St.,206,2009,11,57,815,8,5,73,0,/cfb/schools/arizona-state/2009.html,14.298245614035087,74.0909090909091,0.7272727272727273,5.181818181818182,18.8,215.2,1.4,41.0,3.454545454545454,0.36363636363636365,0.36363636363636365,1.7272727272727273,33.09090909090909
LaVon Brazill,WR,Ohio,206,2011,14,72,1150,11,5,73,1,/cfb/schools/ohio/2011.html,15.972222222222221,82.14285714285714,0.7857142857142857,5.142857142857143,19.6,249.0,2.1,56.14285714285714,1.1428571428571432,0.7857142857142857,0.0,4.0,26.0
Leonard Hankerson,WR,Miami (FL),79,2010,13,72,1156,13,0,0,0,/cfb/schools/miami-fl/2010.html,16.055555555555557,88.92307692307692,1.0,5.538461538461538,18.5,238.8,1.6,27.307692307692307,2.0769230769230766,0.5384615384615384,0.46153846153846156,3.4615384615384617,61.61538461538461
Marc Mariani,WR,Montana,222,2009,13,37,455,4,5,25,0,/cfb/schools/ucla/2009.html,12.297297297297296,35.0,0.3076923076923077,2.8461538461538463,18.8,222.8,0.8,-3.3333333333333357,-1.5705128205128207,0.2243589743589744,0.08333333333333333,4.416666666666667,38.333333333333336
Marcus Easley,WR,Connecticut,107,2009,13,48,893,8,1,11,0,/cfb/schools/connecticut/2009.html,18.604166666666668,68.6923076923077,0.6153846153846154,3.6923076923076925,16.5,216.5,1.2,60.14685314685315,3.3286713286713288,0.6153846153846154,0.0,0.36363636363636365,8.545454545454545
Mardy Gilyard,WR,Cincinnati,99,2009,13,87,1191,11,5,16,1,/cfb/schools/cincinnati/2009.html,13.689655172413794,91.61538461538461,0.8461538461538461,6.6923076923076925,23.9,308.8,3.0,0.4725274725274744,0.9065934065934069,0.06043956043956045,0.7857142857142857,5.785714285714286,91.14285714285714
Markus Wheaton,WR,Oregon St.,79,2012,13,91,1244,11,20,142,2,/cfb/schools/oregon-state/2012.html,13.67032967032967,95.6923076923077,0.8461538461538461,7.0,24.2,307.1,2.1,13.525641025641022,0.916666666666667,0.7628205128205128,0.08333333333333333,6.083333333333333,82.16666666666667
Marqise Lee,WR,USC,39,2013,11,57,791,4,6,7,0,/cfb/schools/southern-california/2013.html,13.87719298245614,71.9090909090909,0.36363636363636365,5.181818181818182,17.9,227.1,1.4,-60.47552447552448,-3.895104895104895,-0.7132867132867132,1.0769230769230769,9.076923076923077,132.3846153846154
Marquess Wilson,WR,Washington St.,236,2012,9,52,813,5,0,0,0,/cfb/schools/washington-state/2012.html,15.634615384615385,90.33333333333333,0.5555555555555556,5.777777777777778,30.3,330.4,1.9,-25.333333333333343,-1.0555555555555554,-0.4444444444444444,1.0,6.833333333333333,115.66666666666667
