name,school,draft_pick,season,recs,recYDS,recTDS,rushAttempts,rushYards,rushTDS,YPG,TDPG,RPG,YPG_diff,RPG_diff,TDPG_diff,second_last_TDPG,second_last_RPG,second_last_YPG,age,nfl_games,nfl_recs,nfl_recYDS,nfl_recTDS,Yards_percentage,Receptions_Percentage,TD_Percentage,nfl_YPG,nfl_TDPG,nfl_RPG
Scott Miller,Bowling Green,208.0,2018.0,71.0,1148.0,9.0,4.0,16.0,0.0,104.36363636363636,0.8181818181818182,6.454545454545454,44.196969696969695,1.204545454545454,0.4848484848484849,0.3333333333333333,5.25,60.16666666666666,22,10.0,13.0,200.0,1.0,0.43721674220207946,0.027040408272079826,0.35573122529644274,20.0,0.1,1.3
John Ursua,Hawaii,236.0,2018.0,89.0,1343.0,16.0,2.0,4.0,1.0,103.3076923076923,1.2307692307692308,6.846153846153846,-7.858974358974365,-0.9871794871794872,0.3974358974358974,0.8333333333333334,7.833333333333333,111.16666666666669,25,3.0,1.0,11.0,0.0,0.3329284315426758,0.022063015939909267,0.3970223325062035,3.6666666666666665,0.0,0.3333333333333333
Terry Godwin,Georgia,237.0,2018.0,22.0,373.0,3.0,0.0,0.0,0.0,28.692307692307693,0.2307692307692307,1.6923076923076923,-13.907692307692308,-0.8410256410256409,-0.1692307692307692,0.4,2.533333333333333,42.6,22,3.0,3.0,32.0,0.0,0.1264535376478964,0.007458385598535444,0.09615384615384613,10.666666666666666,0.0,1.0
Olabisi Johnson,Colorado St.,247.0,2018.0,54.0,796.0,4.0,0.0,0.0,0.0,72.36363636363636,0.3636363636363636,4.909090909090909,22.780303030303024,1.4924242424242429,0.196969696969697,0.1666666666666666,3.4166666666666665,49.583333333333336,22,16.0,31.0,294.0,3.0,0.2373356391067116,0.016100658934374908,0.16528925619834708,18.375,0.1875,1.9375
Henry Ruggs III,Alabama,12.0,2019.0,40.0,746.0,7.0,2.0,75.0,1.0,62.16666666666666,0.5833333333333334,3.333333333333333,12.766666666666666,0.2666666666666666,-0.1499999999999999,0.7333333333333333,3.066666666666667,49.4,21,13.0,26.0,452.0,2.0,0.18166764075589323,0.00974089226573154,0.15350877192982457,34.76923076923077,0.15384615384615385,2.0
Jerry Jeudy,Alabama,15.0,2019.0,77.0,1163.0,10.0,1.0,1.0,0.0,89.46153846153847,0.7692307692307693,5.923076923076923,1.7948717948717956,1.38974358974359,-0.164102564102564,0.9333333333333332,4.533333333333333,87.66666666666667,21,16.0,52.0,856.0,3.0,0.2614305624241335,0.017308816256799895,0.20242914979757087,53.5,0.1875,3.25
CeeDee Lamb,Oklahoma,17.0,2019.0,62.0,1327.0,14.0,9.0,20.0,1.0,102.07692307692308,1.0769230769230769,4.769230769230769,19.36263736263737,0.1263736263736259,0.2912087912087912,0.7857142857142857,4.642857142857143,82.71428571428571,21,16.0,74.0,935.0,5.0,0.34323107961305677,0.01603641818840205,0.4142011834319526,58.4375,0.3125,4.625
Jalen Reagor,TCU,21.0,2019.0,43.0,611.0,5.0,14.0,89.0,0.0,50.91666666666666,0.4166666666666667,3.583333333333333,-30.69871794871795,-1.9551282051282048,-0.2756410256410256,0.6923076923076923,5.538461538461538,81.61538461538461,21,11.0,31.0,396.0,1.0,0.2499590901652757,0.017591228931435117,0.32051282051282054,36.0,0.09090909090909091,2.8181818181818183
Justin Jefferson,LSU,22.0,2019.0,111.0,1540.0,18.0,0.0,0.0,0.0,102.66666666666669,1.2,7.4,35.358974358974365,3.246153846153846,0.7384615384615384,0.4615384615384615,4.153846153846154,67.3076923076923,21,16.0,88.0,1400.0,7.0,0.25564409030544494,0.018426294820717132,0.29268292682926833,87.5,0.4375,5.5
Brandon Aiyuk,Arizona St.,25.0,2019.0,65.0,1192.0,8.0,1.0,6.0,0.0,99.33333333333331,0.6666666666666666,5.416666666666667,62.87179487179487,2.8782051282051286,0.4358974358974358,0.2307692307692307,2.5384615384615383,36.46153846153846,22,12.0,60.0,748.0,5.0,0.3992497320471596,0.021771168274383707,0.41666666666666663,62.333333333333336,0.4166666666666667,5.0
Tee Higgins,Clemson,33.0,2019.0,59.0,1167.0,13.0,1.0,36.0,1.0,77.8,0.8666666666666667,3.933333333333333,15.4,0.0,0.0666666666666666,0.8,3.933333333333333,62.4,21,16.0,67.0,908.0,6.0,0.269857787027402,0.01364319574517285,0.32098765432098764,56.75,0.375,4.1875
Michael Pittman Jr.,USC,34.0,2019.0,101.0,1275.0,11.0,0.0,0.0,0.0,98.07692307692308,0.8461538461538461,7.769230769230769,29.167832167832174,4.041958041958042,0.3006993006993007,0.5454545454545454,3.727272727272727,68.9090909090909,22,13.0,40.0,503.0,1.0,0.2920694552618317,0.023136482338388234,0.31339031339031337,38.69230769230769,0.07692307692307693,3.076923076923077
Laviska Shenault Jr.,Colorado,42.0,2019.0,56.0,764.0,4.0,23.0,161.0,2.0,69.45454545454545,0.3636363636363636,5.090909090909091,-42.87878787878788,-4.4646464646464645,-0.303030303030303,0.6666666666666666,9.555555555555555,112.33333333333331,21,14.0,58.0,600.0,5.0,0.2915807953591329,0.021372414319517596,0.2424242424242424,42.857142857142854,0.35714285714285715,4.142857142857143
KJ Hamler,Penn St.,46.0,2019.0,56.0,904.0,8.0,13.0,43.0,0.0,69.53846153846153,0.6153846153846154,4.307692307692308,11.538461538461531,1.0769230769230766,0.2307692307692307,0.3846153846153846,3.230769230769231,58.0,21,13.0,30.0,381.0,3.0,0.3142271194688727,0.019465396781257607,0.3238866396761134,29.307692307692307,0.23076923076923078,2.3076923076923075
Chase Claypool,Notre Dame,49.0,2019.0,66.0,1037.0,13.0,0.0,0.0,0.0,79.76923076923077,1.0,5.076923076923077,30.61538461538462,1.2307692307692304,0.6923076923076923,0.3076923076923077,3.8461538461538463,49.15384615384615,22,16.0,62.0,873.0,9.0,0.316293539925578,0.020130543524675165,0.35714285714285715,54.5625,0.5625,3.875
Van Jefferson,Florida,57.0,2019.0,49.0,657.0,6.0,1.0,7.0,0.0,50.53846153846154,0.4615384615384615,3.769230769230769,11.846153846153848,1.0769230769230766,0.0,0.4615384615384615,2.6923076923076925,38.69230769230769,24,16.0,19.0,220.0,1.0,0.1680135024549918,0.012530687397708674,0.1846153846153846,13.75,0.0625,1.1875
Denzel Mims,Baylor,59.0,2019.0,66.0,1020.0,12.0,0.0,0.0,0.0,72.85714285714286,0.8571428571428571,4.714285714285714,6.69047619047619,0.1309523809523813,0.1904761904761904,0.6666666666666666,4.583333333333333,66.16666666666667,22,9.0,23.0,357.0,0.0,0.2856022848182786,0.01848014784118273,0.5042016806722689,39.666666666666664,0.0,2.5555555555555554
Bryan Edwards,South Carolina,81.0,2019.0,71.0,816.0,6.0,2.0,22.0,0.0,81.6,0.6,7.1,16.523076923076914,2.869230769230769,0.0615384615384615,0.5384615384615384,4.230769230769231,65.07692307692308,21,12.0,11.0,193.0,1.0,0.3670715249662618,0.03193882141250562,0.6,16.083333333333332,0.08333333333333333,0.9166666666666666
Devin Duvernay,Texas,92.0,2019.0,106.0,1386.0,9.0,10.0,24.0,1.0,106.6153846153846,0.6923076923076923,8.153846153846153,67.61538461538461,5.2252747252747245,0.4065934065934066,0.2857142857142857,2.9285714285714284,39.0,22,16.0,20.0,201.0,0.0,0.3685288095934483,0.028184743013640347,0.27692307692307694,12.5625,0.0,1.25
Gabriel Davis,Central Florida,128.0,2019.0,72.0,1241.0,12.0,0.0,0.0,0.0,103.41666666666669,1.0,6.0,35.5,1.583333333333333,0.4166666666666666,0.5833333333333334,4.416666666666667,67.91666666666667,21,16.0,35.0,599.0,7.0,0.3265445742553416,0.01894537417113988,0.35714285714285715,37.4375,0.4375,2.1875
Antonio Gandy-Golden,Liberty,142.0,2019.0,79.0,1396.0,10.0,0.0,0.0,0.0,107.3846153846154,0.7692307692307693,6.076923076923077,13.11188811188812,-0.3776223776223775,-0.1398601398601398,0.9090909090909092,6.454545454545454,94.27272727272728,22,6.0,1.0,3.0,0.0,0.37170168011289517,0.021034693931890194,0.34965034965034963,0.5,0.0,0.16666666666666666
Tyler Johnson,Minnesota,161.0,2019.0,72.0,1107.0,10.0,0.0,0.0,0.0,100.63636363636364,0.9090909090909092,6.545454545454546,10.71328671328672,0.5454545454545459,-0.013986013986014,0.9230769230769232,6.0,89.92307692307692,22,14.0,12.0,169.0,2.0,0.3973010802856835,0.025840720668987547,0.37878787878787884,12.071428571428571,0.14285714285714285,0.8571428571428571
Collin Johnson,Texas,165.0,2019.0,38.0,559.0,3.0,0.0,0.0,0.0,79.85714285714286,0.4285714285714285,5.428571428571429,4.087912087912088,0.197802197802198,-0.1098901098901098,0.5384615384615384,5.230769230769231,75.76923076923077,22,14.0,18.0,272.0,2.0,0.27603575132092245,0.018764505456520666,0.1714285714285714,19.428571428571427,0.14285714285714285,1.2857142857142858
Quintez Cephus,Wisconsin,166.0,2019.0,59.0,901.0,7.0,0.0,0.0,0.0,64.35714285714286,0.5,4.214285714285714,14.25714285714286,1.2142857142857144,-0.0999999999999999,0.6,3.0,50.1,22,13.0,20.0,349.0,2.0,0.3216249018347969,0.02106089812236739,0.3846153846153846,26.846153846153847,0.15384615384615385,1.5384615384615385
John Hightower,Boise St.,168.0,2019.0,51.0,943.0,8.0,16.0,154.0,0.0,67.35714285714286,0.5714285714285714,3.642857142857143,16.957142857142863,0.5428571428571427,-0.0285714285714285,0.6,3.1,50.4,24,13.0,10.0,167.0,0.0,0.2573830449260331,0.013919973797696382,0.2597402597402597,12.846153846153847,0.0,0.7692307692307693
Isaiah Coulter,Rhode Island,171.0,2019.0,51.0,943.0,8.0,16.0,154.0,0.0,67.35714285714286,0.5714285714285714,3.642857142857143,16.957142857142863,0.5428571428571427,-0.0285714285714285,0.6,3.1,50.4,21,1.0,0.0,0.0,0.0,0.2573830449260331,0.013919973797696382,0.2597402597402597,0.0,0.0,0.0
Darnell Mooney,Tulane,173.0,2019.0,48.0,713.0,5.0,0.0,0.0,0.0,54.84615384615385,0.3846153846153846,3.692307692307693,-21.53846153846154,0.0,-0.2307692307692307,0.6153846153846154,3.692307692307693,76.38461538461539,22,16.0,61.0,631.0,4.0,0.2661142835815325,0.017915127085432764,0.2564102564102564,39.4375,0.25,3.8125
K.J. Osborn,Miami (FL),176.0,2019.0,50.0,547.0,5.0,5.0,15.0,0.0,42.07692307692308,0.3846153846153846,3.8461538461538463,-21.637362637362635,0.0604395604395606,-0.1153846153846153,0.5,3.7857142857142856,63.71428571428572,23,9.0,0.0,0.0,0.0,0.16884800592665763,0.015434004198049142,0.18315018315018314,0.0,0.0,0.0
Donovan Peoples-Jones,Michigan,187.0,2019.0,34.0,438.0,6.0,2.0,-7.0,0.0,39.81818181818182,0.5454545454545454,3.090909090909091,-7.25874125874126,-0.5244755244755246,-0.06993006993007,0.6153846153846154,3.615384615384616,47.07692307692308,21,12.0,14.0,304.0,2.0,0.15876468029578078,0.01232419892706974,0.28708133971291866,25.333333333333332,0.16666666666666666,1.1666666666666667
Quez Watkins,Southern Miss,200.0,2019.0,64.0,1178.0,6.0,1.0,1.0,0.0,98.16666666666669,0.5,5.333333333333333,17.34848484848486,-1.2121212121212128,-0.3181818181818182,0.8181818181818182,6.545454545454546,80.81818181818181,22,6.0,7.0,106.0,1.0,0.33909038572251016,0.01842256764536557,0.3333333333333333,17.666666666666668,0.16666666666666666,1.1666666666666667
James Proche,SMU,201.0,2019.0,111.0,1225.0,15.0,4.0,18.0,0.0,94.23076923076924,1.1538461538461535,8.538461538461538,-5.685897435897445,0.7884615384615383,0.1538461538461537,1.0,7.75,99.91666666666669,23,14.0,1.0,14.0,0.0,0.30495394573064477,0.027632561613144136,0.4437869822485206,1.0,0.0,0.07142857142857142
Isaiah Hodgins,Oregon St.,207.0,2019.0,86.0,1171.0,13.0,0.0,0.0,0.0,97.58333333333331,1.0833333333333333,7.166666666666667,17.94696969696969,1.803030303030304,0.6287878787878787,0.4545454545454545,5.363636363636363,79.63636363636364,21,1.0,0.0,0.0,0.0,0.38252972690448184,0.02809355808179799,0.4333333333333333,0.0,0.0,0.0
Dezmon Patmon,Washington St.,212.0,2019.0,58.0,762.0,8.0,0.0,0.0,0.0,58.61538461538461,0.6153846153846154,4.461538461538462,-4.153846153846153,-0.2307692307692308,0.2307692307692307,0.3846153846153846,4.6923076923076925,62.76923076923077,22,1.0,0.0,0.0,0.0,0.13406995566190444,0.010204799774790626,0.1619433198380567,0.0,0.0,0.0
Freddie Swain,Florida,214.0,2019.0,38.0,517.0,7.0,4.0,27.0,0.0,43.083333333333336,0.5833333333333334,3.1666666666666665,18.99242424242425,1.8939393939393936,0.1287878787878788,0.4545454545454545,1.2727272727272727,24.09090909090909,22,16.0,13.0,159.0,2.0,0.14322916666666666,0.010527482269503546,0.23333333333333334,9.9375,0.125,0.8125
Jauan Jennings,Tennessee,217.0,2019.0,59.0,969.0,8.0,13.0,51.0,1.0,74.53846153846153,0.6153846153846154,4.538461538461538,38.03846153846153,2.0384615384615383,0.3653846153846154,0.25,2.5,36.5,23,16.0,24.0,282.0,5.0,0.3366687513028976,0.020498922937947327,0.4102564102564103,17.625,0.3125,1.5
K.J. Hill,Ohio St.,220.0,2019.0,57.0,636.0,10.0,1.0,1.0,0.0,45.42857142857143,0.7142857142857143,4.071428571428571,-17.785714285714285,-0.9285714285714288,0.2857142857142857,0.4285714285714285,5.0,63.21428571428572,22,15.0,7.0,73.0,0.0,0.17266655807134712,0.015474833034696203,0.21008403361344538,4.866666666666666,0.0,0.4666666666666667
Tyrie Cleveland,Florida,252.0,2019.0,25.0,351.0,1.0,0.0,0.0,0.0,27.0,0.0769230769230769,1.9230769230769231,9.333333333333332,0.4230769230769231,-0.173076923076923,0.25,1.5,17.666666666666668,22,10.0,6.0,63.0,0.0,0.08976063829787234,0.006393207855973813,0.03076923076923076,6.3,0.0,0.6
Ja'Marr Chase,LSU,5.0,2019.0,84.0,1780.0,20.0,1.0,5.0,0.0,127.14285714285714,1.4285714285714286,6.0,103.06593406593406,4.230769230769231,1.1978021978021978,0.2307692307692307,1.7692307692307692,24.07692307692308,21,17.0,81.0,1455.0,13.0,0.31659077973819005,0.0149402390438247,0.34843205574912894,85.58823529411765,0.7647058823529411,4.764705882352941
Jaylen Waddle,Alabama,6.0,2020.0,28.0,591.0,4.0,3.0,12.0,0.0,98.5,0.6666666666666666,4.666666666666667,55.42307692307692,2.1282051282051286,0.205128205128205,0.4615384615384615,2.5384615384615383,43.07692307692308,22,16.0,104.0,1015.0,6.0,0.2749860413176996,0.013028103480364789,0.20833333333333331,63.4375,0.375,6.5
DeVonta Smith,Alabama,10.0,2020.0,117.0,1856.0,23.0,4.0,6.0,1.0,142.76923076923077,1.7692307692307692,9.0,46.15384615384616,3.769230769230769,0.6923076923076923,1.0769230769230769,5.230769230769231,96.6153846153846,22,17.0,64.0,916.0,5.0,0.39857406691577546,0.02512562814070352,0.5528846153846153,53.88235294117647,0.29411764705882354,3.764705882352941
Kadarius Toney,Florida,20.0,2020.0,70.0,984.0,10.0,19.0,161.0,1.0,89.45454545454545,0.9090909090909092,6.363636363636363,61.74025974025974,4.935064935064935,0.7662337662337662,0.1428571428571428,1.4285714285714286,27.714285714285715,22,10.0,39.0,420.0,0.0,0.23627719348797002,0.01680833693511982,0.23923444976076558,42.0,0.0,3.9
Rashod Bateman,Minnesota,27.0,2020.0,36.0,472.0,2.0,0.0,0.0,0.0,94.4,0.4,7.2,0.6307692307692321,2.584615384615385,-0.4461538461538461,0.8461538461538461,4.615384615384615,93.76923076923076,21,12.0,46.0,515.0,1.0,0.47413360120542447,0.03616273229532898,0.4,42.916666666666664,0.08333333333333333,3.8333333333333335
Elijah Moore,Mississippi,34.0,2020.0,86.0,1193.0,8.0,14.0,64.0,0.0,149.125,1.0,10.75,78.29166666666667,5.166666666666667,0.5,0.5,5.583333333333333,70.83333333333333,21,11.0,43.0,538.0,5.0,0.43237170194259206,0.03116845462452885,0.3333333333333333,48.90909090909091,0.45454545454545453,3.909090909090909
Rondale Moore,Purdue,49.0,2020.0,35.0,270.0,0.0,6.0,32.0,1.0,90.0,0.0,11.666666666666666,-6.75,4.416666666666666,-0.5,0.5,7.25,96.75,21,14.0,54.0,435.0,1.0,0.2912621359223301,0.037756202804746494,0.0,31.071428571428573,0.07142857142857142,3.857142857142857
D'Wayne Eskridge,Western Michigan,56.0,2020.0,34.0,784.0,8.0,1.0,27.0,0.0,130.66666666666666,1.3333333333333333,5.666666666666667,112.41666666666666,4.916666666666667,1.3333333333333333,0.0,0.75,18.25,24,10.0,10.0,64.0,1.0,0.46041813483673943,0.019967112990368803,0.4444444444444444,6.4,0.1,1.0
Tutu Atwell,Louisville,57.0,2020.0,46.0,625.0,7.0,2.0,-2.0,1.0,69.44444444444444,0.7777777777777778,5.111111111111111,-28.70940170940172,-0.2735042735042743,-0.1452991452991453,0.9230769230769232,5.384615384615385,98.15384615384616,21,8.0,0.0,0.0,0.0,0.28437528437528437,0.02093002093002093,0.43209876543209874,0.0,0.0,0.0
Terrace Marshall Jr.,LSU,59.0,2020.0,48.0,731.0,10.0,0.0,0.0,0.0,104.42857142857144,1.4285714285714286,6.857142857142857,48.511904761904766,3.0238095238095237,0.3452380952380953,1.0833333333333333,3.8333333333333335,55.91666666666666,21,13.0,17.0,138.0,0.0,0.3344925414111834,0.02196394252768372,0.5952380952380952,10.615384615384615,0.0,1.3076923076923077
Josh Palmer,Tennessee,77.0,2020.0,33.0,475.0,4.0,0.0,0.0,0.0,47.5,0.4,3.3,12.346153846153848,0.6846153846153844,0.3230769230769231,0.0769230769230769,2.6153846153846154,35.15384615384615,21,17.0,33.0,353.0,4.0,0.23204689789936495,0.01612115290669272,0.28571428571428575,20.764705882352942,0.23529411764705882,1.9411764705882353
Dyami Brown,North Carolina,82.0,2020.0,55.0,1099.0,8.0,0.0,0.0,0.0,99.9090909090909,0.7272727272727273,5.0,20.370629370629374,1.076923076923077,-0.1958041958041958,0.9230769230769232,3.923076923076923,79.53846153846153,21,15.0,12.0,165.0,0.0,0.3314833805875611,0.016589250165892504,0.27972027972027974,11.0,0.0,0.8
Amari Rodgers,Clemson,85.0,2020.0,77.0,1020.0,7.0,0.0,0.0,0.0,85.0,0.5833333333333334,6.416666666666667,54.57142857142857,4.273809523809524,0.2976190476190476,0.2857142857142857,2.142857142857143,30.428571428571427,21,16.0,4.0,45.0,0.0,0.24390243902439024,0.018412242945958873,0.22435897435897437,2.8125,0.0,0.25
Nico Collins,Michigan,89.0,2019.0,37.0,729.0,7.0,0.0,0.0,0.0,60.75,0.5833333333333334,3.083333333333333,12.134615384615389,0.1602564102564105,0.1217948717948718,0.4615384615384615,2.923076923076923,48.61538461538461,22,14.0,33.0,446.0,1.0,0.24222488038277512,0.012293992557150451,0.30701754385964913,31.857142857142858,0.07142857142857142,2.357142857142857
Anthony Schwartz,Auburn,91.0,2020.0,54.0,636.0,3.0,4.0,-6.0,0.0,63.6,0.3,5.4,29.753846153846155,2.2461538461538466,0.223076923076923,0.0769230769230769,3.1538461538461537,33.84615384615385,21,14.0,10.0,135.0,1.0,0.28869723104857015,0.02451202905129369,0.2727272727272727,9.642857142857142,0.07142857142857142,0.7142857142857143
Dez Fitzpatrick,Louisville,109.0,2020.0,43.0,833.0,3.0,0.0,0.0,0.0,75.72727272727273,0.2727272727272727,3.909090909090909,26.881118881118887,1.2167832167832169,-0.1888111888111888,0.4615384615384615,2.6923076923076925,48.84615384615385,23,4.0,5.0,49.0,1.0,0.3101034919216738,0.016007743280470554,0.1515151515151515,12.25,0.25,1.25
Amon-Ra St. Brown,USC,112.0,2020.0,41.0,478.0,7.0,0.0,0.0,0.0,79.66666666666667,1.1666666666666667,6.833333333333333,-0.487179487179489,0.9102564102564096,0.7051282051282052,0.4615384615384615,5.923076923076923,80.15384615384616,21,17.0,90.0,912.0,5.0,0.24950412360371646,0.021400981313289484,0.41666666666666674,53.64705882352941,0.29411764705882354,5.294117647058823
Jaelon Darden,North Texas,129.0,2020.0,74.0,1190.0,19.0,1.0,-3.0,0.0,132.22222222222223,2.111111111111111,8.222222222222221,70.88888888888889,1.8888888888888884,1.1111111111111112,1.0,6.333333333333333,61.333333333333336,22,9.0,6.0,43.0,0.0,0.4672163329407146,0.029053788771103255,0.7539682539682541,4.777777777777778,0.0,0.6666666666666666
Tylan Wallace,Oklahoma St.,131.0,2020.0,59.0,922.0,6.0,1.0,7.0,0.0,92.2,0.6,5.9,-8.133333333333326,0.011111111111111,-0.2888888888888888,0.8888888888888888,5.888888888888889,100.33333333333331,22,17.0,2.0,23.0,0.0,0.3849686847599165,0.024634655532359082,0.37499999999999994,1.3529411764705883,0.0,0.11764705882352941
Jacob Harris,Central Florida,141.0,2020.0,30.0,539.0,8.0,0.0,0.0,0.0,53.9,0.8,3.0,19.43846153846154,1.5384615384615383,0.7230769230769232,0.0769230769230769,1.4615384615384617,34.46153846153846,24,9.0,0.0,0.0,0.0,0.15081141578063795,0.008393956351426974,0.25,0.0,0.0,0.0
Ihmir Smith-Marsette,Iowa,157.0,2020.0,25.0,345.0,3.0,7.0,54.0,1.0,49.285714285714285,0.4285714285714285,3.571428571428572,-6.252747252747255,0.186813186813187,0.0439560439560439,0.3846153846153846,3.3846153846153846,55.53846153846154,22,8.0,5.0,116.0,2.0,0.24942163100057838,0.018074031231925972,0.3896103896103895,14.5,0.25,0.625
Simi Fehoko,Stanford,179.0,2020.0,37.0,574.0,3.0,1.0,-1.0,0.0,95.66666666666669,0.5,6.166666666666667,48.50000000000001,4.166666666666667,0.0,0.5,2.0,47.16666666666666,23,5.0,0.0,0.0,0.0,0.33298526511196197,0.021464206984568975,0.4166666666666667,0.0,0.0,0.0
Frank Darby,Arizona St.,187.0,2020.0,6.0,46.0,1.0,0.0,0.0,0.0,11.5,0.25,1.5,-35.88461538461539,-0.8846153846153846,-0.3653846153846154,0.6153846153846154,2.3846153846153846,47.38461538461539,23,10.0,1.0,14.0,0.0,0.059186824498198655,0.007720020586721564,0.1923076923076923,1.4,0.0,0.1
Shi Smith,South Carolina,204.0,2020.0,57.0,633.0,4.0,6.0,6.0,0.0,70.33333333333333,0.4444444444444444,6.333333333333333,21.43333333333333,2.033333333333333,0.2444444444444444,0.2,4.3,48.9,22,6.0,6.0,104.0,0.0,0.37571225071225073,0.033831908831908834,0.5555555555555555,17.333333333333332,0.0,1.0
Racey McMath,LSU,205.0,2020.0,14.0,195.0,1.0,0.0,0.0,0.0,32.5,0.1666666666666666,2.333333333333333,12.142857142857142,1.1190476190476193,-0.0476190476190476,0.2142857142857142,1.2142857142857142,20.357142857142858,22,9.0,2.0,8.0,0.0,0.10409993593850096,0.007473841554559043,0.06944444444444442,0.8888888888888888,0.0,0.2222222222222222
Jalen Camp,Georgia Tech,209.0,2020.0,29.0,439.0,4.0,0.0,0.0,0.0,43.9,0.4,2.9,21.566666666666663,1.7333333333333332,0.2333333333333333,0.1666666666666666,1.1666666666666667,22.33333333333333,23,3.0,0.0,0.0,0.0,0.22049221496735308,0.014565544952285283,0.28571428571428575,0.0,0.0,0.0
Seth Williams,Auburn,219.0,2020.0,47.0,760.0,4.0,0.0,0.0,0.0,69.0909090909091,0.3636363636363636,4.2727272727272725,-0.0757575757575779,-0.6439393939393945,-0.303030303030303,0.6666666666666666,4.916666666666667,69.16666666666667,21,2.0,1.0,34.0,0.0,0.31362192052160276,0.019395039821730697,0.33057851239669417,17.0,0.0,0.5
Dazz Newsome,North Carolina,221.0,2020.0,54.0,684.0,6.0,2.0,21.0,1.0,57.0,0.5,4.5,-27.83333333333333,-1.5,-0.3333333333333333,0.8333333333333334,6.0,84.83333333333333,22,3.0,2.0,23.0,0.0,0.18911745189117454,0.014930325149303253,0.1923076923076923,7.666666666666667,0.0,0.6666666666666666
Mike Strachan,Charleston (WV),229.0,2020.0,54.0,684.0,6.0,2.0,21.0,1.0,57.0,0.5,4.5,-27.83333333333333,-1.5,-0.3333333333333333,0.8333333333333334,6.0,84.83333333333333,24,6.0,2.0,26.0,0.0,0.18911745189117454,0.014930325149303253,0.1923076923076923,4.333333333333333,0.0,0.3333333333333333
Ben Skowronek,Notre Dame,249.0,2020.0,29.0,439.0,5.0,2.0,17.0,1.0,39.90909090909091,0.4545454545454545,2.636363636363636,-7.0909090909090935,-1.3636363636363638,0.4545454545454545,0.0,4.0,47.0,24,14.0,11.0,133.0,0.0,0.1681090602741824,0.011105154323351456,0.3496503496503496,9.5,0.0,0.7857142857142857
Dax Milne,BYU,258.0,2020.0,70.0,1188.0,8.0,11.0,67.0,0.0,99.0,0.6666666666666666,5.833333333333333,77.07692307692308,4.217948717948717,0.5128205128205128,0.1538461538461538,1.6153846153846154,21.923076923076923,22,13.0,9.0,83.0,0.0,0.29810298102981025,0.01756499046471946,0.2380952380952381,6.384615384615385,0.0,0.6923076923076923
Drake London,USC,8.0,2021.0,88.0,1084.0,7.0,1.0,2.0,0.0,135.5,0.875,11.0,51.83333333333333,5.5,0.375,0.5,5.5,83.66666666666667,21,17.0,72.0,866.0,4.0,0.4542406972846128,0.03687562856185048,0.4861111111111111,50.94117647058823,0.23529411764705882,4.235294117647059
Garrett Wilson,Ohio St.,10.0,2021.0,70.0,1058.0,12.0,4.0,76.0,1.0,96.1818181818182,1.0909090909090908,6.363636363636363,5.806818181818187,0.9886363636363632,0.3409090909090908,0.75,5.375,90.375,22,17.0,83.0,1103.0,4.0,0.25251199312632766,0.016706842645409198,0.3116883116883117,64.88235294117646,0.23529411764705882,4.882352941176471
Chris Olave,Ohio St.,11.0,2021.0,65.0,936.0,13.0,0.0,0.0,0.0,78.0,1.0833333333333333,5.416666666666667,-26.14285714285714,-1.7261904761904765,0.0833333333333332,1.0,7.142857142857143,104.14285714285714,22,15.0,72.0,1042.0,4.0,0.20477815699658705,0.014220705346985212,0.3095238095238095,69.46666666666667,0.26666666666666666,4.8
Jameson Williams,Alabama,12.0,2021.0,79.0,1572.0,15.0,3.0,23.0,0.0,104.8,1.0,5.266666666666667,85.55,4.141666666666667,0.75,0.25,1.125,19.25,21,6.0,1.0,41.0,1.0,0.30987581312832646,0.01557263946382811,0.3125,6.833333333333333,0.16666666666666666,0.16666666666666666
Jahan Dotson,Penn St.,16.0,2021.0,91.0,1182.0,12.0,6.0,18.0,1.0,98.5,1.0,7.583333333333333,0.2777777777777714,1.8055555555555556,0.1111111111111111,0.8888888888888888,5.777777777777778,98.22222222222224,22,12.0,35.0,523.0,7.0,0.36685288640595903,0.028243327126008688,0.5263157894736842,43.583333333333336,0.5833333333333334,2.9166666666666665
Treylon Burks,Arkansas,18.0,2021.0,66.0,1104.0,11.0,14.0,112.0,1.0,92.0,0.9166666666666666,5.5,0.8888888888888857,-0.1666666666666669,0.1388888888888888,0.7777777777777778,5.666666666666667,91.11111111111111,22,11.0,33.0,444.0,1.0,0.43010752688172044,0.02571294997662459,0.5392156862745098,40.36363636363637,0.09090909090909091,3.0
Wan'Dale Robinson,Kentucky,43.0,2021.0,104.0,1334.0,7.0,7.0,111.0,0.0,102.6153846153846,0.5384615384615384,8.0,44.99038461538461,1.625,0.4134615384615384,0.125,6.375,57.625,21,6.0,23.0,227.0,1.0,0.4548554282596835,0.03546099290780142,0.29914529914529914,37.833333333333336,0.16666666666666666,3.8333333333333335
John Metchie,Alabama,44.0,2021.0,96.0,1142.0,8.0,1.0,8.0,0.0,87.84615384615384,0.6153846153846154,7.384615384615385,17.384615384615373,3.153846153846154,0.1538461538461538,0.4615384615384615,4.230769230769231,70.46153846153847,22,16.0,16.0,158.0,0.0,0.2597461674930628,0.02183505436018742,0.19230769230769232,9.875,0.0,1.0
