name,school,draft_pick,season,recs,recYDS,recTDS,rushAttempts,rushYards,rushTDS,YPG,TDPG,RPG,YPG_diff,RPG_diff,TDPG_diff,second_last_TDPG,second_last_RPG,second_last_YPG,age,nfl_games,nfl_recs,nfl_recYDS,nfl_recTDS,Yards_percentage,Receptions_Percentage,TD_Percentage,nfl_YPG,nfl_TDPG,nfl_RPG,conference_ACC,conference_Big 12,conference_Big Ten,conference_Other,conference_SEC
Marvin McNutt,Iowa,194.0,2011.0,82.0,1315.0,12.0,6.0,58.0,0.0,101.15384615384616,0.9230769230769232,6.307692307692308,34.923076923076934,2.230769230769231,0.3076923076923077,0.6153846153846154,4.076923076923077,66.23076923076923,23,4.0,0.0,0.0,0.0,0.4308085440964487,0.026864106932250033,0.48582995951417013,0.0,0.0,0.0,False,False,True,False,False
LaVon Brazill,Ohio,206.0,2011.0,72.0,1150.0,11.0,5.0,73.0,1.0,82.14285714285714,0.7857142857142857,5.142857142857143,56.14285714285714,1.1428571428571432,0.7857142857142857,0.0,4.0,26.0,23,15.0,11.0,186.0,1.0,0.32989099254159493,0.020654044750430294,0.37414965986394555,12.4,0.06666666666666667,0.7333333333333333,False,False,False,True,False
Rishard Matthews,Nevada,227.0,2011.0,91.0,1364.0,8.0,5.0,-1.0,0.0,113.66666666666669,0.6666666666666666,7.583333333333333,50.88095238095239,3.583333333333333,0.3095238095238095,0.3571428571428571,4.0,62.785714285714285,22,8.0,11.0,151.0,0.0,0.4385288065843622,0.029256687242798354,0.4444444444444444,18.875,0.0,1.375,False,False,False,True,False
Toney Clemons,Colorado,231.0,2011.0,43.0,680.0,8.0,0.0,0.0,0.0,52.30769230769231,0.6153846153846154,3.3076923076923075,12.141025641025642,-0.275641025641026,0.3653846153846154,0.25,3.583333333333333,40.16666666666666,23,4.0,3.0,41.0,0.0,0.22015022015022015,0.01392126392126392,0.38461538461538464,10.25,0.0,0.75,False,True,False,False,False
Jeremy Ebert,Northwestern,235.0,2011.0,75.0,1060.0,11.0,4.0,26.0,0.0,81.53846153846153,0.8461538461538461,5.769230769230769,8.230769230769226,1.0,0.2307692307692307,0.6153846153846154,4.769230769230769,73.3076923076923,23,5.0,3.0,18.0,0.0,0.32076499425043875,0.022695636385644254,0.4230769230769231,3.6,0.0,0.6,False,False,True,False,False
Junior Hemingway,Michigan,238.0,2011.0,34.0,699.0,4.0,0.0,0.0,0.0,53.76923076923077,0.3076923076923077,2.6153846153846154,-5.530769230769231,-0.5846153846153848,-0.0923076923076923,0.4,3.2,59.3,23,1.0,0.0,0.0,0.0,0.2941424002693149,0.014307355664029624,0.1809954751131222,0.0,0.0,0.0,False,False,True,False,False
Jordan White,Western Michigan,244.0,2011.0,140.0,1911.0,17.0,1.0,27.0,0.0,147.0,1.3076923076923077,10.76923076923077,32.16666666666667,2.935897435897437,0.4743589743589743,0.8333333333333334,7.833333333333333,114.83333333333331,24,3.0,1.0,13.0,0.0,0.43581381559442633,0.03192775205819973,0.4218362282878412,4.333333333333333,0.0,0.3333333333333333,False,False,False,True,False
Tavon Austin,West Virginia,8.0,2012.0,114.0,1289.0,12.0,72.0,643.0,3.0,99.15384615384616,0.9230769230769232,8.76923076923077,7.923076923076934,1.0000000000000009,0.3076923076923077,0.6153846153846154,7.769230769230769,91.23076923076924,23,13.0,40.0,418.0,4.0,0.30028421003587574,0.02655733122117132,0.2714932126696833,32.15384615384615,0.3076923076923077,3.076923076923077,False,True,False,False,False
DeAndre Hopkins,Clemson,27.0,2012.0,82.0,1405.0,18.0,0.0,0.0,0.0,108.07692307692308,1.3846153846153846,6.307692307692308,38.21978021978022,1.1648351648351642,1.0274725274725274,0.3571428571428571,5.142857142857143,69.85714285714286,21,16.0,52.0,802.0,2.0,0.3360600841944125,0.01961347110600842,0.4466501240694789,50.125,0.125,3.25,True,False,False,False,False
Justin Hunter,Tennessee,34.0,2012.0,73.0,1083.0,9.0,0.0,0.0,0.0,90.25,0.75,6.083333333333333,-14.416666666666671,0.4166666666666661,0.0833333333333333,0.6666666666666666,5.666666666666667,104.66666666666669,22,14.0,18.0,354.0,4.0,0.2859632446134347,0.019275454161385718,0.25862068965517243,25.285714285714285,0.2857142857142857,1.2857142857142858,False,False,False,False,True
Robert Woods,USC,41.0,2012.0,76.0,846.0,11.0,1.0,76.0,0.0,65.07692307692308,0.8461538461538461,5.846153846153846,-42.58974358974359,-3.403846153846154,-0.4038461538461538,1.25,9.25,107.66666666666669,21,14.0,40.0,587.0,3.0,0.23052399247935912,0.020709011144717838,0.28205128205128205,41.92857142857143,0.21428571428571427,2.857142857142857,False,False,True,False,False
Aaron Dobson,Marshall,59.0,2012.0,57.0,679.0,3.0,0.0,0.0,0.0,67.9,0.3,5.7,16.51538461538462,1.930769230769231,-0.6230769230769231,0.9230769230769232,3.769230769230769,51.38461538461539,22,12.0,37.0,519.0,4.0,0.1859764448096412,0.015612161051766639,0.09090909090909091,43.25,0.3333333333333333,3.0833333333333335,False,False,False,True,False
Terrance Williams,Baylor,74.0,2012.0,97.0,1832.0,12.0,2.0,14.0,0.0,140.92307692307693,0.9230769230769232,7.461538461538462,67.30769230769232,2.923076923076924,0.0769230769230769,0.8461538461538461,4.538461538461538,73.61538461538461,23,16.0,44.0,736.0,5.0,0.4138710041793743,0.02191347565796905,0.3550295857988166,46.0,0.3125,2.75,False,True,False,False,False
Keenan Allen,California,76.0,2012.0,61.0,737.0,6.0,3.0,39.0,1.0,81.88888888888889,0.6666666666666666,6.777777777777778,-21.41880341880342,-0.7606837606837606,0.205128205128205,0.4615384615384615,7.538461538461538,103.3076923076923,21,15.0,71.0,1046.0,8.0,0.3931295673974502,0.032538539499653275,0.606060606060606,69.73333333333333,0.5333333333333333,4.733333333333333,False,False,False,True,False
Marquise Goodwin,Texas,78.0,2012.0,26.0,340.0,3.0,13.0,140.0,3.0,26.153846153846157,0.2307692307692307,2.0,-8.929487179487182,-0.75,0.0641025641025641,0.1666666666666666,2.75,35.083333333333336,22,12.0,17.0,283.0,3.0,0.099368716389993,0.007598784194528876,0.12145748987854248,23.583333333333332,0.25,1.4166666666666667,False,False,False,False,True
Markus Wheaton,Oregon St.,79.0,2012.0,91.0,1244.0,11.0,20.0,142.0,2.0,95.6923076923077,0.8461538461538461,7.0,13.525641025641022,0.916666666666667,0.7628205128205128,0.0833333333333333,6.083333333333333,82.16666666666667,22,12.0,6.0,64.0,0.0,0.3115998296721188,0.022793878215564962,0.4029304029304029,5.333333333333333,0.0,0.5,False,False,False,True,False
Stedman Bailey,West Virginia,92.0,2012.0,114.0,1622.0,25.0,2.0,13.0,0.0,124.76923076923076,1.9230769230769231,8.76923076923077,26.384615384615387,3.230769230769232,1.0,0.9230769230769232,5.538461538461538,98.3846153846154,22,16.0,17.0,226.0,0.0,0.3778595722871919,0.02655733122117132,0.5656108597285068,14.125,0.0,1.0625,False,True,False,False,False
Ace Sanders,South Carolina,101.0,2012.0,45.0,531.0,9.0,3.0,1.0,0.0,40.84615384615385,0.6923076923076923,3.4615384615384617,11.384615384615389,1.2307692307692308,0.5384615384615384,0.1538461538461538,2.230769230769231,29.46153846153846,21,15.0,51.0,484.0,1.0,0.17155041514554326,0.014538170775046039,0.31468531468531463,32.266666666666666,0.06666666666666667,3.4,False,False,False,False,True
Josh Boyce,TCU,102.0,2012.0,66.0,891.0,7.0,3.0,6.0,1.0,68.53846153846153,0.5384615384615384,5.076923076923077,-8.23076923076924,0.3846153846153841,-0.1538461538461538,0.6923076923076923,4.6923076923076925,76.76923076923077,22,9.0,9.0,121.0,0.0,0.28980322003577813,0.02146690518783542,0.2692307692307692,13.444444444444445,0.0,1.0,False,True,False,False,False
Quinton Patton,Louisiana Tech,128.0,2012.0,104.0,1392.0,13.0,1.0,-5.0,0.0,116.0,1.0833333333333333,8.666666666666666,23.538461538461533,2.589743589743589,0.2371794871794871,0.8461538461538461,6.076923076923077,92.46153846153848,23,6.0,3.0,34.0,0.0,0.330672748004561,0.024705435195743062,0.3869047619047619,5.666666666666667,0.0,0.5,False,False,False,True,False
Kenny Stills,Oklahoma,144.0,2012.0,82.0,959.0,11.0,2.0,22.0,0.0,73.76923076923077,0.8461538461538461,6.307692307692308,-3.4125874125874134,0.7622377622377616,0.1188811188811188,0.7272727272727273,5.545454545454546,77.18181818181819,21,16.0,32.0,641.0,5.0,0.2192250542919191,0.018744999428506118,0.3678929765886288,40.0625,0.3125,2.0,False,False,False,False,True
Tavarres King,Georgia,161.0,2012.0,42.0,950.0,9.0,1.0,0.0,0.0,67.85714285714286,0.6428571428571429,3.0,17.500000000000007,-0.3571428571428572,0.0714285714285715,0.5714285714285714,3.357142857142857,50.35714285714285,23,2.0,2.0,13.0,0.0,0.23801172520919978,0.010522623640827778,0.24725274725274726,6.5,0.0,1.0,False,False,False,False,True
Corey Fuller,Virginia Tech,171.0,2012.0,43.0,815.0,6.0,1.0,10.0,0.0,62.69230769230769,0.4615384615384615,3.3076923076923075,59.97802197802198,3.021978021978022,0.4615384615384615,0.0,0.2857142857142857,2.7142857142857144,23,16.0,14.0,212.0,1.0,0.27151280940800215,0.014325215711097045,0.32967032967032966,13.25,0.0625,0.875,True,False,False,False,False
Justin Brown,Oklahoma,186.0,2012.0,73.0,879.0,5.0,0.0,0.0,0.0,67.61538461538461,0.3846153846153846,5.615384615384615,27.846153846153847,2.9230769230769225,0.2307692307692307,0.1538461538461538,2.6923076923076925,39.76923076923077,22,8.0,12.0,94.0,0.0,0.20093724997142529,0.016687621442450565,0.16722408026755853,11.75,0.0,1.5,False,False,False,False,True
Cobi Hamilton,Arkansas,197.0,2012.0,90.0,1335.0,5.0,0.0,0.0,0.0,111.25,0.4166666666666667,7.5,69.5576923076923,4.884615384615385,0.1089743589743589,0.3076923076923077,2.6153846153846154,41.69230769230769,22,0.0,0.0,0.0,0.0,0.36898839137645106,0.024875621890547265,0.2192982456140351,,,,False,False,False,False,True
Brice Butler,San Diego St.,209.0,2012.0,24.0,347.0,4.0,0.0,0.0,0.0,26.692307692307693,0.3076923076923077,1.8461538461538465,13.055944055944057,0.7552447552447554,0.3076923076923077,0.0,1.0909090909090908,13.636363636363637,23,10.0,9.0,103.0,0.0,0.1517470590807714,0.010495473826912146,0.19230769230769232,10.3,0.0,0.9,False,False,False,True,False
Charles Johnson,Grand Valley St.,216.0,2012.0,23.0,208.0,5.0,2.0,1.0,1.0,17.333333333333332,0.4166666666666667,1.9166666666666667,13.025641025641026,1.2243589743589745,0.3397435897435897,0.0769230769230769,0.6923076923076923,4.307692307692308,24,12.0,31.0,475.0,2.0,0.08632138114209827,0.00954515272244356,0.3787878787878788,39.583333333333336,0.16666666666666666,2.5833333333333335,False,False,False,True,False
Kevin Dorsey,Maryland,224.0,2012.0,18.0,311.0,4.0,0.0,0.0,0.0,25.916666666666668,0.3333333333333333,1.5,-31.38333333333333,-3.0,0.0333333333333333,0.3,4.5,57.3,23,3.0,1.0,4.0,0.0,0.14255592225889255,0.00825082508250825,0.2380952380952381,1.3333333333333333,0.0,0.3333333333333333,False,False,True,False,False
Marquess Wilson,Washington St.,236.0,2012.0,52.0,813.0,5.0,0.0,0.0,0.0,90.33333333333331,0.5555555555555556,5.777777777777778,-25.333333333333343,-1.0555555555555554,-0.4444444444444444,1.0,6.833333333333333,115.66666666666669,20,10.0,2.0,13.0,0.0,0.2734059725585149,0.017487220877051388,0.2923976608187135,1.3,0.0,0.2,False,False,False,True,False
Sammy Watkins,Clemson,4.0,2013.0,101.0,1464.0,12.0,6.0,11.0,0.0,112.6153846153846,0.9230769230769232,7.769230769230769,41.815384615384616,2.069230769230769,0.6230769230769231,0.3,5.7,70.8,21,16.0,65.0,982.0,6.0,0.33808281181442384,0.02332401912107706,0.30769230769230776,61.375,0.375,4.0625,True,False,False,False,False
Mike Evans,Texas A&M,7.0,2013.0,69.0,1394.0,12.0,0.0,0.0,0.0,107.23076923076924,0.9230769230769232,5.307692307692308,22.230769230769223,-1.0,0.5384615384615385,0.3846153846153846,6.307692307692308,85.0,21,15.0,68.0,1051.0,12.0,0.3035119423457946,0.015023187964031442,0.29776674937965264,70.06666666666666,0.8,4.533333333333333,False,False,False,False,True
Odell Beckham Jr.,LSU,12.0,2013.0,59.0,1152.0,8.0,5.0,58.0,0.0,88.61538461538461,0.6153846153846154,4.538461538461538,33.76923076923077,1.2307692307692308,0.4615384615384615,0.1538461538461538,3.3076923076923075,54.84615384615385,21,12.0,91.0,1305.0,12.0,0.35304934109714986,0.018081520073551946,0.3418803418803419,108.75,1.0,7.583333333333333,False,False,False,False,True
Brandin Cooks,Oregon St.,20.0,2013.0,128.0,1730.0,16.0,32.0,217.0,2.0,133.07692307692307,1.2307692307692308,9.846153846153848,44.53846153846153,4.6923076923076925,0.8461538461538463,0.3846153846153846,5.153846153846154,88.53846153846153,20,10.0,53.0,550.0,3.0,0.35715760353441506,0.026425533671910487,0.4244031830238727,55.0,0.3,5.3,False,False,False,True,False
Kelvin Benjamin,Florida St.,28.0,2013.0,54.0,1011.0,15.0,0.0,0.0,0.0,72.21428571428571,1.0714285714285714,3.857142857142857,36.85714285714285,1.7142857142857144,0.7857142857142857,0.2857142857142857,2.142857142857143,35.357142857142854,23,16.0,73.0,1008.0,9.0,0.22859856193189526,0.012210012210012212,0.35714285714285715,63.0,0.5625,4.5625,True,False,False,False,False
Marqise Lee,USC,39.0,2013.0,57.0,791.0,4.0,6.0,7.0,0.0,71.9090909090909,0.3636363636363636,5.181818181818182,-60.47552447552448,-3.895104895104895,-0.7132867132867132,1.0769230769230769,9.076923076923077,132.3846153846154,22,13.0,37.0,422.0,1.0,0.3166406468916376,0.022817341179296267,0.2597402597402597,32.46153846153846,0.07692307692307693,2.8461538461538463,False,False,True,False,False
Jordan Matthews,Vanderbilt,42.0,2013.0,112.0,1477.0,7.0,6.0,54.0,0.0,113.6153846153846,0.5384615384615384,8.615384615384615,11.84615384615384,1.384615384615384,-0.0769230769230769,0.6153846153846154,7.230769230769231,101.76923076923076,22,16.0,67.0,872.0,8.0,0.49940828402366855,0.0378698224852071,0.44871794871794873,54.5,0.5,4.1875,False,False,False,True,False
Paul Richardson,Colorado,45.0,2013.0,83.0,1343.0,10.0,1.0,7.0,0.0,111.91666666666669,0.8333333333333334,6.916666666666667,50.25000000000001,2.583333333333334,0.2777777777777778,0.5555555555555556,4.333333333333333,61.66666666666666,22,15.0,29.0,271.0,1.0,0.44113782682958885,0.027263171725134677,0.46296296296296297,18.066666666666666,0.06666666666666667,1.9333333333333333,False,True,False,False,False
Davante Adams,Fresno St.,53.0,2013.0,131.0,1719.0,24.0,0.0,0.0,0.0,132.23076923076923,1.8461538461538465,10.076923076923077,31.307692307692307,2.230769230769231,0.7692307692307694,1.0769230769230769,7.846153846153846,100.92307692307692,21,16.0,38.0,446.0,3.0,0.33484621228353817,0.025517657829635547,0.48582995951417013,27.875,0.1875,2.375,False,False,False,True,False
Cody Latimer,Indiana,56.0,2013.0,72.0,1096.0,9.0,0.0,0.0,0.0,91.33333333333331,0.75,6.0,24.25,1.75,0.25,0.5,4.25,67.08333333333333,21,8.0,2.0,23.0,0.0,0.2977937180741223,0.019563090968373005,0.25,2.875,0.0,0.25,False,False,True,False,False
Allen Robinson,Penn St.,61.0,2013.0,97.0,1432.0,6.0,6.0,36.0,0.0,119.33333333333331,0.5,8.083333333333334,34.5,1.666666666666667,-0.4166666666666666,0.9166666666666666,6.416666666666667,84.83333333333333,21,10.0,48.0,548.0,2.0,0.4603909465020576,0.03118569958847737,0.2777777777777778,54.8,0.2,4.8,False,False,False,True,False
Jarvis Landry,LSU,63.0,2013.0,77.0,1193.0,10.0,0.0,0.0,0.0,91.76923076923076,0.7692307692307693,5.923076923076923,47.69230769230769,1.615384615384616,0.3846153846153846,0.3846153846153846,4.307692307692308,44.07692307692308,21,16.0,84.0,758.0,5.0,0.3656144652160588,0.023597916028194915,0.4273504273504274,47.375,0.3125,5.25,False,False,False,False,True
Josh Huff,Oregon,86.0,2013.0,62.0,1140.0,12.0,6.0,28.0,0.0,87.6923076923077,0.9230769230769232,4.769230769230769,42.87412587412587,1.86013986013986,0.2867132867132868,0.6363636363636364,2.909090909090909,44.81818181818182,22,12.0,8.0,98.0,0.0,0.30083124422747065,0.016360997493072963,0.3692307692307693,8.166666666666666,0.0,0.6666666666666666,False,False,True,False,False
Donte Moncrief,Mississippi,90.0,2013.0,59.0,938.0,6.0,0.0,0.0,0.0,72.15384615384616,0.4615384615384615,4.538461538461538,-3.153846153846146,-0.5384615384615383,-0.3076923076923077,0.7692307692307693,5.076923076923077,75.3076923076923,21,16.0,32.0,444.0,3.0,0.2546905970838198,0.016019984251540904,0.2564102564102564,27.75,0.1875,2.0,False,False,False,True,False
John Brown,Pittsburg St.,91.0,2013.0,59.0,938.0,6.0,0.0,0.0,0.0,72.15384615384616,0.4615384615384615,4.538461538461538,-3.153846153846146,-0.5384615384615383,-0.3076923076923077,0.7692307692307693,5.076923076923077,75.3076923076923,24,16.0,48.0,696.0,5.0,0.2546905970838198,0.016019984251540904,0.2564102564102564,43.5,0.3125,3.0,False,False,False,True,False
Jalen Saunders,Oklahoma,104.0,2013.0,61.0,729.0,8.0,5.0,44.0,0.0,56.07692307692308,0.6153846153846154,4.6923076923076925,-36.034188034188034,-2.1965811965811968,0.2820512820512821,0.3333333333333333,6.888888888888889,92.11111111111111,21,15.0,1.0,7.0,0.0,0.28165204960785073,0.02356759262836611,0.3418803418803419,0.4666666666666667,0.0,0.06666666666666667,False,False,False,False,True
Bruce Ellington,South Carolina,106.0,2013.0,49.0,775.0,8.0,3.0,14.0,0.0,64.58333333333333,0.6666666666666666,4.083333333333333,18.42948717948717,1.006410256410256,0.1282051282051282,0.5384615384615384,3.076923076923077,46.15384615384615,23,13.0,6.0,62.0,2.0,0.2544654583661676,0.01608878381928027,0.2898550724637681,4.769230769230769,0.15384615384615385,0.46153846153846156,False,False,False,False,True
Martavis Bryant,Clemson,118.0,2013.0,42.0,828.0,7.0,0.0,0.0,0.0,63.69230769230769,0.5384615384615384,3.230769230769231,33.19230769230769,2.230769230769231,0.1384615384615384,0.4,1.0,30.5,22,10.0,26.0,549.0,8.0,0.19121077061635453,0.009699097060249866,0.1794871794871795,54.9,0.8,2.6,True,False,False,False,False
Kevin Norwood,Alabama,123.0,2013.0,38.0,568.0,7.0,0.0,0.0,0.0,47.333333333333336,0.5833333333333334,3.1666666666666665,11.871794871794876,0.9358974358974356,0.2756410256410256,0.3076923076923077,2.230769230769231,35.46153846153846,24,9.0,9.0,102.0,0.0,0.1904761904761905,0.012743125419181756,0.2536231884057971,11.333333333333334,0.0,1.0,False,False,False,False,True
Ryan Grant,Tulane,142.0,2013.0,77.0,1039.0,9.0,0.0,0.0,0.0,79.92307692307692,0.6923076923076923,5.923076923076923,-15.82692307692308,-0.4102564102564097,0.1923076923076923,0.5,6.333333333333333,95.75,23,16.0,7.0,68.0,0.0,0.4331874087971649,0.032103397957056495,0.4615384615384615,4.25,0.0,0.4375,False,False,False,True,False
Devin Street,Pittsburgh,146.0,2013.0,51.0,854.0,7.0,3.0,6.0,0.0,85.4,0.7,5.1,10.400000000000006,-0.5153846153846153,0.3153846153846153,0.3846153846153846,5.615384615384615,75.0,23,16.0,2.0,18.0,0.0,0.34505050505050505,0.020606060606060603,0.4117647058823529,1.125,0.0,0.125,True,False,False,False,False
Jared Abbrederis,Wisconsin,176.0,2013.0,78.0,1081.0,7.0,6.0,119.0,2.0,83.15384615384616,0.5384615384615384,6.0,18.769230769230774,2.230769230769231,0.1538461538461538,0.3846153846153846,3.769230769230769,64.38461538461539,23,10.0,9.0,111.0,0.0,0.42188658627014797,0.030441400304414005,0.3167420814479638,11.1,0.0,0.9,False,False,False,True,False
Robert Herron,Wyoming,185.0,2013.0,72.0,932.0,9.0,2.0,12.0,0.0,77.66666666666667,0.75,6.0,-4.458333333333329,2.125,-0.25,1.0,3.875,82.125,22,8.0,6.0,58.0,1.0,0.2750236071765817,0.021246458923512748,0.3125,7.25,0.125,0.75,False,False,False,True,False
T.J. Jones,Notre Dame,189.0,2013.0,70.0,1108.0,9.0,9.0,67.0,2.0,85.23076923076923,0.6923076923076923,5.384615384615385,35.30769230769231,1.5384615384615388,0.3846153846153846,0.3076923076923077,3.8461538461538463,49.92307692307692,22,10.0,10.0,132.0,1.0,0.33450066417099383,0.021132713440405747,0.32967032967032966,13.2,0.1,1.0,False,False,False,True,False
Matt Hazel,Coastal Carolina,190.0,2013.0,70.0,1108.0,9.0,9.0,67.0,2.0,85.23076923076923,0.6923076923076923,5.384615384615385,35.30769230769231,1.5384615384615388,0.3846153846153846,0.3076923076923077,3.8461538461538463,49.92307692307692,22,5.0,0.0,0.0,0.0,0.33450066417099383,0.021132713440405747,0.32967032967032966,0.0,0.0,0.0,False,False,False,True,False
Quincy Enunwa,Nebraska,209.0,2013.0,51.0,753.0,12.0,3.0,-1.0,0.0,62.75,1.0,4.25,29.17857142857143,1.25,0.9285714285714286,0.0714285714285714,3.0,33.57142857142857,22,1.0,0.0,0.0,0.0,0.31901372648703613,0.021606507371631927,0.5263157894736842,0.0,0.0,0.0,False,False,True,False,False
Michael Campanaro,Wake Forest,218.0,2013.0,67.0,803.0,6.0,4.0,10.0,0.0,100.375,0.75,8.375,24.075000000000003,0.4749999999999996,0.15,0.6,7.9,76.3,23,4.0,7.0,102.0,1.0,0.5105544252288912,0.04259918616480163,0.625,25.5,0.25,1.75,True,False,False,False,False
Jeff Janis,Saginaw Valley St.,236.0,2013.0,27.0,313.0,3.0,1.0,3.0,0.0,62.6,0.6,5.4,16.200000000000003,1.1000000000000003,0.3999999999999999,0.2,4.3,46.4,23,3.0,2.0,16.0,0.0,0.40025575447570333,0.03452685421994885,0.7499999999999999,5.333333333333333,0.0,0.6666666666666666,False,False,False,True,False
