name,age,position,school,draft_pick,season,games,recs,recYDS,recTDS,rushAttempts,rushYards,rushTDS,collegeURL
Matt Hazel,22,WR,Coastal Carolina,190,2010*,12,23,306,3,0,0,0,/cfb/schools/notre-dame/2010.html
Matt Hazel,22,WR,Coastal Carolina,190,2011*,13,38,366,3,0,0,0,/cfb/schools/notre-dame/2011.html
Matt Hazel,22,WR,Coastal Carolina,190,2012*,13,50,649,4,1,8,0,/cfb/schools/notre-dame/2012.html
Matt Hazel,22,WR,Coastal Carolina,190,2013*,13,70,1108,9,9,67,2,/cfb/schools/notre-dame/2013.html
Quincy Enunwa,22,WR,Nebraska,209,2010*,10,1,10,0,0,0,0,/cfb/schools/nebraska/2010.html
Quincy Enunwa,22,WR,Nebraska,209,2011*,13,21,293,2,0,0,0,/cfb/schools/nebraska/2011.html
Quincy Enunwa,22,WR,Nebraska,209,2012*,14,42,470,1,0,0,0,/cfb/schools/nebraska/2012.html
Quincy Enunwa,22,WR,Nebraska,209,2013*,12,51,753,12,3,-1,0,/cfb/schools/nebraska/2013.html
Michael Campanaro,23,WR,Wake Forest,218,2010,12,10,107,0,29,123,1,/cfb/schools/wake-forest/2010.html
Michael Campanaro,23,WR,Wake Forest,218,2011*,12,73,833,2,2,23,0,/cfb/schools/wake-forest/2011.html
Michael Campanaro,23,WR,Wake Forest,218,2012,10,79,763,6,16,82,1,/cfb/schools/wake-forest/2012.html
Michael Campanaro,23,WR,Wake Forest,218,2013,8,67,803,6,4,10,0,/cfb/schools/wake-forest/2013.html
Jeff Janis,23,WR,Saginaw Valley St.,236,2012,10,43,464,2,0,0,0,/cfb/schools/massachusetts/2012.html
Jeff Janis,23,WR,Saginaw Valley St.,236,2013,5,27,313,3,1,3,0,/cfb/schools/massachusetts/2013.html
James Wright,22,WR,LSU,239,2010*,12,2,21,0,0,0,0,/cfb/schools/louisiana-state/2010.html
James Wright,22,WR,LSU,239,2011*,14,5,41,0,0,0,0,/cfb/schools/louisiana-state/2011.html
James Wright,22,WR,LSU,239,2012*,12,18,242,0,0,0,0,/cfb/schools/louisiana-state/2012.html
James Wright,22,WR,LSU,239,2013*,9,0,0,0,0,0,0,/cfb/schools/louisiana-state/2013.html
Tevin Reese,23,WR,Baylor,240,2010*,13,45,401,0,2,13,0,/cfb/schools/baylor/2010.html
Tevin Reese,23,WR,Baylor,240,2011*,13,51,877,7,5,102,0,/cfb/schools/baylor/2011.html
Tevin Reese,23,WR,Baylor,240,2012*,13,53,957,9,4,21,0,/cfb/schools/baylor/2012.html
Tevin Reese,23,WR,Baylor,240,2013*,8,38,867,8,0,0,0,/cfb/schools/baylor/2013.html
Jeremy Gallon,24,WR,Michigan,244,2010*,12,4,49,1,0,0,0,/cfb/schools/michigan/2010.html
Jeremy Gallon,24,WR,Michigan,244,2011*,13,31,453,3,3,26,0,/cfb/schools/michigan/2011.html
Jeremy Gallon,24,WR,Michigan,244,2012*,13,49,829,4,11,67,0,/cfb/schools/michigan/2012.html
Jeremy Gallon,24,WR,Michigan,244,2013*,13,89,1373,9,3,4,0,/cfb/schools/michigan/2013.html
