name,age,position,school,draft_pick,season,games,recs,recYDS,recTDS,rushAttempts,rushYards,rushTDS
DaeSean Hamilton,23,WR,Penn St.,113,2016*,14,34,506,1,1,-12,0
DaeSean Hamilton,23,WR,Penn St.,113,2017*,13,53,857,9,1,2,0
Jaleel Scott,23,WR,New Mexico St.,132,2016,12,23,283,5,0,0,0
Jaleel Scott,23,WR,New Mexico St.,132,2017*,13,76,1079,9,0,0,0
J'Mon Moore,23,WR,Missouri,133,2014*,12,2,33,0,0,0,0
J'Mon Moore,23,WR,Missouri,133,2015,12,29,350,3,0,0,0
J'Mon Moore,23,WR,Missouri,133,2016,12,62,1012,8,0,0,1
J'Mon Moore,23,WR,Missouri,133,2017*,13,65,1082,10,0,0,0
Justin Watson,22,WR,Pennsylvania,144,2015*,14,10,121,1,0,0,0
Justin Watson,22,WR,Pennsylvania,144,2016*,13,23,222,1,0,0,0
Justin Watson,22,WR,Pennsylvania,144,2017*,13,22,212,3,0,0,0
Daurice Fountain,22,WR,Northern Iowa,159,2015*,13,6,95,0,0,0,0
Daurice Fountain,22,WR,Northern Iowa,159,2016*,13,42,560,6,0,0,0
Daurice Fountain,22,WR,Northern Iowa,159,2017*,8,35,504,5,0,0,0
Jordan Lasley,21,WR,UCLA,162,2015*,9,3,17,0,0,0,0
Jordan Lasley,21,WR,UCLA,162,2016,11,41,620,5,0,0,0
Jordan Lasley,21,WR,UCLA,162,2017*,9,69,1264,9,4,-6,0
Marquez Valdes-Scantling,23,WR,South Florida,174,2013,7,22,281,0,0,0,0
Marquez Valdes-Scantling,23,WR,South Florida,174,2014*,13,22,257,1,0,0,0
Marquez Valdes-Scantling,23,WR,South Florida,174,2016*,13,22,415,5,2,4,0
Marquez Valdes-Scantling,23,WR,South Florida,174,2017*,12,53,879,6,8,108,1
Damion Ratley,23,WR,Texas A&M,175,2015*,12,15,200,2,0,0,0
Damion Ratley,23,WR,Texas A&M,175,2016*,11,2,26,0,0,0,0
Damion Ratley,23,WR,Texas A&M,175,2017*,13,30,694,6,0,0,0
Deon Cain,22,WR,Clemson,185,2015*,13,34,582,5,1,-5,0
Deon Cain,22,WR,Clemson,185,2016*,15,38,724,9,0,0,0
Deon Cain,22,WR,Clemson,185,2017*,14,58,734,6,0,0,0
Ray-Ray McCloud,21,WR,Clemson,187,2015*,12,29,251,1,7,48,0
Ray-Ray McCloud,21,WR,Clemson,187,2016*,14,49,472,2,5,28,0
Ray-Ray McCloud,21,WR,Clemson,187,2017*,14,49,503,1,6,30,0
Dylan Cantrell,24,WR,Texas Tech,191,2013*,6,9,70,1,0,0,0
Dylan Cantrell,24,WR,Texas Tech,191,2014,12,20,312,2,0,0,0
Dylan Cantrell,24,WR,Texas Tech,191,2016,10,58,675,8,0,0,0
Dylan Cantrell,24,WR,Texas Tech,191,2017*,13,71,816,7,1,3,1
Equanimeous St. Brown,21,WR,Notre Dame,207,2015*,7,1,8,0,0,0,0
Equanimeous St. Brown,21,WR,Notre Dame,207,2016,12,58,961,9,0,0,0
Equanimeous St. Brown,21,WR,Notre Dame,207,2017*,13,33,515,4,0,0,0
Braxton Berrios,22,WR,Miami (FL),210,2014*,12,21,232,3,0,0,0
Braxton Berrios,22,WR,Miami (FL),210,2015*,11,12,86,0,4,72,0
Braxton Berrios,22,WR,Miami (FL),210,2016*,13,12,178,2,0,0,0
Braxton Berrios,22,WR,Miami (FL),210,2017*,13,55,679,9,0,0,0
Javon Wims,23,WR,Georgia,224,2016*,12,17,190,1,0,0,0
Javon Wims,23,WR,Georgia,224,2017*,15,45,720,7,0,0,0
Marcell Ateman,23,WR,Oklahoma St.,228,2013*,10,22,276,0,0,0,0
Marcell Ateman,23,WR,Oklahoma St.,228,2014*,12,20,268,0,0,0,0
Marcell Ateman,23,WR,Oklahoma St.,228,2015*,13,45,766,5,1,1,0
Marcell Ateman,23,WR,Oklahoma St.,228,2017*,13,59,1156,8,0,0,0
Richie James,23,WR,Middle Tenn. St.,240,2015*,13,108,1346,8,12,146,1
Richie James,23,WR,Middle Tenn. St.,240,2016*,13,105,1625,12,38,339,4
Richie James,23,WR,Middle Tenn. St.,240,2017*,5,31,290,3,10,57,0
Auden Tate,21,WR,Florida St.,253,2015*,6,0,0,0,0,0,0
Auden Tate,21,WR,Florida St.,253,2016*,12,25,409,6,0,0,0
Auden Tate,21,WR,Florida St.,253,2017*,12,40,548,10,0,0,0
Austin Proehl,22,WR,North Carolina,255,2014*,12,15,106,0,1,0,0
Austin Proehl,22,WR,North Carolina,255,2015*,12,12,225,1,1,4,0
Austin Proehl,22,WR,North Carolina,255,2016*,13,43,597,3,0,0,0
Austin Proehl,22,WR,North Carolina,255,2017,6,21,337,1,0,0,0
Trey Quinn,22,WR,SMU,256,2014*,13,17,193,0,2,11,0
Trey Quinn,22,WR,SMU,256,2015*,12,5,83,0,0,0,0
Trey Quinn,22,WR,SMU,256,2017*,13,114,1236,13,1,0,0
Marquise Brown,22,WR,Oklahoma,25,2017*,13,57,1095,7,1,0,0
Marquise Brown,22,WR,Oklahoma,25,2018*,14,75,1318,10,2,0,0
N'Keal Harry,21,WR,Arizona St.,32,2016,12,58,659,5,3,69,2
N'Keal Harry,21,WR,Arizona St.,32,2017*,13,82,1142,8,13,65,0
N'Keal Harry,21,WR,Arizona St.,32,2018*,12,73,1088,9,7,10,1
Deebo Samuel,23,WR,South Carolina,36,2015,5,12,161,1,0,0,0
Deebo Samuel,23,WR,South Carolina,36,2016*,10,59,783,1,15,98,6
Deebo Samuel,23,WR,South Carolina,36,2017*,3,15,250,3,2,30,1
Deebo Samuel,23,WR,South Carolina,36,2018*,12,62,882,11,8,26,0
A.J. Brown,22,WR,Mississippi,51,2016,12,29,412,2,0,0,0
A.J. Brown,22,WR,Mississippi,51,2017,12,75,1252,11,0,0,0
A.J. Brown,22,WR,Mississippi,51,2018,12,85,1320,6,0,0,0
Mecole Hardman,21,WR,Georgia,56,2016*,11,0,0,0,0,0,0
Mecole Hardman,21,WR,Georgia,56,2017*,15,25,418,4,8,61,2
Mecole Hardman,21,WR,Georgia,56,2018*,14,34,532,7,5,36,0
JJ Arcega-Whiteside,22,WR,Stanford,57,2016*,12,24,379,5,0,0,0
JJ Arcega-Whiteside,22,WR,Stanford,57,2017*,12,48,781,9,0,0,0
JJ Arcega-Whiteside,22,WR,Stanford,57,2018*,12,63,1059,14,0,0,0
Parris Campbell,22,WR,Ohio St.,59,2014*,1,0,0,0,0,0,0
Parris Campbell,22,WR,Ohio St.,59,2015*,8,0,0,0,0,0,0
Parris Campbell,22,WR,Ohio St.,59,2016*,13,13,121,0,4,54,1
Parris Campbell,22,WR,Ohio St.,59,2017*,13,40,584,3,10,132,1
Parris Campbell,22,WR,Ohio St.,59,2018*,14,90,1063,12,9,24,0
Andy Isabella,22,WR,Massachusetts,62,2015,9,2,7,0,3,28,0
Andy Isabella,22,WR,Massachusetts,62,2016,12,62,801,7,12,100,0
Andy Isabella,22,WR,Massachusetts,62,2017,12,65,1020,10,14,135,1
Andy Isabella,22,WR,Massachusetts,62,2018,12,102,1698,13,11,79,1
D.K. Metcalf,21,WR,Mississippi,64,2016,2,2,13,2,0,0,0
D.K. Metcalf,21,WR,Mississippi,64,2017,12,39,646,7,0,0,0
D.K. Metcalf,21,WR,Mississippi,64,2018,7,26,569,5,0,0,0
Diontae Johnson,23,WR,Toledo,66,2015*,11,14,237,3,0,0,0
Diontae Johnson,23,WR,Toledo,66,2016*,1,0,0,0,0,0,0
Diontae Johnson,23,WR,Toledo,66,2017*,14,74,1278,13,2,9,0
Diontae Johnson,23,WR,Toledo,66,2018*,13,49,761,8,2,17,0
Terry McLaurin,23,WR,Ohio St.,76,2015*,12,0,0,0,0,0,0
Terry McLaurin,23,WR,Ohio St.,76,2016*,13,11,114,2,0,0,0
Terry McLaurin,23,WR,Ohio St.,76,2017*,14,29,436,6,0,0,0
Terry McLaurin,23,WR,Ohio St.,76,2018*,14,35,701,11,0,0,0
Miles Boykin,22,WR,Notre Dame,93,2016,11,6,81,1,0,0,0
Miles Boykin,22,WR,Notre Dame,93,2017*,12,12,253,2,0,0,0
Miles Boykin,22,WR,Notre Dame,93,2018*,13,59,872,8,0,0,0
Hakeem Butler,23,WR,Iowa St.,103,2016,11,9,134,2,0,0,0
Hakeem Butler,23,WR,Iowa St.,103,2017*,13,41,697,7,0,0,0
Hakeem Butler,23,WR,Iowa St.,103,2018*,13,60,1318,9,0,0,0
Gary Jennings Jr,22,WR,West Virginia,120,2015*,13,7,116,1,0,0,0
Gary Jennings Jr,22,WR,West Virginia,120,2016*,13,10,165,2,0,0,0
Gary Jennings Jr,22,WR,West Virginia,120,2017*,13,97,1096,1,0,0,0
Gary Jennings Jr,22,WR,West Virginia,120,2018*,11,54,917,13,0,0,0
Riley Ridley,23,WR,Georgia,126,2016*,11,12,238,2,3,41,0
Riley Ridley,23,WR,Georgia,126,2017*,14,14,218,2,1,5,0
Riley Ridley,23,WR,Georgia,126,2018*,14,44,570,9,0,0,0
Hunter Renfrow,23,WR,Clemson,149,2015*,15,33,492,5,0,0,0
Hunter Renfrow,23,WR,Clemson,149,2016*,11,44,495,6,0,0,0
Hunter Renfrow,23,WR,Clemson,149,2017*,14,60,602,3,0,0,0
Hunter Renfrow,23,WR,Clemson,149,2018*,15,49,544,1,0,0,0
Darius Slayton,22,WR,Auburn,171,2016*,13,15,292,1,0,0,0
Darius Slayton,22,WR,Auburn,171,2017*,13,29,643,5,0,0,0
Darius Slayton,22,WR,Auburn,171,2018*,12,35,670,5,0,0,0
KeeSean Johnson,22,WR,Fresno St.,174,2014*,1,0,0,0,0,0,0
KeeSean Johnson,22,WR,Fresno St.,174,2015,12,37,337,2,0,0,0
KeeSean Johnson,22,WR,Fresno St.,174,2016,12,66,773,6,3,13,0
KeeSean Johnson,22,WR,Fresno St.,174,2017*,14,77,1013,8,1,0,0
KeeSean Johnson,22,WR,Fresno St.,174,2018*,14,95,1340,8,4,14,0
Travis Fulgham,23,WR,Old Dominion,184,2015,10,6,89,0,0,0,0
Travis Fulgham,23,WR,Old Dominion,184,2016*,13,29,478,8,0,0,0
Travis Fulgham,23,WR,Old Dominion,184,2017,12,30,394,1,0,0,0
Travis Fulgham,23,WR,Old Dominion,184,2018,12,63,1083,9,0,0,0
Juwann Winfree,23,WR,Colorado,187,2014*,8,11,158,2,0,0,0
Juwann Winfree,23,WR,Colorado,187,2017,12,21,325,2,0,0,0
Juwann Winfree,23,WR,Colorado,187,2018,8,28,324,2,0,0,0
Marcus Green,23,WR,La-Monroe,203,2015,12,63,698,7,3,5,0
Marcus Green,23,WR,La-Monroe,203,2016,12,36,344,4,14,119,0
Marcus Green,23,WR,La-Monroe,203,2017,12,54,829,5,14,175,0
Marcus Green,23,WR,La-Monroe,203,2018,12,50,855,8,20,193,1
Kelvin Harmon,22,WR,North Carolina St.,206,2016*,13,27,462,5,0,0,0
Kelvin Harmon,22,WR,North Carolina St.,206,2017*,13,69,1017,4,0,0,0
Kelvin Harmon,22,WR,North Carolina St.,206,2018*,12,81,1186,7,0,0,0
Scott Miller,22,WR,Bowling Green,208,2015*,10,7,29,0,0,0,0
Scott Miller,22,WR,Bowling Green,208,2016,12,74,968,10,0,0,0
Scott Miller,22,WR,Bowling Green,208,2017,12,63,722,4,2,22,0
Scott Miller,22,WR,Bowling Green,208,2018,11,71,1148,9,4,16,0
John Ursua,25,WR,Hawaii,236,2016*,14,53,652,3,4,8,1
John Ursua,25,WR,Hawaii,236,2017,6,47,667,5,0,0,0
John Ursua,25,WR,Hawaii,236,2018*,13,89,1343,16,2,4,1
Terry Godwin,22,WR,Georgia,237,2015*,13,35,379,2,7,37,1
Terry Godwin,22,WR,Georgia,237,2016*,13,38,397,0,4,14,0
Terry Godwin,22,WR,Georgia,237,2017*,15,38,639,6,0,0,0
Terry Godwin,22,WR,Georgia,237,2018*,13,22,373,3,0,0,0
Dillon Mitchell,22,WR,Oregon,239,2016,6,2,9,0,0,0,0
Dillon Mitchell,22,WR,Oregon,239,2017*,12,42,517,4,4,6,0
Dillon Mitchell,22,WR,Oregon,239,2018*,13,75,1184,10,1,5,0
Olabisi Johnson,22,WR,Colorado St.,247,2015*,13,2,15,1,0,0,0
Olabisi Johnson,22,WR,Colorado St.,247,2016*,13,28,613,4,1,13,0
Olabisi Johnson,22,WR,Colorado St.,247,2017*,12,41,595,2,0,0,0
Olabisi Johnson,22,WR,Colorado St.,247,2018,11,54,796,4,0,0,0
Henry Ruggs III,21,WR,Alabama,12,2017*,14,12,229,6,0,0,0
Henry Ruggs III,21,WR,Alabama,12,2018*,15,46,741,11,0,0,0
Henry Ruggs III,21,WR,Alabama,12,2019*,12,40,746,7,2,75,1
Jerry Jeudy,21,WR,Alabama,15,2017*,14,14,264,2,0,0,0
Jerry Jeudy,21,WR,Alabama,15,2018*,15,68,1315,14,0,0,0
Jerry Jeudy,21,WR,Alabama,15,2019*,13,77,1163,10,1,1,0
CeeDee Lamb,21,WR,Oklahoma,17,2017*,14,46,807,7,0,0,0
CeeDee Lamb,21,WR,Oklahoma,17,2018*,14,65,1158,11,0,0,0
CeeDee Lamb,21,WR,Oklahoma,17,2019*,13,62,1327,14,9,20,1
Jalen Reagor,21,WR,TCU,21,2017*,14,33,576,8,8,65,0
Jalen Reagor,21,WR,TCU,21,2018*,13,72,1061,9,13,170,2
Jalen Reagor,21,WR,TCU,21,2019,12,43,611,5,14,89,0
Justin Jefferson,21,WR,LSU,22,2017*,6,0,0,0,1,4,0
Justin Jefferson,21,WR,LSU,22,2018*,13,54,875,6,5,26,0
Justin Jefferson,21,WR,LSU,22,2019*,15,111,1540,18,0,0,0
Brandon Aiyuk,22,WR,Arizona St.,25,2018*,13,33,474,3,0,0,0
Brandon Aiyuk,22,WR,Arizona St.,25,2019*,12,65,1192,8,1,6,0
Tee Higgins,21,WR,Clemson,33,2017*,13,17,345,2,0,0,0
Tee Higgins,21,WR,Clemson,33,2018*,15,59,936,12,0,0,0
Tee Higgins,21,WR,Clemson,33,2019*,15,59,1167,13,1,36,1
Michael Pittman Jr.,22,WR,USC,34,2016*,13,6,82,0,0,0,0
Michael Pittman Jr.,22,WR,USC,34,2017*,11,23,404,2,0,0,0
Michael Pittman Jr.,22,WR,USC,34,2018,11,41,758,6,1,9,0
Michael Pittman Jr.,22,WR,USC,34,2019*,13,101,1275,11,0,0,0
Laviska Shenault Jr.,21,WR,Colorado,42,2017,12,7,168,0,2,4,0
Laviska Shenault Jr.,21,WR,Colorado,42,2018,9,86,1011,6,17,115,5
Laviska Shenault Jr.,21,WR,Colorado,42,2019,11,56,764,4,23,161,2
KJ Hamler,21,WR,Penn St.,46,2018*,13,42,754,5,4,44,1
KJ Hamler,21,WR,Penn St.,46,2019*,13,56,904,8,13,43,0
Chase Claypool,22,WR,Notre Dame,49,2016,11,5,81,0,1,9,0
Chase Claypool,22,WR,Notre Dame,49,2017*,12,29,402,2,2,-3,0
Chase Claypool,22,WR,Notre Dame,49,2018*,13,50,639,4,0,0,0
Chase Claypool,22,WR,Notre Dame,49,2019*,13,66,1037,13,0,0,0
Van Jefferson,24,WR,Florida,57,2016,12,49,543,3,5,40,0
Van Jefferson,24,WR,Florida,57,2017,10,42,456,1,0,0,0
Van Jefferson,24,WR,Florida,57,2018*,13,35,503,6,0,0,0
Van Jefferson,24,WR,Florida,57,2019*,13,49,657,6,1,7,0
Denzel Mims,22,WR,Baylor,59,2016*,10,4,24,0,0,0,0
Denzel Mims,22,WR,Baylor,59,2017,12,61,1087,8,1,-6,0
Denzel Mims,22,WR,Baylor,59,2018*,12,55,794,8,0,0,0
Denzel Mims,22,WR,Baylor,59,2019*,14,66,1020,12,0,0,0
Bryan Edwards,21,WR,South Carolina,81,2016*,12,44,590,4,0,0,0
Bryan Edwards,21,WR,South Carolina,81,2017*,13,64,793,5,4,19,0
Bryan Edwards,21,WR,South Carolina,81,2018*,13,55,846,7,0,0,0
Bryan Edwards,21,WR,South Carolina,81,2019,10,71,816,6,2,22,0
Devin Duvernay,22,WR,Texas,92,2016,11,20,412,3,0,0,0
Devin Duvernay,22,WR,Texas,92,2017*,13,9,124,0,0,0,0
Devin Duvernay,22,WR,Texas,92,2018*,14,41,546,4,1,10,0
Devin Duvernay,22,WR,Texas,92,2019*,13,106,1386,9,10,24,1
Gabriel Davis,21,WR,Central Florida,128,2017*,13,27,391,4,0,0,0
Gabriel Davis,21,WR,Central Florida,128,2018*,12,53,815,7,0,0,0
Gabriel Davis,21,WR,Central Florida,128,2019*,12,72,1241,12,0,0,0
Antonio Gandy-Golden,22,WR,Liberty,142,2018,11,71,1037,10,0,0,0
Antonio Gandy-Golden,22,WR,Liberty,142,2019*,13,79,1396,10,0,0,0
Joe Reed,22,WR,Virginia,151,2016,12,4,77,0,2,3,0
Joe Reed,22,WR,Virginia,151,2017*,12,23,244,2,21,112,1
Joe Reed,22,WR,Virginia,151,2018*,13,25,465,7,3,15,0
Joe Reed,22,WR,Virginia,151,2019*,13,77,679,7,8,42,0
Tyler Johnson,22,WR,Minnesota,161,2016*,13,14,141,1,0,0,0
Tyler Johnson,22,WR,Minnesota,161,2017,10,35,677,7,0,0,0
Tyler Johnson,22,WR,Minnesota,161,2018*,13,78,1169,12,0,0,0
Tyler Johnson,22,WR,Minnesota,161,2019*,11,72,1107,10,0,0,0
Collin Johnson,22,WR,Texas,165,2016,11,28,315,3,0,0,0
Collin Johnson,22,WR,Texas,165,2017*,13,54,765,2,0,-7,0
Collin Johnson,22,WR,Texas,165,2018*,13,68,985,7,0,0,0
Collin Johnson,22,WR,Texas,165,2019*,7,38,559,3,0,0,0
Quintez Cephus,22,WR,Wisconsin,166,2016*,14,4,94,0,5,41,0
Quintez Cephus,22,WR,Wisconsin,166,2017*,10,30,501,6,4,5,0
Quintez Cephus,22,WR,Wisconsin,166,2019*,14,59,901,7,0,0,0
John Hightower,24,WR,Boise St.,168,2018,10,31,504,6,8,163,2
John Hightower,24,WR,Boise St.,168,2019*,14,51,943,8,16,154,0
Isaiah Coulter,21,WR,Rhode Island,171,2018,10,31,504,6,8,163,2
Isaiah Coulter,21,WR,Rhode Island,171,2019*,14,51,943,8,16,154,0
Darnell Mooney,22,WR,Tulane,173,2016,12,24,267,2,4,22,0
Darnell Mooney,22,WR,Tulane,173,2017,12,34,599,4,0,0,0
Darnell Mooney,22,WR,Tulane,173,2018*,13,48,993,8,1,6,0
Darnell Mooney,22,WR,Tulane,173,2019*,13,48,713,5,0,0,0
K.J. Osborn,23,WR,Miami (FL),176,2016,12,8,105,1,0,0,0
K.J. Osborn,23,WR,Miami (FL),176,2017,12,35,493,4,4,22,1
K.J. Osborn,23,WR,Miami (FL),176,2018*,14,53,892,7,5,16,0
K.J. Osborn,23,WR,Miami (FL),176,2019*,13,50,547,5,5,15,0
Donovan Peoples-Jones,21,WR,Michigan,187,2017*,13,22,277,0,4,57,0
Donovan Peoples-Jones,21,WR,Michigan,187,2018*,13,47,612,8,3,37,0
Donovan Peoples-Jones,21,WR,Michigan,187,2019*,11,34,438,6,2,-7,0
Quez Watkins,22,WR,Southern Miss,200,2017*,13,23,337,2,0,0,0
Quez Watkins,22,WR,Southern Miss,200,2018,11,72,889,9,4,11,0
Quez Watkins,22,WR,Southern Miss,200,2019*,12,64,1178,6,1,1,0
James Proche,23,WR,SMU,201,2016,12,57,709,6,4,15,0
James Proche,23,WR,SMU,201,2017*,13,40,816,6,0,0,0
James Proche,23,WR,SMU,201,2018,12,93,1199,12,2,17,0
James Proche,23,WR,SMU,201,2019*,13,111,1225,15,4,18,0
Isaiah Hodgins,21,WR,Oregon St.,207,2017,11,31,275,2,0,0,0
Isaiah Hodgins,21,WR,Oregon St.,207,2018,11,59,876,5,0,0,0
Isaiah Hodgins,21,WR,Oregon St.,207,2019,12,86,1171,13,0,0,0
Dezmon Patmon,22,WR,Washington St.,212,2016*,3,2,19,0,0,0,0
Dezmon Patmon,22,WR,Washington St.,212,2017*,13,35,379,0,0,0,0
Dezmon Patmon,22,WR,Washington St.,212,2018*,13,61,816,5,0,0,0
Dezmon Patmon,22,WR,Washington St.,212,2019*,13,58,762,8,0,0,0
Freddie Swain,22,WR,Florida,214,2016*,13,8,118,2,0,0,0
Freddie Swain,22,WR,Florida,214,2017,11,8,96,1,0,0,0
Freddie Swain,22,WR,Florida,214,2018*,11,14,265,5,0,0,0
Freddie Swain,22,WR,Florida,214,2019*,12,38,517,7,4,27,0
Jauan Jennings,23,WR,Tennessee,217,2015*,11,14,149,0,7,15,0
Jauan Jennings,23,WR,Tennessee,217,2016*,13,40,580,7,5,27,0
Jauan Jennings,23,WR,Tennessee,217,2017,2,3,17,0,0,0,0
Jauan Jennings,23,WR,Tennessee,217,2018,12,30,438,3,0,0,0
Jauan Jennings,23,WR,Tennessee,217,2019*,13,59,969,8,13,51,1
K.J. Hill,22,WR,Ohio St.,220,2016*,11,18,262,1,0,0,0
K.J. Hill,22,WR,Ohio St.,220,2017*,14,56,549,3,2,1,0
K.J. Hill,22,WR,Ohio St.,220,2018*,14,70,885,6,1,-3,0
K.J. Hill,22,WR,Ohio St.,220,2019*,14,57,636,10,1,1,0
Tyrie Cleveland,22,WR,Florida,252,2016*,11,14,298,2,0,0,0
Tyrie Cleveland,22,WR,Florida,252,2017,10,22,410,2,2,6,0
Tyrie Cleveland,22,WR,Florida,252,2018*,12,18,212,3,0,0,0
Tyrie Cleveland,22,WR,Florida,252,2019*,13,25,351,1,0,0,0
Ja'Marr Chase,21,WR,LSU,5,2018*,13,23,313,3,0,0,0
Ja'Marr Chase,21,WR,LSU,5,2019*,14,84,1780,20,1,5,0
Jaylen Waddle,22,WR,Alabama,6,2018*,15,45,848,7,0,0,0
Jaylen Waddle,22,WR,Alabama,6,2019*,13,33,560,6,1,5,0
Jaylen Waddle,22,WR,Alabama,6,2020*,6,28,591,4,3,12,0
DeVonta Smith,22,WR,Alabama,10,2017*,14,8,160,3,0,0,0
DeVonta Smith,22,WR,Alabama,10,2018*,14,42,693,6,0,0,0
DeVonta Smith,22,WR,Alabama,10,2019*,13,68,1256,14,0,0,0
DeVonta Smith,22,WR,Alabama,10,2020*,13,117,1856,23,4,6,1
Kadarius Toney,22,WR,Florida,20,2017,8,15,152,0,14,120,1
Kadarius Toney,22,WR,Florida,20,2018*,12,25,260,1,21,240,0
Kadarius Toney,22,WR,Florida,20,2019*,7,10,194,1,12,59,0
Kadarius Toney,22,WR,Florida,20,2020*,11,70,984,10,19,161,1
Rashod Bateman,21,WR,Minnesota,27,2018*,13,51,704,6,0,0,0
Rashod Bateman,21,WR,Minnesota,27,2019*,13,60,1219,11,0,0,0
Rashod Bateman,21,WR,Minnesota,27,2020,5,36,472,2,0,0,0
Elijah Moore,21,WR,Mississippi,34,2018,12,36,398,2,3,8,0
Elijah Moore,21,WR,Mississippi,34,2019,12,67,850,6,4,-1,0
Elijah Moore,21,WR,Mississippi,34,2020*,8,86,1193,8,14,64,0
Rondale Moore,21,WR,Purdue,49,2018*,13,114,1258,12,21,213,2
Rondale Moore,21,WR,Purdue,49,2019,4,29,387,2,3,3,0
Rondale Moore,21,WR,Purdue,49,2020,3,35,270,0,6,32,1
D'Wayne Eskridge,24,WR,Western Michigan,56,2016*,12,17,121,1,6,60,0
D'Wayne Eskridge,24,WR,Western Michigan,56,2017,12,30,506,3,4,13,0
D'Wayne Eskridge,24,WR,Western Michigan,56,2018*,11,38,776,3,0,0,0
D'Wayne Eskridge,24,WR,Western Michigan,56,2019*,4,3,73,0,0,0,0
D'Wayne Eskridge,24,WR,Western Michigan,56,2020,6,34,784,8,1,27,0
Tutu Atwell,21,WR,Louisville,57,2018,12,24,406,2,1,-5,0
Tutu Atwell,21,WR,Louisville,57,2019*,13,70,1276,12,8,29,0
Tutu Atwell,21,WR,Louisville,57,2020,9,46,625,7,2,-2,1
Terrace Marshall Jr.,21,WR,LSU,59,2018*,13,12,192,0,0,0,0
Terrace Marshall Jr.,21,WR,LSU,59,2019*,12,46,671,13,0,0,0
Terrace Marshall Jr.,21,WR,LSU,59,2020,7,48,731,10,0,0,0
Josh Palmer,21,WR,Tennessee,77,2017,12,9,98,0,1,6,0
Josh Palmer,21,WR,Tennessee,77,2018,12,23,484,2,5,27,1
Josh Palmer,21,WR,Tennessee,77,2019*,13,34,457,1,2,4,0
Josh Palmer,21,WR,Tennessee,77,2020,10,33,475,4,0,0,0
Dyami Brown,21,WR,North Carolina,82,2018,10,17,173,1,0,0,0
Dyami Brown,21,WR,North Carolina,82,2019*,13,51,1034,12,1,2,0
Dyami Brown,21,WR,North Carolina,82,2020*,11,55,1099,8,0,0,0
Amari Rodgers,21,WR,Clemson,85,2017*,14,19,123,0,3,-9,0
Amari Rodgers,21,WR,Clemson,85,2018*,15,55,575,4,1,5,0
Amari Rodgers,21,WR,Clemson,85,2019*,14,30,426,4,2,50,1
Amari Rodgers,21,WR,Clemson,85,2020*,12,77,1020,7,0,0,0
Nico Collins,22,WR,Michigan,89,2017*,4,3,27,0,0,0,0
Nico Collins,22,WR,Michigan,89,2018*,13,38,632,6,0,0,0
Nico Collins,22,WR,Michigan,89,2019*,12,37,729,7,0,0,0
Anthony Schwartz,21,WR,Auburn,91,2018*,13,22,357,2,27,211,5
Anthony Schwartz,21,WR,Auburn,91,2019*,13,41,440,1,11,118,2
Anthony Schwartz,21,WR,Auburn,91,2020*,10,54,636,3,4,-6,0
Dez Fitzpatrick,23,WR,Louisville,109,2017*,13,45,699,9,0,0,0
Dez Fitzpatrick,23,WR,Louisville,109,2018,12,31,422,3,0,0,0
Dez Fitzpatrick,23,WR,Louisville,109,2019*,13,35,635,6,0,0,0
Dez Fitzpatrick,23,WR,Louisville,109,2020,11,43,833,3,0,0,0
Amon-Ra St. Brown,21,WR,USC,112,2018,12,60,750,3,2,9,0
Amon-Ra St. Brown,21,WR,USC,112,2019*,13,77,1042,6,7,60,1
Amon-Ra St. Brown,21,WR,USC,112,2020,6,41,478,7,0,0,0
Jaelon Darden,22,WR,North Texas,129,2017*,14,32,281,3,1,1,0
Jaelon Darden,22,WR,North Texas,129,2018*,13,48,575,4,3,16,0
Jaelon Darden,22,WR,North Texas,129,2019,12,76,736,12,2,13,0
Jaelon Darden,22,WR,North Texas,129,2020*,9,74,1190,19,1,-3,0
Tylan Wallace,22,WR,Oklahoma St.,131,2017*,13,7,118,0,0,0,0
Tylan Wallace,22,WR,Oklahoma St.,131,2018*,13,86,1491,12,1,6,1
Tylan Wallace,22,WR,Oklahoma St.,131,2019*,9,53,903,8,1,0,0
Tylan Wallace,22,WR,Oklahoma St.,131,2020*,10,59,922,6,1,7,0
Jacob Harris,24,WR,Central Florida,141,2018*,13,0,0,0,0,0,0
Jacob Harris,24,WR,Central Florida,141,2019*,13,19,448,1,0,0,0
Jacob Harris,24,WR,Central Florida,141,2020*,10,30,539,8,0,0,0
Ihmir Smith-Marsette,22,WR,Iowa,157,2017*,12,18,187,2,7,41,0
Ihmir Smith-Marsette,22,WR,Iowa,157,2018*,12,23,361,3,9,71,0
Ihmir Smith-Marsette,22,WR,Iowa,157,2019*,13,44,722,5,11,108,3
Ihmir Smith-Marsette,22,WR,Iowa,157,2020,7,25,345,3,7,54,1
Simi Fehoko,23,WR,Stanford,179,2018*,3,1,6,0,0,0,0
Simi Fehoko,23,WR,Stanford,179,2019,12,24,566,6,0,0,0
Simi Fehoko,23,WR,Stanford,179,2020,6,37,574,3,1,-1,0
Cornell Powell,23,WR,Clemson,181,2016*,9,12,87,0,0,0,0
Cornell Powell,23,WR,Clemson,181,2017*,14,8,57,1,0,0,0
Cornell Powell,23,WR,Clemson,181,2018*,4,5,63,0,0,0,0
Cornell Powell,23,WR,Clemson,181,2019*,15,15,122,2,0,0,0
